osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
8717272,North Saginaw Street,residential,False,False,109.519,"LINESTRING (-83.291933 42.6366974, -83.291963 42.6367853, -83.2922353 42.6375657, -83.2922664 42.6376513)",,,
495812678,West Pike Street,residential,False,False,113.667,"LINESTRING (-83.291933 42.6366974, -83.2920725 42.6366643, -83.2924147 42.6365977, -83.2926656 42.6365488, -83.2930038 42.6364844, -83.2932749 42.6364326)",,,
"[8701307, 219480812, 506349173]","['South Saginaw Street', 'Water Street']",residential,False,"[False, True]",224.1,"LINESTRING (-83.291933 42.6366974, -83.2918987 42.6366044, -83.2916312 42.6358349, -83.2915982 42.6357435, -83.2914355 42.6357751, -83.2909513 42.6358683, -83.2908854 42.6358811, -83.2902432 42.6360035)",,,
550527845,East Pike Street,residential,False,True,114.682,"LINESTRING (-83.291933 42.6366974, -83.2917912 42.6367311, -83.2912208 42.6368466, -83.2906783 42.6369508, -83.290581 42.6369697)",,,
"[1182618584, 8670253]",West Pike Street,residential,False,False,99.818,"LINESTRING (-83.2932749 42.6364326, -83.2933124 42.6364254, -83.2940874 42.6362713, -83.2941281 42.6362634, -83.2942057 42.6362484, -83.2942902 42.6362312, -83.2944532 42.6361993)",,,
8694457,Wayne Street,residential,False,False,110.278,"LINESTRING (-83.2932749 42.6364326, -83.2932985 42.6364962, -83.2934649 42.636977, -83.2935863 42.6373265, -83.2936106 42.6373931)",,,
495812678,West Pike Street,residential,False,True,113.667,"LINESTRING (-83.2932749 42.6364326, -83.2930038 42.6364844, -83.2926656 42.6365488, -83.2924147 42.6365977, -83.2920725 42.6366643, -83.291933 42.6366974)",,,
116391489,West Pike Street,tertiary,False,False,191.483,"LINESTRING (-83.2944532 42.6361993, -83.2945963 42.6361711, -83.2954764 42.6360014, -83.2955283 42.6359913, -83.2962742 42.6358464, -83.2967167 42.6357605)",25 mph,,
"[550527844, 502683559]",Woodward Avenue,primary,True,False,211.067,"LINESTRING (-83.2944532 42.6361993, -83.2943788 42.636105, -83.2943452 42.636062, -83.2939873 42.635607, -83.2937509 42.6353064, -83.2932635 42.6347056, -83.2931472 42.6345623)",35 mph,5,BL I 75;BUS US 24
"[1182618584, 8670253]",West Pike Street,residential,False,True,99.818,"LINESTRING (-83.2944532 42.6361993, -83.2942902 42.6362312, -83.2942057 42.6362484, -83.2941281 42.6362634, -83.2940874 42.6362713, -83.2933124 42.6364254, -83.2932749 42.6364326)",,,
116391489,West Pike Street,tertiary,False,True,191.48299999999998,"LINESTRING (-83.2967167 42.6357605, -83.2962742 42.6358464, -83.2955283 42.6359913, -83.2954764 42.6360014, -83.2945963 42.6361711, -83.2944532 42.6361993)",25 mph,,
"[40833192, 507548028]",University Drive,primary,True,False,129.37800000000001,"LINESTRING (-83.2869884 42.6413942, -83.2871734 42.6413221, -83.2872624 42.6412866, -83.287539 42.6411806, -83.2877598 42.641096, -83.2883885 42.6408529)",35 mph,3,M 59
507548028,University Drive,primary,True,False,8.948,"LINESTRING (-83.2883885 42.6408529, -83.288485 42.640815)",35 mph,3,M 59
"[1182627384, 506664417]",Lafayette Street,residential,False,False,37.488,"LINESTRING (-83.2960972 42.6408793, -83.2960063 42.640889, -83.2956886 42.6408977, -83.2956401 42.640899)",25 mph,,
8676026,North Mill Street,residential,False,False,81.15799999999999,"LINESTRING (-83.2908183 42.6399181, -83.2907568 42.6398345, -83.2905894 42.6393597, -83.290587 42.6393423, -83.2905796 42.6392156)",25 mph,2,
550519418,University Drive,tertiary,False,False,63.17,"LINESTRING (-83.2908183 42.6399181, -83.2909179 42.6398996, -83.2914549 42.6397948, -83.2915652 42.6397737)",35 mph,2,
"[219480817, 1182632925, 1182632926]",North Mill Street,residential,False,False,240.22799999999998,"LINESTRING (-83.2908183 42.6399181, -83.2908775 42.6399988, -83.2909046 42.6400709, -83.2910277 42.6403971, -83.2911767 42.6407981, -83.2912438 42.6409748, -83.2912545 42.6410134, -83.2912502 42.6410397, -83.291236 42.6410655, -83.2912134 42.6410891, -83.2911884 42.6411127, -83.291158 42.641135, -83.2907872 42.6413548, -83.2907396 42.641383, -83.2907217 42.6414005, -83.2904429 42.6418066)",,,
"[219480817, 1182632925, 1182632926]",North Mill Street,residential,False,True,240.228,"LINESTRING (-83.2904429 42.6418066, -83.2907217 42.6414005, -83.2907396 42.641383, -83.2907872 42.6413548, -83.291158 42.641135, -83.2911884 42.6411127, -83.2912134 42.6410891, -83.291236 42.6410655, -83.2912502 42.6410397, -83.2912545 42.6410134, -83.2912438 42.6409748, -83.2911767 42.6407981, -83.2910277 42.6403971, -83.2909046 42.6400709, -83.2908775 42.6399988, -83.2908183 42.6399181)",,,
8677535,Pine Street,residential,False,False,183.43,"LINESTRING (-83.294736 42.6384299, -83.2947782 42.6385437, -83.2952917 42.6399219, -83.295329 42.6400208)",,,
