osmid,ref,name,highway,oneway,reversed,length,junction,geometry,lanes
60251672,(50),New Monmouth Road,secondary,False,True,37.548,,"LINESTRING (-74.1124461 40.3985252, -74.112571 40.3982012)",
11659828,,,trunk_link,True,False,174.14400000000003,jughandle,"LINESTRING (-74.1129295 40.3983129, -74.1129677 40.3983416, -74.1131601 40.3984859, -74.11323 40.398593, -74.113245 40.398648, -74.113247 40.39871, -74.113239 40.398751, -74.113228 40.398779, -74.113188 40.398842, -74.113137 40.398892, -74.113071 40.398935, -74.11299 40.398968, -74.112938 40.39898, -74.112862 40.398987, -74.112778 40.398982, -74.112671 40.398956, -74.112617 40.398932, -74.11255 40.398882, -74.1124631 40.3987544, -74.1124599 40.3987113, -74.1124461 40.3985252)",
60251624,NJ 35,,trunk,True,False,98.329,,"LINESTRING (-74.1129295 40.3983129, -74.1132105 40.3984022, -74.1133925 40.39846, -74.1137622 40.3985774, -74.1140012 40.3986533)",2
11702337,(50),New Monmouth Road,secondary,False,False,37.429,,"LINESTRING (-74.1127554 40.3977746, -74.112612 40.398093)",
11702337,(50),New Monmouth Road,secondary,False,True,194.50099999999998,,"LINESTRING (-74.1127554 40.3977746, -74.1128213 40.3976065, -74.1128894 40.3974221, -74.1129363 40.3972551, -74.1129856 40.3970239, -74.11301 40.396857, -74.1130278 40.3967355, -74.113131 40.396053)",
11664653,,,trunk_link,True,False,196.20799999999997,jughandle,"LINESTRING (-74.1118387 40.3978586, -74.111743 40.3977852, -74.1116279 40.3976996, -74.111552 40.397576, -74.111539 40.397507, -74.111543 40.397453, -74.111561 40.397411, -74.1116 40.397361, -74.111644 40.397326, -74.111705 40.397293, -74.111774 40.397272, -74.111831 40.397265, -74.111995 40.397284, -74.1120986 40.3973064, -74.112222 40.397333, -74.112387 40.39738, -74.112537 40.397432, -74.112624 40.397469, -74.112666 40.3975, -74.1127186 40.3976134, -74.1127554 40.3977746)",
11680590,(50),Church Street,secondary,False,True,94.856,,"LINESTRING (-74.117265 40.393079, -74.1173057 40.3922265)",
11680590,(50),Church Street,secondary,False,False,113.49,,"LINESTRING (-74.117265 40.393079, -74.117235 40.393854, -74.117219 40.394099)",
11676479,,Conover Avenue,residential,False,True,109.132,,"LINESTRING (-74.119122 40.39318, -74.119031 40.394159)",
11668815,,Liberty Street,residential,True,False,157.666,,"LINESTRING (-74.119122 40.39318, -74.1177671 40.3931063, -74.117265 40.393079)",
"[11696076, 11676479]",,"['Railroad Avenue', 'Conover Avenue']",residential,False,False,151.906,,"LINESTRING (-74.119122 40.39318, -74.119131 40.393065, -74.119106 40.392989, -74.119078 40.39295, -74.119021 40.392898, -74.11898 40.392871, -74.1183619 40.3925426, -74.1178826 40.3922879)",
11672386,,Conway Road,residential,False,False,48.679,,"LINESTRING (-74.114936 40.396033, -74.114833 40.395852, -74.114819 40.395799, -74.11482 40.395738, -74.114834 40.395613)",
11705770,,Winding Brook Way,residential,False,False,95.412,,"LINESTRING (-74.114936 40.396033, -74.115023 40.395998, -74.115102 40.39595, -74.1154496 40.3956888, -74.115762 40.395454)",
11705770,,Winding Brook Way,residential,False,True,154.068,,"LINESTRING (-74.114936 40.396033, -74.114867 40.396062, -74.114804 40.396077, -74.11472 40.396086, -74.113766 40.396072, -74.113131 40.396053)",
11672386,,Conway Road,residential,False,True,48.679,,"LINESTRING (-74.114834 40.395613, -74.11482 40.395738, -74.114819 40.395799, -74.114833 40.395852, -74.114936 40.396033)",
11701316,,The Lenape Trail,residential,False,False,239.46800000000002,,"LINESTRING (-74.116799 40.397493, -74.116825 40.397097, -74.116911 40.396286, -74.116933 40.396171, -74.116955 40.396117, -74.116983 40.396086, -74.11702 40.39607, -74.117054 40.396061, -74.117455 40.396004, -74.117668 40.3959771, -74.117756 40.395966, -74.117926 40.39598)",
11676479,,Conover Avenue,residential,False,False,109.132,,"LINESTRING (-74.119031 40.394159, -74.119122 40.39318)",
27806095,,Kings Highway,tertiary,False,False,60.882,,"LINESTRING (-74.119031 40.394159, -74.119574 40.394185, -74.119748 40.394198)",
27806095,,Kings Highway,tertiary,False,True,77.604,,"LINESTRING (-74.119031 40.394159, -74.118756 40.394142, -74.118595 40.394141, -74.118116 40.394125)",
11680590,(50),Church Street,secondary,False,True,113.49,,"LINESTRING (-74.117219 40.394099, -74.117235 40.393854, -74.117265 40.393079)",
27806093,(50),Kings Highway,secondary,False,True,108.358,,"LINESTRING (-74.117219 40.394099, -74.116747 40.394094, -74.116273 40.394079, -74.11594 40.394074)",
27806095,,Kings Highway,tertiary,False,False,76.041,,"LINESTRING (-74.117219 40.394099, -74.117474 40.394099, -74.1177211 40.394109, -74.118116 40.394125)",
179276769,,Kings Highway,tertiary,False,False,52.976,,"LINESTRING (-74.112798 40.393994, -74.113423 40.394014)",
11690679,,Maple Lane,residential,False,False,149.997,,"LINESTRING (-74.114877 40.394052, -74.114879 40.393748, -74.114875 40.393626, -74.11485 40.393508, -74.114793 40.39334, -74.114717 40.393156, -74.114489 40.392755)",
27806093,(50),Kings Highway,secondary,False,False,90.05999999999999,,"LINESTRING (-74.114877 40.394052, -74.115008 40.394052, -74.11594 40.394074)",
27806093,(50),Kings Highway,secondary,False,True,123.21,,"LINESTRING (-74.114877 40.394052, -74.1147521 40.394049, -74.113662 40.394023, -74.113423 40.394014)",
11690679,,Maple Lane,residential,False,True,149.997,,"LINESTRING (-74.114489 40.392755, -74.114717 40.393156, -74.114793 40.39334, -74.11485 40.393508, -74.114875 40.393626, -74.114879 40.393748, -74.114877 40.394052)",
11691247,,The Trail,residential,False,False,14.093,,"LINESTRING (-74.117926 40.39598, -74.117908 40.396106)",
11701316,,The Lenape Trail,residential,False,True,239.468,,"LINESTRING (-74.117926 40.39598, -74.117756 40.395966, -74.117668 40.3959771, -74.117455 40.396004, -74.117054 40.396061, -74.11702 40.39607, -74.116983 40.396086, -74.116955 40.396117, -74.116933 40.396171, -74.116911 40.396286, -74.116825 40.397097, -74.116799 40.397493)",
11701318,,The Lenape Trail,residential,False,False,206.906,,"LINESTRING (-74.117926 40.39598, -74.117967 40.395649, -74.1180298 40.3949577, -74.118033 40.394922, -74.118056 40.394655, -74.118116 40.394125)",
11691247,,The Trail,residential,False,True,14.093,,"LINESTRING (-74.117908 40.396106, -74.117926 40.39598)",
11691754,,Hartshorne Place,residential,False,False,211.743,,"LINESTRING (-74.11594 40.394074, -74.115949 40.393925, -74.1159619 40.3934547, -74.115983 40.392684, -74.116021 40.392171)",
27806093,(50),Kings Highway,secondary,False,False,108.358,,"LINESTRING (-74.11594 40.394074, -74.116273 40.394079, -74.116747 40.394094, -74.117219 40.394099)",
27806093,(50),Kings Highway,secondary,False,True,90.05999999999999,,"LINESTRING (-74.11594 40.394074, -74.115008 40.394052, -74.114877 40.394052)",
11691754,,Hartshorne Place,residential,False,True,211.743,,"LINESTRING (-74.116021 40.392171, -74.115983 40.392684, -74.1159619 40.3934547, -74.115949 40.393925, -74.11594 40.394074)",
11700605,,Orchard Street,residential,False,False,41.557,,"LINESTRING (-74.116021 40.392171, -74.1155572 40.3921416, -74.115532 40.39214)",
11700605,,Orchard Street,residential,False,True,108.97899999999998,,"LINESTRING (-74.116021 40.392171, -74.116284 40.392184, -74.117107 40.392221, -74.1173057 40.3922265)",
179276769,,Kings Highway,tertiary,False,True,52.976,,"LINESTRING (-74.113423 40.394014, -74.112798 40.393994)",
11702337,(50),New Monmouth Road,secondary,False,False,228.078,,"LINESTRING (-74.113423 40.394014, -74.113292 40.394906, -74.113151 40.395874, -74.113131 40.396053)",
27806093,(50),Kings Highway,secondary,False,False,123.21,,"LINESTRING (-74.113423 40.394014, -74.113662 40.394023, -74.1147521 40.394049, -74.114877 40.394052)",
11701318,,The Lenape Trail,residential,False,True,206.906,,"LINESTRING (-74.118116 40.394125, -74.118056 40.394655, -74.118033 40.394922, -74.1180298 40.3949577, -74.117967 40.395649, -74.117926 40.39598)",
27806095,,Kings Highway,tertiary,False,False,77.604,,"LINESTRING (-74.118116 40.394125, -74.118595 40.394141, -74.118756 40.394142, -74.119031 40.394159)",
27806095,,Kings Highway,tertiary,False,True,76.041,,"LINESTRING (-74.118116 40.394125, -74.1177211 40.394109, -74.117474 40.394099, -74.117219 40.394099)",
11697430,,Marlpit Place,residential,False,False,479.548,,"LINESTRING (-74.119748 40.394198, -74.119739 40.394326, -74.119668 40.394927, -74.119654 40.395156, -74.119667 40.395368, -74.119698 40.395547, -74.119815 40.396039, -74.119842 40.396242, -74.119846 40.396445, -74.119824 40.396693, -74.119778 40.396926, -74.119504 40.397806, -74.119462 40.397987, -74.119442 40.398158, -74.119448 40.398253, -74.119463 40.398302, -74.119545 40.398452)",
27806095,,Kings Highway,tertiary,False,False,242.724,,"LINESTRING (-74.119748 40.394198, -74.1199493 40.3942114, -74.120245 40.394231, -74.12089 40.394288, -74.1210359 40.3943127, -74.121168 40.394335, -74.1212375 40.3943521, -74.121318 40.394372, -74.121451 40.394411, -74.122014 40.394633, -74.1223 40.394767, -74.122434 40.394838)",
27806095,,Kings Highway,tertiary,False,True,60.882,,"LINESTRING (-74.119748 40.394198, -74.119574 40.394185, -74.119031 40.394159)",
27806095,,Kings Highway,tertiary,False,True,242.724,,"LINESTRING (-74.122434 40.394838, -74.1223 40.394767, -74.122014 40.394633, -74.121451 40.394411, -74.121318 40.394372, -74.1212375 40.3943521, -74.121168 40.394335, -74.1210359 40.3943127, -74.12089 40.394288, -74.120245 40.394231, -74.1199493 40.3942114, -74.119748 40.394198)",
11697430,,Marlpit Place,residential,False,True,479.548,,"LINESTRING (-74.119545 40.398452, -74.119463 40.398302, -74.119448 40.398253, -74.119442 40.398158, -74.119462 40.397987, -74.119504 40.397806, -74.119778 40.396926, -74.119824 40.396693, -74.119846 40.396445, -74.119842 40.396242, -74.119815 40.396039, -74.119698 40.395547, -74.119667 40.395368, -74.119654 40.395156, -74.119668 40.394927, -74.119739 40.394326, -74.119748 40.394198)",
11680590,(50),Church Street,secondary,False,False,94.856,,"LINESTRING (-74.1173057 40.3922265, -74.117265 40.393079)",
11680590,(50),Church Street,secondary,False,True,11.317,,"LINESTRING (-74.1173057 40.3922265, -74.117307 40.392199, -74.1173107 40.3921248)",
11700605,,Orchard Street,residential,False,False,108.97899999999998,,"LINESTRING (-74.1173057 40.3922265, -74.117107 40.392221, -74.116284 40.392184, -74.116021 40.392171)",
11706669,,Hillside Avenue,residential,False,False,58.786,,"LINESTRING (-74.115532 40.39214, -74.115567 40.391612)",
"[11659037, 11700605]",,Orchard Street,residential,False,False,566.95,,"LINESTRING (-74.115532 40.39214, -74.115124 40.392122, -74.115014 40.392127, -74.114952 40.392134, -74.114894 40.392128, -74.114813 40.39209, -74.114706 40.39202, -74.114561 40.391903, -74.114378 40.391769, -74.114116 40.391559, -74.114059 40.391492, -74.114007 40.391403, -74.113988 40.391347, -74.113968 40.391236, -74.113951 40.390982, -74.11395 40.390963, -74.113937 40.390923, -74.113907 40.390879, -74.113879 40.390854, -74.113825 40.390818, -74.113589 40.390699, -74.113509 40.390654, -74.11346 40.390613, -74.113426 40.390568, -74.113399 40.390509, -74.113385 40.390457, -74.113374 40.390325, -74.113385 40.390067, -74.113402 40.389975, -74.1134267 40.3899213, -74.11343 40.389914, -74.113458 40.389885, -74.113498 40.389864, -74.113534 40.389856, -74.113599 40.38985, -74.114051 40.389845, -74.11448 40.389823, -74.114944 40.38981, -74.115143 40.389809, -74.115327 40.38982, -74.115438 40.389842, -74.115554 40.389894, -74.115611 40.38993, -74.115781 40.3900968)",
11700605,,Orchard Street,residential,False,True,41.557,,"LINESTRING (-74.115532 40.39214, -74.1155572 40.3921416, -74.116021 40.392171)",
11702337,(50),New Monmouth Road,secondary,False,False,194.50100000000003,,"LINESTRING (-74.113131 40.396053, -74.1130278 40.3967355, -74.11301 40.396857, -74.1129856 40.3970239, -74.1129363 40.3972551, -74.1128894 40.3974221, -74.1128213 40.3976065, -74.1127554 40.3977746)",
11702337,(50),New Monmouth Road,secondary,False,True,228.078,,"LINESTRING (-74.113131 40.396053, -74.113151 40.395874, -74.113292 40.394906, -74.113423 40.394014)",
11705770,,Winding Brook Way,residential,False,False,154.068,,"LINESTRING (-74.113131 40.396053, -74.113766 40.396072, -74.11472 40.396086, -74.114804 40.396077, -74.114867 40.396062, -74.114936 40.396033)",
11702337,(50),New Monmouth Road,secondary,False,True,37.429,,"LINESTRING (-74.112612 40.398093, -74.1127554 40.3977746)",
60251645,NJ 35,,trunk,True,False,70.481,,"LINESTRING (-74.112612 40.398093, -74.1118387 40.3978586)",2
60251663,(50),New Monmouth Road,secondary,False,True,12.522,,"LINESTRING (-74.112612 40.398093, -74.112571 40.3982012)",
60251663,(50),New Monmouth Road,secondary,False,False,12.522,,"LINESTRING (-74.112571 40.3982012, -74.112612 40.398093)",
60251672,(50),New Monmouth Road,secondary,False,False,37.548,,"LINESTRING (-74.112571 40.3982012, -74.1124461 40.3985252)",
60251624,NJ 35,,trunk,True,False,32.801,,"LINESTRING (-74.112571 40.3982012, -74.1127609 40.3982604, -74.1129295 40.3983129)",2
11705770,,Winding Brook Way,residential,False,True,95.41199999999998,,"LINESTRING (-74.115762 40.395454, -74.1154496 40.3956888, -74.115102 40.39595, -74.115023 40.395998, -74.114936 40.396033)",
11706669,,Hillside Avenue,residential,False,True,58.786,,"LINESTRING (-74.115567 40.391612, -74.115532 40.39214)",
"[11700605, 11659037]",,Orchard Street,residential,False,True,566.9499999999998,,"LINESTRING (-74.115781 40.3900968, -74.115611 40.38993, -74.115554 40.389894, -74.115438 40.389842, -74.115327 40.38982, -74.115143 40.389809, -74.114944 40.38981, -74.11448 40.389823, -74.114051 40.389845, -74.113599 40.38985, -74.113534 40.389856, -74.113498 40.389864, -74.113458 40.389885, -74.11343 40.389914, -74.1134267 40.3899213, -74.113402 40.389975, -74.113385 40.390067, -74.113374 40.390325, -74.113385 40.390457, -74.113399 40.390509, -74.113426 40.390568, -74.11346 40.390613, -74.113509 40.390654, -74.113589 40.390699, -74.113825 40.390818, -74.113879 40.390854, -74.113907 40.390879, -74.113937 40.390923, -74.11395 40.390963, -74.113951 40.390982, -74.113968 40.391236, -74.113988 40.391347, -74.114007 40.391403, -74.114059 40.391492, -74.114116 40.391559, -74.114378 40.391769, -74.114561 40.391903, -74.114706 40.39202, -74.114813 40.39209, -74.114894 40.392128, -74.114952 40.392134, -74.115014 40.392127, -74.115124 40.392122, -74.115532 40.39214)",
"[11696076, 11676479]",,"['Railroad Avenue', 'Conover Avenue']",residential,False,True,151.90599999999998,,"LINESTRING (-74.1178826 40.3922879, -74.1183619 40.3925426, -74.11898 40.392871, -74.119021 40.392898, -74.119078 40.39295, -74.119106 40.392989, -74.119131 40.393065, -74.119122 40.39318)",
11680590,(50),Church Street,secondary,False,False,11.317,,"LINESTRING (-74.1173107 40.3921248, -74.117307 40.392199, -74.1173057 40.3922265)",
878140860,,Railroad Avenue,residential,True,False,52.843999999999994,,"LINESTRING (-74.1173107 40.3921248, -74.1174067 40.3921365, -74.1174668 40.3921605, -74.1175036 40.3921879, -74.1175434 40.3922039, -74.1176442 40.3922095, -74.117734 40.3922274, -74.1177697 40.3922404, -74.1178826 40.3922879)",
