osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,ref
14212817,Bracken Avenue,residential,False,False,128.433,"LINESTRING (-75.4844147 40.0435491, -75.4845567 40.0435536, -75.4847696 40.0435603, -75.484788 40.0435609, -75.4849616 40.0435738, -75.4851558 40.0435883, -75.4853013 40.0435991, -75.4853486 40.0436027, -75.485514 40.043615, -75.4859178 40.043645)",,,,
48456816,North Valley Road,secondary,False,False,101.91799999999999,"LINESTRING (-75.4844147 40.0435491, -75.4844675 40.0437307, -75.484685 40.044442)",25 mph,,,
"[48456816, 14236348, 48456814]",North Valley Road,secondary,False,True,137.779,"LINESTRING (-75.4844147 40.0435491, -75.4843502 40.0433338, -75.4843383 40.0432939, -75.4842814 40.0430751, -75.4842463 40.0428909, -75.4842202 40.0427212, -75.4841846 40.042325)",25 mph,yes,,
14221593,Rochsolach Road,residential,False,False,167.51999999999998,"LINESTRING (-75.482876 40.045822, -75.482462 40.045733, -75.482292 40.045712, -75.482124 40.045707, -75.481925 40.045708, -75.481726 40.045725, -75.481517 40.045757, -75.48139 40.045782, -75.481261 40.045825, -75.4812348 40.0458369, -75.481197 40.045854, -75.48101 40.045968)",,,,
14226790,Fennerton Road,residential,False,True,122.22099999999999,"LINESTRING (-75.482876 40.045822, -75.48287 40.04577, -75.482836 40.045613, -75.482698 40.04525, -75.482651 40.045077, -75.482627 40.044914, -75.48263 40.044745)",,,,
14247962,Pennington Road,residential,False,False,25.8,"LINESTRING (-75.48101 40.045968, -75.481084 40.046193)",,,,
14221593,Rochsolach Road,residential,False,True,167.51999999999998,"LINESTRING (-75.48101 40.045968, -75.481197 40.045854, -75.4812348 40.0458369, -75.481261 40.045825, -75.48139 40.045782, -75.481517 40.045757, -75.481726 40.045725, -75.481925 40.045708, -75.482124 40.045707, -75.482292 40.045712, -75.482462 40.045733, -75.482876 40.045822)",,,,
14247962,Pennington Road,residential,False,True,149.805,"LINESTRING (-75.48101 40.045968, -75.480918 40.045665, -75.480803 40.045335, -75.480712 40.045046, -75.480665 40.044911, -75.480637 40.044769, -75.480638 40.044655)",,,,
14222041,Paoli Plaza,residential,False,False,206.224,"LINESTRING (-75.4841846 40.042325, -75.4844565 40.0423189, -75.4847914 40.0423115, -75.4856775 40.0422917, -75.4859527 40.0422856, -75.4860513 40.0422834, -75.4866061 40.042271)",25 mph,,,
"[48456816, 14236348, 48456814]",North Valley Road,secondary,False,False,137.779,"LINESTRING (-75.4841846 40.042325, -75.4842202 40.0427212, -75.4842463 40.0428909, -75.4842814 40.0430751, -75.4843383 40.0432939, -75.4843502 40.0433338, -75.4844147 40.0435491)",25 mph,yes,,
14236348,North Valley Road,secondary,False,True,45.019999999999996,"LINESTRING (-75.4841846 40.042325, -75.4841601 40.0420385, -75.48415 40.041921)",25 mph,,,
14238161,Greenwood Avenue,residential,False,True,65.425,"LINESTRING (-75.4866061 40.042271, -75.486625 40.0428592)",25 mph,,,
14222041,Paoli Plaza,residential,False,True,206.224,"LINESTRING (-75.4866061 40.042271, -75.4860513 40.0422834, -75.4859527 40.0422856, -75.4856775 40.0422917, -75.4847914 40.0423115, -75.4844565 40.0423189, -75.4841846 40.042325)",25 mph,,,
"[1072952867, 627619284]",Greenwood Avenue,residential,False,False,48.841,"LINESTRING (-75.4866061 40.042271, -75.4865968 40.0420566, -75.486587 40.041832)",25 mph,,,
14240871,West Central Avenue,tertiary,False,False,95.139,"LINESTRING (-75.486124 40.044509, -75.4864941 40.0445291, -75.4867637 40.0445437, -75.4869092 40.0445516, -75.4872389 40.0445689)",25 mph,,,
