osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction
"[1205117632, 1205117633, 11897939]",Spring Street,residential,15 mph,False,False,217.0,"LINESTRING (-77.6625859 39.9376713, -77.6624348 39.9383614, -77.6623932 39.938426, -77.6622981 39.938433, -77.6622873 39.9384315, -77.6619325 39.9383837, -77.6618558 39.9387546, -77.6618469 39.9387841, -77.6617737 39.9391315, -77.6617603 39.9391948)",,,,
"[1023071169, 1010071716, 51758691, 389490340]",Lincoln Way West,trunk,35 mph,True,False,110.001,"LINESTRING (-77.6625859 39.9376713, -77.6630516 39.9377324, -77.663307 39.9377659, -77.6634654 39.9377864, -77.6635997 39.9378037, -77.6638579 39.9378369)",2,US 30,yes,
11898359,South 3rd Street,residential,,False,True,176.813,"LINESTRING (-77.6571375 39.9369484, -77.6573116 39.936144, -77.6574798 39.9353801)",,,,
11903158,North 3rd Street,residential,,False,False,184.85600000000002,"LINESTRING (-77.6571375 39.9369484, -77.6569633 39.9377405, -77.6567848 39.9385161, -77.6567686 39.9385866)",,,,
1144239855,Lincoln Way East,trunk,35 mph,True,False,180.273,"LINESTRING (-77.6571375 39.9369484, -77.6581867 39.9370786, -77.6591418 39.937206, -77.6592227 39.9372168)",2,US 30,,
"[472795202, 11898148, 472795174, 472795178, 472795182]",North 2nd Street,primary,35 mph,True,False,182.549,"LINESTRING (-77.6587427 39.9394794, -77.658712 39.9396249, -77.6586782 39.9397847, -77.6586619 39.9398619, -77.6586438 39.9399477, -77.6585412 39.9404329, -77.658534 39.9404702, -77.6584953 39.9407212, -77.6584776 39.940806, -77.6584161 39.9411017)","['3', '2']",US 11,yes,
11901581,Rhodes Drive,residential,,True,False,178.612,"LINESTRING (-77.6587427 39.9394794, -77.6588101 39.9394877, -77.6588356 39.9394909, -77.6606923 39.9397205, -77.6607323 39.9397254, -77.660811 39.9397351)",,,,
11903356,South Franklin Street,tertiary,,False,True,176.796,"LINESTRING (-77.6652714 39.9380188, -77.6654232 39.9372336, -77.6655847 39.9364471)",,,,
"[1206811858, 11898157]",North Franklin Street,tertiary,,False,False,184.293,"LINESTRING (-77.6652714 39.9380188, -77.6652258 39.9382414, -77.665195 39.9385792, -77.6651826 39.9388497, -77.6652382 39.9391626, -77.6653369 39.9396639)",,,,
11901345,West King Street,residential,25 mph,False,False,161.964,"LINESTRING (-77.6653369 39.9396639, -77.6634646 39.9394172)",2,,,
11898157,North Franklin Street,tertiary,,False,False,133.655,"LINESTRING (-77.6653369 39.9396639, -77.665435 39.940351, -77.6655159 39.940858)",,,,
"[1206811858, 11898157]",North Franklin Street,tertiary,,False,True,184.293,"LINESTRING (-77.6653369 39.9396639, -77.6652382 39.9391626, -77.6651826 39.9388497, -77.665195 39.9385792, -77.6652258 39.9382414, -77.6652714 39.9380188)",,,,
11898157,North Franklin Street,tertiary,,False,False,94.128,"LINESTRING (-77.6655159 39.940858, -77.6656577 39.9416975)",,,,
11898157,North Franklin Street,tertiary,,False,True,133.655,"LINESTRING (-77.6655159 39.940858, -77.665435 39.940351, -77.6653369 39.9396639)",,,,
11898157,North Franklin Street,tertiary,,False,True,94.128,"LINESTRING (-77.6656577 39.9416975, -77.6655159 39.940858)",,,,
257026922,West Washington Street,tertiary,25 mph,False,False,8.908,"LINESTRING (-77.6641125 39.9345982, -77.6640472 39.9345894, -77.6640095 39.9345848)",,,,
257026922,West Washington Street,tertiary,25 mph,False,True,91.838,"LINESTRING (-77.6641125 39.9345982, -77.664269 39.9346178, -77.6644657 39.934643, -77.6649337 39.934701, -77.6651751 39.9347334)",,,,
11900356,West Queen Street,trunk,25 mph,True,False,177.615,"LINESTRING (-77.6636891 39.936153, -77.6634752 39.9361529, -77.6626695 39.9360582, -77.6616309 39.9359196)",2,US 30,,
1010071716,Lincoln Way West,trunk,35 mph,True,False,122.197,"LINESTRING (-77.6638579 39.9378369, -77.6652714 39.9380188)",2,US 30,,
930496095,Hood Street,residential,,False,False,178.892,"LINESTRING (-77.6638579 39.9378369, -77.6636535 39.9386584, -77.6634646 39.9394172)",,,,
11898359,South 3rd Street,residential,,False,False,176.813,"LINESTRING (-77.6574798 39.9353801, -77.6573116 39.936144, -77.6571375 39.9369484)",,,,
11898359,South 3rd Street,residential,,False,True,179.2,"LINESTRING (-77.6574798 39.9353801, -77.6576531 39.9345842, -77.657825 39.9337904)",,,,
11901678,Cedar Street,tertiary,,False,False,83.742,"LINESTRING (-77.6651751 39.9347334, -77.6650078 39.9354755)",,,,
11902271,Southgate Mall,residential,,False,False,183.068,"LINESTRING (-77.6651751 39.9347334, -77.6653197 39.9340919, -77.665392 39.9337717, -77.6654025 39.933725, -77.6655077 39.9332586, -77.665541 39.9331111)",,,,
257026922,West Washington Street,tertiary,25 mph,False,False,91.838,"LINESTRING (-77.6651751 39.9347334, -77.6649337 39.934701, -77.6644657 39.934643, -77.664269 39.9346178, -77.6641125 39.9345982)",,,,
257026922,West Washington Street,tertiary,25 mph,False,True,175.022,"LINESTRING (-77.6619855 39.9343223, -77.6620773 39.9343332, -77.6630123 39.9344567, -77.6640095 39.9345848)",,,,
"[472795253, 1220582279]",East Washington Street,tertiary,25 mph,False,False,179.228,"LINESTRING (-77.6619855 39.9343223, -77.6618921 39.9343089, -77.6616591 39.9342763, -77.6609447 39.9341896, -77.6599856 39.9340764, -77.6599103 39.934066)","['3', '2']",,,
11900929,North Main Street,primary,25 mph,True,False,155.265,"LINESTRING (-77.6609467 39.9390907, -77.6609611 39.9390243, -77.661102 39.9383758, -77.6611241 39.9382742, -77.661201 39.9379213, -77.6612076 39.9378909, -77.6612463 39.9377134)",2,US 11,,
"[891362432, 472795222]",West King Street,residential,25 mph,False,True,70.32300000000001,"LINESTRING (-77.6609467 39.9390907, -77.6610169 39.9390997, -77.6614674 39.9391573, -77.6617603 39.9391948)","['3', '2']",,,
"[472795233, 472795227, 472795231]",East King Street,residential,25 mph,False,False,178.737,"LINESTRING (-77.6609467 39.9390907, -77.6608443 39.9390776, -77.6605273 39.9390371, -77.6599547 39.9389639, -77.6598916 39.9389558, -77.6592944 39.9388794, -77.6589505 39.9388355, -77.6588788 39.9388263)","['3', '2']",,,
"[472795214, 472795206]",North Main Street,primary,25 mph,True,False,72.583,"LINESTRING (-77.660811 39.9397351, -77.6608687 39.9394706, -77.6609331 39.9391567, -77.6609467 39.9390907)","['3', '2']",US 11,,
"[472795206, 472795209, 472795219, 472795159, 472795160]","['Philadelphia Avenue', 'North Main Street']",primary,25 mph,True,False,230.08499999999998,"LINESTRING (-77.659812 39.9415754, -77.6598651 39.9415306, -77.6604695 39.9410195, -77.6605029 39.9409867, -77.6605304 39.9409507, -77.6605499 39.9409124, -77.6605627 39.9408729, -77.6607693 39.9399262, -77.6607833 39.9398622, -77.660811 39.9397351)",2,US 11,yes,
472795244,South Main Street,primary,25 mph,True,False,180.167,"LINESTRING (-77.6616309 39.9359196, -77.6617947 39.9351947, -77.6618132 39.9351097, -77.6619735 39.9343735, -77.6619855 39.9343223)",2,US 11,,
472795250,East Queen Street,trunk,25 mph,True,False,179.196,"LINESTRING (-77.6616309 39.9359196, -77.6605814 39.935788, -77.6595577 39.9356549)",2,US 30,,
11903356,South Franklin Street,tertiary,,False,False,176.796,"LINESTRING (-77.6655847 39.9364471, -77.6654232 39.9372336, -77.6652714 39.9380188)",,,,
11903356,South Franklin Street,tertiary,,False,True,108.783,"LINESTRING (-77.6655847 39.9364471, -77.6656339 39.9362951, -77.6656917 39.936228, -77.6658567 39.9360834, -77.6662933 39.9358494, -77.6664411 39.935766)",,,,
1010071713,East King Street,residential,25 mph,False,True,88.692,"LINESTRING (-77.6557418 39.9384858, -77.6566655 39.9386002, -77.6567686 39.9385866)",2,,,
11901345,West King Street,residential,25 mph,False,True,161.964,"LINESTRING (-77.6634646 39.9394172, -77.6653369 39.9396639)",2,,,
"[11901345, 891362433, 891362436, 891362437, 1010071726]",West King Street,residential,25 mph,False,False,147.39200000000002,"LINESTRING (-77.6634646 39.9394172, -77.6630498 39.9393625, -77.6629487 39.9393492, -77.6626479 39.9393083, -77.6619843 39.9392234, -77.6618608 39.9392076, -77.6617603 39.9391948)",2,,yes,
930496095,Hood Street,residential,,False,True,178.892,"LINESTRING (-77.6634646 39.9394172, -77.6636535 39.9386584, -77.6638579 39.9378369)",,,,
11901678,Cedar Street,tertiary,,False,True,83.742,"LINESTRING (-77.6650078 39.9354755, -77.6651751 39.9347334)",,,,
891362422,,tertiary,,True,False,22.247,"LINESTRING (-77.6650078 39.9354755, -77.6650143 39.9355224, -77.6650629 39.9356707)",,,,
"[930496104, 389490337, 389490338]",West Loudon Street,trunk,35 mph,False,True,79.015,"LINESTRING (-77.6655264 39.9356536, -77.6658337 39.9356817, -77.6662771 39.9357433, -77.6664411 39.935766)",2,US 30,yes,
891362423,Cedar Street,tertiary,,True,False,48.543000000000006,"LINESTRING (-77.6655264 39.9356536, -77.6653382 39.9355776, -77.6652797 39.9355539, -77.6650078 39.9354755)",,,,
891362424,West Loudon Street,trunk,35 mph,False,False,39.738,"LINESTRING (-77.6655264 39.9356536, -77.6654734 39.9356518, -77.6653392 39.9356471, -77.6651789 39.9356534, -77.6650629 39.9356707)",2,US 30,,
11903356,South Franklin Street,tertiary,,False,False,108.783,"LINESTRING (-77.6664411 39.935766, -77.6662933 39.9358494, -77.6658567 39.9360834, -77.6656917 39.936228, -77.6656339 39.9362951, -77.6655847 39.9364471)",,,,
"[930496104, 389490337, 389490338]",West Loudon Street,trunk,35 mph,False,False,79.015,"LINESTRING (-77.6664411 39.935766, -77.6662771 39.9357433, -77.6658337 39.9356817, -77.6655264 39.9356536)",2,US 30,yes,
11902271,Southgate Mall,residential,,False,True,183.06799999999998,"LINESTRING (-77.665541 39.9331111, -77.6655077 39.9332586, -77.6654025 39.933725, -77.665392 39.9337717, -77.6653197 39.9340919, -77.6651751 39.9347334)",,,,
11898233,South Water Street,tertiary,,True,False,176.503,"LINESTRING (-77.6640095 39.9345848, -77.6636891 39.936153)",,,,
257026922,West Washington Street,tertiary,25 mph,False,False,175.022,"LINESTRING (-77.6640095 39.9345848, -77.6630123 39.9344567, -77.6620773 39.9343332, -77.6619855 39.9343223)",,,,
257026922,West Washington Street,tertiary,25 mph,False,True,8.908,"LINESTRING (-77.6640095 39.9345848, -77.6640472 39.9345894, -77.6641125 39.9345982)",,,,
