osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction
517696022,True,1,NH 13,Pleasant Street,secondary,25 mph,False,47.609,"LINESTRING (-71.5988363 43.016445, -71.5986879 43.016434, -71.5985785 43.0164163, -71.5984212 43.0163738, -71.5983709 43.0163626, -71.5983201 43.0163545, -71.598268 43.0163542)",,
5611861,True,1,NH 114,Main Street,primary,25 mph,False,39.628,"LINESTRING (-71.597963 43.0159974, -71.597977 43.0161014, -71.5980163 43.0162439, -71.5980391 43.0163491)",,
5586564,False,,,Church Street,residential,,False,132.855,"LINESTRING (-71.6051488 43.0209926, -71.604581 43.020784, -71.6039836 43.0205624, -71.6036897 43.0204545)",,
5595418,False,,,Clinton Street,residential,,True,106.22099999999999,"LINESTRING (-71.6051488 43.0209926, -71.6051348 43.0210554, -71.6051265 43.0210929, -71.6051135 43.0211978, -71.6050955 43.021423, -71.605089 43.021564, -71.6050745 43.0218408, -71.6050632 43.0218955, -71.6050532 43.0219443)",,
5586564,False,,,Church Street,residential,,False,154.434,"LINESTRING (-71.6036897 43.0204545, -71.6030823 43.0202243, -71.6027595 43.020099, -71.6027037 43.0200774, -71.602544 43.0200154, -71.6023862 43.0199571, -71.602003 43.0198157)",,
5586564,False,,,Church Street,residential,,True,132.85500000000002,"LINESTRING (-71.6036897 43.0204545, -71.6039836 43.0205624, -71.604581 43.020784, -71.6051488 43.0209926)",,
5617639,False,,,White Street,residential,,True,122.681,"LINESTRING (-71.6036897 43.0204545, -71.6036608 43.020505, -71.6036046 43.0206031, -71.6034365 43.0209338, -71.603329 43.021133, -71.6031886 43.0214248, -71.6031587 43.021487)",,
"[1265888051, 5586564]",False,2,,Church Street,residential,,False,165.31499999999997,"LINESTRING (-71.602003 43.0198157, -71.6019498 43.0197971, -71.601772 43.019732, -71.6015929 43.0196735, -71.6015569 43.0196631, -71.6014863 43.0196505, -71.6013839 43.0196414, -71.6012729 43.0196402, -71.601119 43.0196468, -71.600946 43.019662, -71.6006649 43.0196848, -71.6006189 43.019687, -71.6003537 43.0197022, -71.6002328 43.01971, -71.6001567 43.0197158, -71.6001174 43.0197188, -71.6000257 43.019731)",,
5586564,False,,,Church Street,residential,,True,154.434,"LINESTRING (-71.602003 43.0198157, -71.6023862 43.0199571, -71.602544 43.0200154, -71.6027037 43.0200774, -71.6027595 43.020099, -71.6030823 43.0202243, -71.6036897 43.0204545)",,
5609293,False,,,Kendall-Hadley Row,unclassified,,False,102.073,"LINESTRING (-71.602003 43.0198157, -71.6021114 43.019631, -71.602137 43.0195873, -71.6021881 43.0195061, -71.602321 43.0192949, -71.6023753 43.0192087, -71.6024646 43.0190614, -71.6025153 43.0189777)",,
