osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,tunnel
16616292,Cassidy Lane,residential,False,False,57.54599999999999,"LINESTRING (-80.805217 35.583215, -80.80525 35.583415, -80.805301 35.583728)",,,,
16622303,Underhill Lane,residential,False,False,49.401,"LINESTRING (-80.805217 35.583215, -80.804942 35.583246, -80.804869 35.58323, -80.804831 35.583176, -80.804816 35.583082)",,,,
16622303,Underhill Lane,residential,False,True,57.303999999999995,"LINESTRING (-80.805217 35.583215, -80.80533 35.583203, -80.805405 35.583156, -80.805425 35.583081, -80.805391 35.58295, -80.805356 35.582818)",,,,
16634332,Jakes Ridge Lane,residential,False,False,18.789,"LINESTRING (-80.805301 35.583728, -80.805507 35.583706)",,,,
16634332,Jakes Ridge Lane,residential,False,True,54.738,"LINESTRING (-80.805301 35.583728, -80.804701 35.583793)",,,,
16616292,Cassidy Lane,residential,False,True,57.54599999999999,"LINESTRING (-80.805301 35.583728, -80.80525 35.583415, -80.805217 35.583215)",,,,
16626309,West Moore Avenue,residential,False,True,537.144,"LINESTRING (-80.81352 35.589253, -80.8139313 35.5883176, -80.814103 35.587927, -80.814178 35.587715, -80.814215 35.587596, -80.814248 35.587412, -80.814268 35.587273, -80.814272 35.587111, -80.81427 35.586913, -80.8142655 35.5868375, -80.814243 35.586455, -80.814228 35.586332, -80.814198 35.586189, -80.814101 35.586005, -80.813931 35.585828, -80.813432 35.5854115, -80.8131437 35.5851708, -80.8129713 35.5850269, -80.812866 35.584939)",25 mph,,,
112279591,West Iredell Avenue,primary,False,True,403.95300000000003,"LINESTRING (-80.81352 35.589253, -80.813273 35.588952, -80.81312 35.588739, -80.813001 35.588512, -80.812917 35.588274, -80.812725 35.587567, -80.812589 35.587244, -80.8124745 35.5870573, -80.812402 35.586939, -80.8122909 35.5868051, -80.812168 35.586657, -80.8121553 35.5866453, -80.811891 35.586402, -80.811481 35.58611)",,NC 3;NC 152,,
16631999,Carpenter Avenue,residential,False,False,136.097,"LINESTRING (-80.805684 35.581056, -80.80597 35.58109, -80.807154 35.581315)",,,,
16620252,West Center Avenue,residential,False,True,148.959,"LINESTRING (-80.814328 35.583769, -80.8136108 35.5831724, -80.8131765 35.5828111)",25 mph,,2,
16630076,South Academy Street,residential,False,True,120.564,"LINESTRING (-80.814328 35.583769, -80.8148071 35.5833821, -80.8151215 35.5831282, -80.815274 35.583005)",25 mph,,,
881738115,North Academy Street,residential,False,False,185.493,"LINESTRING (-80.814328 35.583769, -80.813598 35.584344, -80.813482 35.5844401, -80.8133512 35.5845484, -80.812866 35.584939)",25 mph,,,
16626309,West Moore Avenue,residential,False,False,537.144,"LINESTRING (-80.812866 35.584939, -80.8129713 35.5850269, -80.8131437 35.5851708, -80.813432 35.5854115, -80.813931 35.585828, -80.814101 35.586005, -80.814198 35.586189, -80.814228 35.586332, -80.814243 35.586455, -80.8142655 35.5868375, -80.81427 35.586913, -80.814272 35.587111, -80.814268 35.587273, -80.814248 35.587412, -80.814215 35.587596, -80.814178 35.587715, -80.814103 35.587927, -80.8139313 35.5883176, -80.81352 35.589253)",25 mph,,,
16626309,West Moore Avenue,residential,False,True,144.881,"LINESTRING (-80.812866 35.584939, -80.812572 35.584695, -80.8121648 35.5843656, -80.811734 35.584017)",25 mph,,,
881738115,North Academy Street,residential,False,False,180.667,"LINESTRING (-80.812866 35.584939, -80.8121235 35.5855668, -80.8121028 35.5855843, -80.8119853 35.5856836, -80.811481 35.58611)",25 mph,,,
881738115,North Academy Street,residential,False,True,185.493,"LINESTRING (-80.812866 35.584939, -80.8133512 35.5845484, -80.813482 35.5844401, -80.813598 35.584344, -80.814328 35.583769)",25 mph,,,
16620227,North Academy Street,residential,False,False,130.172,"LINESTRING (-80.811481 35.58611, -80.810804 35.586685, -80.8106098 35.5868688, -80.8104986 35.5869653)",25 mph,,,
112279591,West Iredell Avenue,primary,False,False,403.95300000000003,"LINESTRING (-80.811481 35.58611, -80.811891 35.586402, -80.8121553 35.5866453, -80.812168 35.586657, -80.8122909 35.5868051, -80.812402 35.586939, -80.8124745 35.5870573, -80.812589 35.587244, -80.812725 35.587567, -80.812917 35.588274, -80.813001 35.588512, -80.81312 35.588739, -80.813273 35.588952, -80.81352 35.589253)",,NC 3;NC 152,,
881738115,North Academy Street,residential,False,True,180.667,"LINESTRING (-80.811481 35.58611, -80.8119853 35.5856836, -80.8121028 35.5855843, -80.8121235 35.5855668, -80.812866 35.584939)",25 mph,,,
881738116,West Iredell Avenue,primary,False,True,144.014,"LINESTRING (-80.811481 35.58611, -80.8107524 35.5855598, -80.810314 35.5852287)",,NC 3;NC 152,,
16620227,North Academy Street,residential,False,False,179.106,"LINESTRING (-80.8104986 35.5869653, -80.8103233 35.587161, -80.810237 35.587391, -80.810194 35.587535, -80.810166 35.587692, -80.810033 35.58843, -80.810023 35.588505)",25 mph,,,
16620227,North Academy Street,residential,False,True,130.172,"LINESTRING (-80.8104986 35.5869653, -80.8106098 35.5868688, -80.810804 35.586685, -80.811481 35.58611)",25 mph,,,
"[324333539, 324333540, 16633645]",Tunnel Road,unclassified,False,True,396.065,"LINESTRING (-80.8104986 35.5869653, -80.8103432 35.5869028, -80.8101757 35.586869, -80.8100651 35.5868753, -80.8099384 35.5869151, -80.8097638 35.5870026, -80.8091148 35.58736, -80.8087836 35.5874536, -80.8082845 35.5875624, -80.806417 35.587962)",,,,yes
16621723,Oak Street,residential,False,True,151.137,"LINESTRING (-80.810023 35.588505, -80.8083585 35.5883817)",,,,
16620227,North Academy Street,residential,False,True,179.106,"LINESTRING (-80.810023 35.588505, -80.810033 35.58843, -80.810166 35.587692, -80.810194 35.587535, -80.810237 35.587391, -80.8103233 35.587161, -80.8104986 35.5869653)",25 mph,,,
444485920,South Main Street,primary,False,True,122.97,"LINESTRING (-80.8128335 35.5825362, -80.8139158 35.5818667)",25 mph,NC 115,,
16620252,West Center Avenue,residential,False,False,43.551,"LINESTRING (-80.8128335 35.5825362, -80.8130807 35.5827367, -80.8131765 35.5828111)",25 mph,,2,
467502626,East Center Avenue,residential,False,True,159.54899999999998,"LINESTRING (-80.8128335 35.5825362, -80.8125325 35.582296, -80.8124365 35.5822193, -80.8121302 35.5819747, -80.8120819 35.5819362, -80.8119594 35.5818385, -80.8118247 35.5817309, -80.811791 35.581704, -80.8117242 35.5816468, -80.811582 35.581525)",,,,
985618986,North Main Street,secondary,False,False,187.24200000000002,"LINESTRING (-80.8128335 35.5825362, -80.8124792 35.5827489, -80.812096 35.582979, -80.8119799 35.5830648, -80.8119099 35.5831165, -80.8113182 35.5835537, -80.811242 35.58361)",25 mph,,,
16632703,North Broad Street,primary,False,False,187.074,"LINESTRING (-80.8131765 35.5828111, -80.811734 35.584017)",25 mph,NC 115,2,
16620252,West Center Avenue,residential,False,False,148.959,"LINESTRING (-80.8131765 35.5828111, -80.8136108 35.5831724, -80.814328 35.583769)",25 mph,,2,
16620252,West Center Avenue,residential,False,True,43.551,"LINESTRING (-80.8131765 35.5828111, -80.8130807 35.5827367, -80.8128335 35.5825362)",25 mph,,2,
111679295,South Broad Street,primary,False,True,121.162,"LINESTRING (-80.8131765 35.5828111, -80.8134244 35.5826048, -80.8135665 35.5824864, -80.8136784 35.5823933, -80.8141128 35.5820317)",25 mph,NC 115,2,
16620342,West Iredell Avenue,primary,False,False,76.151,"LINESTRING (-80.8097204 35.584743, -80.8098019 35.5848098, -80.8100232 35.5849911, -80.8100857 35.5850395, -80.8101484 35.5850904, -80.8101874 35.585122, -80.8102282 35.5851553, -80.810314 35.5852287)",,NC 3;NC 152,,
111679280,North Main Street,secondary,False,False,344.80400000000003,"LINESTRING (-80.8097204 35.584743, -80.8096481 35.5847961, -80.8094836 35.5849168, -80.809334 35.5850291, -80.8092197 35.5851171, -80.8091993 35.5851302, -80.8091213 35.5851889, -80.8089717 35.5853012, -80.8087679 35.5854542, -80.8086627 35.5855333, -80.8085456 35.5856212, -80.8081826 35.5858937, -80.808145 35.585922, -80.807998 35.586022, -80.8079591 35.5860374, -80.807826 35.58609, -80.807639 35.586123, -80.8075809 35.586129, -80.8074658 35.5861409, -80.8074389 35.5861436, -80.8071978 35.5861684, -80.8070978 35.5861787, -80.80655 35.586235)",25 mph,NC 152,,
