osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref,lanes
11787634,Brookside Drive,residential,False,False,172.247,"LINESTRING (-81.904862 41.378636, -81.904879 41.377087)",,,,
80228238,Water Street,residential,False,False,258.91200000000003,"LINESTRING (-81.904862 41.378636, -81.906733 41.378626, -81.9079465 41.3787859)",,,,
80228238,Water Street,residential,False,True,148.516,"LINESTRING (-81.904862 41.378636, -81.9048142 41.378636, -81.9047654 41.378636, -81.903082 41.378636)",,,,
11787634,Brookside Drive,residential,False,True,172.247,"LINESTRING (-81.904879 41.377087, -81.904862 41.378636)",,,,
11794776,Elm Street,residential,False,True,149.02,"LINESTRING (-81.904879 41.377087, -81.903093 41.377087)",,,,
11787634,Brookside Drive,residential,False,False,178.72000000000003,"LINESTRING (-81.904879 41.377087, -81.9048864 41.3767832, -81.9048938 41.3764763, -81.9049002 41.3762128, -81.9049131 41.3756825, -81.9049153 41.3755916, -81.904918 41.37548)",,,,
11794776,Elm Street,residential,False,False,383.33399999999995,"LINESTRING (-81.904879 41.377087, -81.905067 41.3770831, -81.9065719 41.3770962, -81.9074085 41.3771008, -81.9080761 41.3771044, -81.908277 41.3771055, -81.9086639 41.3771076, -81.909473 41.377112)",,,,
11787634,Brookside Drive,residential,False,False,73.625,"LINESTRING (-81.904918 41.37548, -81.904918 41.3753359, -81.904918 41.3752337, -81.904918 41.3752012, -81.904918 41.375154, -81.9049147 41.3749613, -81.9049122 41.3748179)",,,,
11787634,Brookside Drive,residential,False,True,178.72,"LINESTRING (-81.904918 41.37548, -81.9049153 41.3755916, -81.9049131 41.3756825, -81.9049002 41.3762128, -81.9048938 41.3764763, -81.9048864 41.3767832, -81.904879 41.377087)",,,,
11787714,North Depot Street,residential,False,False,382.696,"LINESTRING (-81.904918 41.37548, -81.9056845 41.3754878, -81.9062527 41.3754936, -81.9065926 41.3754971, -81.9070808 41.3755021, -81.9075211 41.3755066, -81.9080845 41.3755124, -81.9095041 41.3755235)",,,,
11787634,Brookside Drive,residential,False,False,58.162,"LINESTRING (-81.9049122 41.3748179, -81.904895 41.374295)",,,,
11795027,Garfield Avenue,residential,False,False,162.869,"LINESTRING (-81.9049122 41.3748179, -81.9068641 41.3748218)",,,,
11787634,Brookside Drive,residential,False,True,73.62499999999999,"LINESTRING (-81.9049122 41.3748179, -81.9049147 41.3749613, -81.904918 41.375154, -81.904918 41.3752012, -81.904918 41.3752337, -81.904918 41.3753359, -81.904918 41.37548)",,,,
11787634,Brookside Drive,residential,False,True,58.162,"LINESTRING (-81.904895 41.374295, -81.9049122 41.3748179)",,,,
11787635,Brookside Drive,residential,False,False,228.469,"LINESTRING (-81.904895 41.374295, -81.905559 41.374295, -81.905696 41.372742)",,,,
"[1002101609, 1002101610, 11796353]",Mill Street,residential,False,True,171.73499999999999,"LINESTRING (-81.904895 41.374295, -81.9041067 41.3742846, -81.9034547 41.3742516, -81.9032281 41.3742333, -81.9028421 41.3742014)",yes,,,
750458575,Bagley Road,secondary,False,True,7.597,"LINESTRING (-81.905696 41.372742, -81.9056051 41.3727382)",,25 mph,,
830164668,Bagley Road,secondary,False,False,103.544,"LINESTRING (-81.905696 41.372742, -81.9069368 41.3727309)",,35 mph,,
11787635,Brookside Drive,residential,False,True,228.469,"LINESTRING (-81.905696 41.372742, -81.905559 41.374295, -81.904895 41.374295)",,,,
11787714,North Depot Street,residential,False,True,382.696,"LINESTRING (-81.9095041 41.3755235, -81.9080845 41.3755124, -81.9075211 41.3755066, -81.9070808 41.3755021, -81.9065926 41.3754971, -81.9062527 41.3754936, -81.9056845 41.3754878, -81.904918 41.37548)",,,,
11804134,Mapleway Drive,residential,False,False,77.46099999999998,"LINESTRING (-81.9095041 41.3755235, -81.909509 41.375325, -81.9095072 41.3752507, -81.9095064 41.3752187, -81.909505 41.375164, -81.909496 41.374827)",,25 mph,,
11804134,Mapleway Drive,residential,False,True,176.65699999999998,"LINESTRING (-81.9095041 41.3755235, -81.9095041 41.3755647, -81.9094991 41.3757841, -81.9094895 41.3762062, -81.9094781 41.3766063, -81.909474 41.376748, -81.909473 41.377112)",,25 mph,,
759957499,Columbia Road,secondary,False,False,172.244,"LINESTRING (-81.903082 41.378636, -81.903093 41.377087)",,35 mph,SR 252,
80228238,Water Street,residential,False,False,148.516,"LINESTRING (-81.903082 41.378636, -81.9047654 41.378636, -81.9048142 41.378636, -81.904862 41.378636)",,,,
80228238,Water Street,residential,False,True,258.91200000000003,"LINESTRING (-81.9079465 41.3787859, -81.906733 41.378626, -81.904862 41.378636)",,,,
11789785,Pineway Drive,residential,False,False,179.447,"LINESTRING (-81.911474 41.372708, -81.91148 41.3710942)",,,,
830164670,Bagley Road,secondary,False,True,163.849,"LINESTRING (-81.911474 41.372708, -81.9104247 41.3727188, -81.910221 41.372721, -81.9095106 41.3727283)",,35 mph,,2
11789785,Pineway Drive,residential,False,True,179.447,"LINESTRING (-81.91148 41.3710942, -81.911474 41.372708)",,,,
11790537,Lynway Avenue,residential,False,False,234.445,"LINESTRING (-81.9081911 41.3748244, -81.9082307 41.3727162)",,,,
11795027,Garfield Avenue,residential,False,False,108.882,"LINESTRING (-81.9081911 41.3748244, -81.909496 41.374827)",,,,
11795027,Garfield Avenue,residential,False,True,110.727,"LINESTRING (-81.9081911 41.3748244, -81.9068641 41.3748218)",,,,
11790537,Lynway Avenue,residential,False,True,234.445,"LINESTRING (-81.9082307 41.3727162, -81.9081911 41.3748244)",,,,
830164670,Bagley Road,secondary,False,False,106.808,"LINESTRING (-81.9082307 41.3727162, -81.9095106 41.3727283)",,35 mph,,2
"[830164668, 830164670]",Bagley Road,secondary,False,True,107.97999999999999,"LINESTRING (-81.9082307 41.3727162, -81.9072733 41.3727271, -81.9069368 41.3727309)",,35 mph,,2
11790737,Olmway Avenue,residential,False,False,232.577,"LINESTRING (-81.9068641 41.3748218, -81.9069368 41.3727309)",,,,
11795027,Garfield Avenue,residential,False,False,110.727,"LINESTRING (-81.9068641 41.3748218, -81.9081911 41.3748244)",,,,
11795027,Garfield Avenue,residential,False,True,162.869,"LINESTRING (-81.9068641 41.3748218, -81.9049122 41.3748179)",,,,
11790737,Olmway Avenue,residential,False,True,232.577,"LINESTRING (-81.9069368 41.3727309, -81.9068641 41.3748218)",,,,
830164668,Bagley Road,secondary,False,True,103.544,"LINESTRING (-81.9069368 41.3727309, -81.905696 41.372742)",,35 mph,,
"[830164668, 830164670]",Bagley Road,secondary,False,False,107.97999999999999,"LINESTRING (-81.9069368 41.3727309, -81.9072733 41.3727271, -81.9082307 41.3727162)",,35 mph,,2
750458575,Bagley Road,secondary,False,False,7.597,"LINESTRING (-81.9056051 41.3727382, -81.905696 41.372742)",,25 mph,,
11790965,Usher Road,tertiary,False,False,251.833,"LINESTRING (-81.9056051 41.3727382, -81.9057025 41.3722069, -81.906085 41.371564, -81.906612 41.370619)",,35 mph,,
"[336939640, 1002101611, 1002101612, 750458575]",Bagley Road,secondary,False,True,215.911,"LINESTRING (-81.9056051 41.3727382, -81.9045698 41.3727266, -81.9042327 41.37273, -81.9038744 41.3727364, -81.9037875 41.3727378, -81.903018 41.372749)",yes,25 mph,,
11790965,Usher Road,tertiary,False,True,251.83300000000003,"LINESTRING (-81.906612 41.370619, -81.906085 41.371564, -81.9057025 41.3722069, -81.9056051 41.3727382)",,35 mph,,
"[11804134, 11793791]","['Elmer Avenue', 'Mapleway Drive']",residential,False,"[False, True]",473.322,"LINESTRING (-81.906612 41.370619, -81.9094727 41.3706359, -81.909496 41.370636, -81.9094987 41.3710173, -81.909499 41.3710653, -81.9095 41.371207, -81.9095106 41.3727283)",,25 mph,,
11794776,Elm Street,residential,False,False,149.02,"LINESTRING (-81.903093 41.377087, -81.904879 41.377087)",,,,
759957499,Columbia Road,secondary,False,True,172.244,"LINESTRING (-81.903093 41.377087, -81.903082 41.378636)",,35 mph,SR 252,
11794776,Elm Street,residential,False,True,383.334,"LINESTRING (-81.909473 41.377112, -81.9086639 41.3771076, -81.908277 41.3771055, -81.9080761 41.3771044, -81.9074085 41.3771008, -81.9065719 41.3770962, -81.905067 41.3770831, -81.904879 41.377087)",,,,
