osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,ref
4267151,Merchiston Avenue,residential,20 mph,False,False,96.09700000000001,"LINESTRING (-3.2110094 55.933824, -3.2110547 55.9338568, -3.2113356 55.9340594, -3.2114323 55.9341256, -3.2119758 55.9344976)",,,
477949267,Colinton Road,tertiary,20 mph,False,False,98.964,"LINESTRING (-3.2110094 55.933824, -3.2115898 55.9335974, -3.2118486 55.9334964, -3.2119997 55.9334374, -3.2121433 55.9333813, -3.2123129 55.9333151)",2,,
477949267,Colinton Road,tertiary,20 mph,False,True,33.123,"LINESTRING (-3.2110094 55.933824, -3.2109139 55.9338613, -3.2105731 55.9339943)",2,,
4990605,Abbotsford Park,residential,20 mph,False,True,143.92499999999998,"LINESTRING (-3.2123129 55.9333151, -3.2122901 55.9332818, -3.2122507 55.933226, -3.2121736 55.9331035, -3.2121448 55.9330672, -3.2121019 55.9330225, -3.211709 55.9326475, -3.2116669 55.9325984, -3.2116231 55.9325454, -3.2115569 55.932454, -3.211489 55.9323527, -3.2114315 55.9322449, -3.2113739 55.9321384)",2,,
"[361256970, 477949267]",Colinton Road,tertiary,20 mph,False,False,116.99099999999999,"LINESTRING (-3.2123129 55.9333151, -3.2124261 55.9332709, -3.2124718 55.9332531, -3.21256 55.9332187, -3.2129916 55.9330527, -3.2132193 55.9329613, -3.2138539 55.9327136)",2,,
477949267,Colinton Road,tertiary,20 mph,False,True,98.964,"LINESTRING (-3.2123129 55.9333151, -3.2121433 55.9333813, -3.2119997 55.9334374, -3.2118486 55.9334964, -3.2115898 55.9335974, -3.2110094 55.933824)",2,,
4872648,Falcon Avenue,residential,20 mph,False,False,175.87,"LINESTRING (-3.2068903 55.9301392, -3.2074692 55.9301142, -3.2082709 55.9300805, -3.2083354 55.9300777, -3.2084068 55.9300746, -3.2088882 55.9300538, -3.2093754 55.9300328, -3.2096162 55.9300224, -3.2097054 55.9300185)",,,
4872648,Falcon Avenue,residential,20 mph,False,True,90.67599999999999,"LINESTRING (-3.2068903 55.9301392, -3.2063369 55.9301641, -3.205521 55.9302007, -3.2054393 55.9302044)",,,
6238872,Falcon Road,residential,20 mph,False,True,83.82499999999999,"LINESTRING (-3.2068903 55.9301392, -3.2068821 55.9300957, -3.2068035 55.9296884, -3.2067459 55.9293897)",2,,
4872648,Falcon Avenue,residential,20 mph,False,False,90.676,"LINESTRING (-3.2054393 55.9302044, -3.205521 55.9302007, -3.2063369 55.9301641, -3.2068903 55.9301392)",,,
6238873,Falcon Gardens,residential,20 mph,False,False,81.02099999999999,"LINESTRING (-3.2054393 55.9302044, -3.2054607 55.9305125, -3.2054866 55.9308902, -3.2054895 55.9309325)",,,
"[6238872, 6238873]","['Falcon Road', 'Falcon Gardens']",residential,20 mph,False,"[False, True]",162.26399999999998,"LINESTRING (-3.2054393 55.9302044, -3.2054385 55.9301925, -3.2054137 55.9298333, -3.2053918 55.9295144, -3.2060326 55.9294555, -3.2066628 55.9293975, -3.2067459 55.9293897)",2,,
4417399,Pitsligo Road,residential,20 mph,False,False,148.96,"LINESTRING (-3.2044582 55.9308989, -3.2044508 55.9309678, -3.2045576 55.9314912, -3.2046536 55.9319584, -3.20469 55.9321293, -3.2046953 55.932172, -3.204696 55.9322005, -3.2046944 55.9322306)",,,
"[1104022961, 4981867]",Newbattle Terrace,residential,20 mph,False,True,64.41499999999999,"LINESTRING (-3.2044582 55.9308989, -3.2047784 55.9309128, -3.2049032 55.9309083, -3.2054895 55.9309325)","['1', '2']",,
"[1104022961, 4981867]",Newbattle Terrace,residential,20 mph,False,False,64.41499999999999,"LINESTRING (-3.2054895 55.9309325, -3.2049032 55.9309083, -3.2047784 55.9309128, -3.2044582 55.9308989)","['1', '2']",,
4981867,Newbattle Terrace,residential,20 mph,False,True,273.909,"LINESTRING (-3.2054895 55.9309325, -3.2068973 55.9309528, -3.2072705 55.9309582, -3.2073539 55.9309592, -3.2075489 55.9309564, -3.2078331 55.9309499, -3.2082741 55.9309432, -3.209472 55.9308881, -3.2097935 55.930875, -3.2098806 55.9308715)",2,,
6238873,Falcon Gardens,residential,20 mph,False,True,81.021,"LINESTRING (-3.2054895 55.9309325, -3.2054866 55.9308902, -3.2054607 55.9305125, -3.2054393 55.9302044)",,,
4417399,Pitsligo Road,residential,20 mph,False,True,148.96,"LINESTRING (-3.2046944 55.9322306, -3.204696 55.9322005, -3.2046953 55.932172, -3.20469 55.9321293, -3.2046536 55.9319584, -3.2045576 55.9314912, -3.2044508 55.9309678, -3.2044582 55.9308989)",,,
4981832,Clinton Road,residential,20 mph,False,False,63.763,"LINESTRING (-3.2046944 55.9322306, -3.2045625 55.932216, -3.2042461 55.9321933, -3.2039316 55.9321777, -3.2036779 55.9321663)",,yes,
4996733,Church Hill,residential,20 mph,False,False,49.81099999999999,"LINESTRING (-3.2046944 55.9322306, -3.2047698 55.932248, -3.2048973 55.9322786, -3.2049915 55.932308, -3.2050686 55.9323389, -3.2051218 55.9323687, -3.2051429 55.9323913, -3.2051629 55.932429, -3.2051778 55.9324498, -3.2052047 55.932474, -3.2052711 55.932512)",,,
