osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction
9196700,2,Oak Avenue,residential,False,False,91.587,"LINESTRING (-71.115398 42.682221, -71.1157219 42.6826374, -71.1159041 42.6828891, -71.1159398 42.6829418)",,,
1041824182,2,Salem Street,tertiary,False,True,282.018,"LINESTRING (-71.106896 42.682206, -71.106948 42.682228, -71.10704 42.682263, -71.10714 42.682298, -71.107293 42.68234, -71.107436 42.682367, -71.107559 42.682386, -71.107681 42.682397, -71.107887 42.682417, -71.1083919 42.6824393, -71.1087191 42.6824472, -71.1089632 42.6824492, -71.1090328 42.6824512, -71.1091644 42.6824551, -71.1094031 42.6824591, -71.1094676 42.682461, -71.1096686 42.6824669, -71.110085 42.682468, -71.110293 42.682482)",25 mph,,
9192017,2,Milk Street,tertiary,False,True,84.316,"LINESTRING (-71.110293 42.682482, -71.1103816 42.6824319, -71.110548 42.682338, -71.110807 42.682161, -71.1109292 42.6820445, -71.1110088 42.6819457)",,,
1026155322,2,Salem Street,tertiary,False,True,72.731,"LINESTRING (-71.110293 42.682482, -71.110483 42.682503, -71.1107611 42.6825626, -71.1111393 42.682675)",25 mph,,
1041824182,2,Salem Street,tertiary,False,False,282.01800000000003,"LINESTRING (-71.110293 42.682482, -71.110085 42.682468, -71.1096686 42.6824669, -71.1094676 42.682461, -71.1094031 42.6824591, -71.1091644 42.6824551, -71.1090328 42.6824512, -71.1089632 42.6824492, -71.1087191 42.6824472, -71.1083919 42.6824393, -71.107887 42.682417, -71.107681 42.682397, -71.107559 42.682386, -71.107436 42.682367, -71.107293 42.68234, -71.10714 42.682298, -71.10704 42.682263, -71.106948 42.682228, -71.106896 42.682206)",25 mph,,
9197499,2,Andover Street,secondary,False,True,197.346,"LINESTRING (-71.1132525 42.6837439, -71.1137415 42.6836022, -71.1137958 42.6835873, -71.1140285 42.6835232, -71.1144288 42.6834131, -71.1145712 42.6833739, -71.1147168 42.6833339, -71.114914 42.6832796, -71.115261 42.6831866, -71.1153982 42.6831483, -71.1155133 42.6831217)",,,
154962016,,Andover Street,secondary,True,False,40.248,"LINESTRING (-71.1132525 42.6837439, -71.1130641 42.6837901, -71.1129853 42.6838182, -71.1129495 42.6838279, -71.1128901 42.6838367, -71.1127827 42.6838391)",,,
9196373,2,Academy Road,unclassified,False,False,33.201,"LINESTRING (-71.112576 42.6843, -71.1126321 42.6843735, -71.1126502 42.6843971, -71.1127853 42.6845558)",,,
154962013,,Johnson Street,tertiary,True,False,33.656,"LINESTRING (-71.1124742 42.6835942, -71.1125046 42.6836679, -71.1125225 42.6837008, -71.1125423 42.6837495, -71.1125528 42.6837731, -71.1125557 42.6838151, -71.1125603 42.6838717, -71.112561 42.6838875)",,,
1134067232,2,Johnson Street,tertiary,False,True,118.28899999999999,"LINESTRING (-71.1124742 42.6835942, -71.112427 42.6835463, -71.1122992 42.6834479, -71.1122364 42.6833962, -71.1121462 42.6833219, -71.1121329 42.6833106, -71.1120548 42.6832441, -71.1119831 42.6831758, -71.1119604 42.6831541, -71.1118795 42.6830689, -71.111819 42.6830155, -71.1117385 42.6829485, -71.111637 42.6828776, -71.1115122 42.6828041)",35 mph,,
9197318,2,Milk Street,residential,False,False,337.02299999999997,"LINESTRING (-71.113844 42.679788, -71.113774 42.679849, -71.113705 42.679916, -71.113629 42.679993, -71.11355 42.680073, -71.113401 42.680234, -71.113308 42.680334, -71.113226 42.680427, -71.113119 42.680547, -71.113027 42.680652, -71.112919 42.680776, -71.112857 42.680836, -71.112776 42.680897, -71.11267 42.680968, -71.112573 42.681031, -71.112465 42.681098, -71.112357 42.681163, -71.112254 42.681221, -71.112177 42.681266, -71.112102 42.681306, -71.112004 42.681362, -71.111909 42.681415, -71.111814 42.68147, -71.111596 42.681598, -71.111474 42.681672, -71.111363 42.681735, -71.111258 42.681796, -71.111183 42.68184, -71.111104 42.681886, -71.1110717 42.6819063, -71.1110088 42.6819457)",,,
9196700,2,Oak Avenue,residential,False,True,91.587,"LINESTRING (-71.1159398 42.6829418, -71.1159041 42.6828891, -71.1157219 42.6826374, -71.115398 42.682221)",,,
9197499,2,Andover Street,secondary,False,False,40.209999999999994,"LINESTRING (-71.1159398 42.6829418, -71.115835 42.682991, -71.115613 42.6830825, -71.1155133 42.6831217)",,,
9197499,2,Andover Street,secondary,False,True,225.44899999999996,"LINESTRING (-71.1159398 42.6829418, -71.116052 42.6828839, -71.1161312 42.6828386, -71.1162122 42.6827855, -71.1162685 42.6827419, -71.1163713 42.6826571, -71.11658 42.682457, -71.1166433 42.6823895, -71.1166587 42.6823732, -71.1168263 42.6821946, -71.116887 42.68213, -71.117042 42.68198, -71.117064 42.6819551, -71.117173 42.681834, -71.117315 42.681689, -71.117475 42.68154, -71.1175825 42.6814452, -71.117598 42.681432, -71.1176207 42.6814142, -71.1176719 42.6813769)",,,
9196373,2,Academy Road,unclassified,False,False,530.7549999999998,"LINESTRING (-71.1127853 42.6845558, -71.1127624 42.6846036, -71.1127499 42.6846575, -71.1127793 42.6847529, -71.112913 42.684973, -71.113048 42.685199, -71.1130868 42.6852662, -71.1131192 42.6853225, -71.113211 42.685482, -71.1132898 42.6856209, -71.113325 42.685683, -71.1133824 42.6857869, -71.1134274 42.6858798, -71.113457 42.685922, -71.1135351 42.6860474, -71.113623 42.686198, -71.1136546 42.6862624, -71.113759 42.68646, -71.1137927 42.6865235, -71.1138459 42.6866237, -71.113919 42.686758, -71.1140182 42.6869355, -71.114028 42.686953, -71.114139 42.687182, -71.1141747 42.6872461, -71.1142255 42.6873382, -71.114329 42.687526, -71.11441 42.687678, -71.114471 42.687763, -71.1145716 42.6878334, -71.114601 42.687854, -71.114694 42.687912, -71.114807 42.687974, -71.114926 42.688039, -71.11504 42.688099, -71.1151025 42.6881268, -71.115177 42.68816, -71.11543 42.688283, -71.1155391 42.6883258, -71.1155784 42.6883413, -71.115649 42.688369, -71.115816 42.688428, -71.115965 42.688463)",,,
9196373,2,Academy Road,unclassified,False,True,33.201,"LINESTRING (-71.1127853 42.6845558, -71.1126502 42.6843971, -71.1126321 42.6843735, -71.112576 42.6843)",,,
9197173,,,unclassified,False,True,51.54,"LINESTRING (-71.1127853 42.6845558, -71.1128541 42.684494, -71.1129539 42.684457, -71.1130818 42.6844066, -71.1131565 42.6843599, -71.1131793 42.6843337, -71.113202 42.6843074, -71.1132479 42.6842572)",,,
9196373,2,Academy Road,unclassified,False,True,530.755,"LINESTRING (-71.115965 42.688463, -71.115816 42.688428, -71.115649 42.688369, -71.1155784 42.6883413, -71.1155391 42.6883258, -71.11543 42.688283, -71.115177 42.68816, -71.1151025 42.6881268, -71.11504 42.688099, -71.114926 42.688039, -71.114807 42.687974, -71.114694 42.687912, -71.114601 42.687854, -71.1145716 42.6878334, -71.114471 42.687763, -71.11441 42.687678, -71.114329 42.687526, -71.1142255 42.6873382, -71.1141747 42.6872461, -71.114139 42.687182, -71.114028 42.686953, -71.1140182 42.6869355, -71.113919 42.686758, -71.1138459 42.6866237, -71.1137927 42.6865235, -71.113759 42.68646, -71.1136546 42.6862624, -71.113623 42.686198, -71.1135351 42.6860474, -71.113457 42.685922, -71.1134274 42.6858798, -71.1133824 42.6857869, -71.113325 42.685683, -71.1132898 42.6856209, -71.113211 42.685482, -71.1131192 42.6853225, -71.1130868 42.6852662, -71.113048 42.685199, -71.112913 42.684973, -71.1127793 42.6847529, -71.1127499 42.6846575, -71.1127624 42.6846036, -71.1127853 42.6845558)",,,
639136020,,Academy Road,unclassified,False,True,56.68300000000001,"LINESTRING (-71.115965 42.688463, -71.11607 42.68847, -71.116279 42.688474, -71.116658 42.688472)",,,
636444907,2,Salem Street,tertiary,False,True,33.823,"LINESTRING (-71.1111393 42.682675, -71.111354 42.682735, -71.1114397 42.6827747, -71.1115122 42.6828041)",25 mph,,
