osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,bridge
10784014,2,Northwest 4th Avenue,residential,False,False,191.48200000000003,"LINESTRING (-80.1475072 26.1223309, -80.14751 26.1224028, -80.147527 26.1227805, -80.1475345 26.1229955, -80.1475376 26.123132, -80.1475482 26.1233827, -80.1475492 26.123428, -80.1475559 26.1237033, -80.1475641 26.1238833, -80.1475683 26.1239768, -80.1475717 26.1240519)",,,,
10784499,2,Southeast 2nd Avenue,residential,False,False,166.13699999999997,"LINESTRING (-80.141391 26.1206185, -80.1413868 26.1205183, -80.1413736 26.1202062, -80.1413596 26.1198754, -80.1413437 26.1195598, -80.1413273 26.1192173, -80.1413219 26.1191257)",25 mph,,,
10784499,2,Southeast 2nd Avenue,residential,False,True,104.631,"LINESTRING (-80.141391 26.1206185, -80.1413934 26.1206948, -80.1414184 26.1214872, -80.1414204 26.1215591)",25 mph,,,
"[1188772337, 659546133, 1036492903]",3,Southeast 2nd Street,residential,False,False,92.377,"LINESTRING (-80.141391 26.1206185, -80.1413174 26.1206211, -80.1410724 26.1206244, -80.140885 26.1206267, -80.1406957 26.1206327, -80.1405714 26.1206374, -80.1404666 26.1206469)",30 mph,,,
"[909870136, 1188773540, 1190502524, 1190502525]",4,Southeast 2nd Street,residential,False,True,100.77199999999999,"LINESTRING (-80.141391 26.1206185, -80.1414647 26.1206165, -80.1414782 26.1206168, -80.1415178 26.1206161, -80.1415726 26.1206152, -80.1423058 26.1205953, -80.1423264 26.1205932, -80.1423998 26.1205912)",30 mph,,,
10784499,2,Southeast 2nd Avenue,residential,False,True,166.13700000000003,"LINESTRING (-80.1413219 26.1191257, -80.1413273 26.1192173, -80.1413437 26.1195598, -80.1413596 26.1198754, -80.1413736 26.1202062, -80.1413868 26.1205183, -80.141391 26.1206185)",25 mph,,,
611186217,4,East Las Olas Boulevard,secondary,False,True,103.893,"LINESTRING (-80.1413219 26.1191257, -80.1414227 26.1191238, -80.1422964 26.1191088, -80.1423623 26.1191077)",25 mph,,,
1086119064,2,Las Olas Way,residential,True,False,72.98700000000001,"LINESTRING (-80.1413219 26.1191257, -80.1413505 26.1190478, -80.1413366 26.1186004, -80.1413726 26.1184778)",25 mph,,,
"[1087912296, 1119517551]",5,East Las Olas Boulevard,secondary,False,False,89.58699999999999,"LINESTRING (-80.1413219 26.1191257, -80.1412099 26.1191292, -80.140939 26.1191333, -80.1405367 26.1191394, -80.1404248 26.1191423)",25 mph,,,
534823805,,Northwest 2nd Street,residential,False,True,104.664,"LINESTRING (-80.1475717 26.1240519, -80.146524 26.1240853)",25 mph,,,
10784014,2,Northwest 4th Avenue,residential,False,True,191.48199999999997,"LINESTRING (-80.1475717 26.1240519, -80.1475683 26.1239768, -80.1475641 26.1238833, -80.1475559 26.1237033, -80.1475492 26.123428, -80.1475482 26.1233827, -80.1475376 26.123132, -80.1475345 26.1229955, -80.147527 26.1227805, -80.14751 26.1224028, -80.1475072 26.1223309)",,,,
681500833,4,Southeast 3rd Avenue,secondary,False,False,14.925,"LINESTRING (-80.1405186 26.1222891, -80.1405216 26.1224233)",,,,
10804511,5,Southeast 3rd Avenue,secondary,False,True,59.105999999999995,"LINESTRING (-80.1405186 26.1222891, -80.140515 26.122183, -80.1404944 26.121758)",25 mph,,,
87659387,4,East Broward Boulevard,primary,True,False,109.904,"LINESTRING (-80.1405186 26.1222891, -80.1403694 26.1222928, -80.1394182 26.1223169)",35 mph,FL 842,,
10809502,2,Northeast 1st Street,residential,False,True,299.59,"LINESTRING (-80.140542 26.123289, -80.1406698 26.1232867, -80.1417766 26.1232566, -80.1421535 26.1232467, -80.1424824 26.1232381, -80.1434305 26.1232126, -80.1435414 26.1232074)",25 mph,,,
"[1013750525, 1189015374]",5,Northeast 3rd Avenue,secondary,False,False,96.284,"LINESTRING (-80.140542 26.123289, -80.1405351 26.1229333, -80.140525 26.1225154, -80.1405216 26.1224233)","['25 mph', '30 mph']",,,
1190723081,2,Northeast 3rd Avenue,secondary,True,False,30.912000000000003,"LINESTRING (-80.140542 26.123289, -80.140507 26.12336, -80.1405312 26.123535, -80.1405525 26.1235495)",25 mph,,,
148657952,4,Northeast 3rd Avenue,secondary,False,True,105.834,"LINESTRING (-80.1405669 26.1242016, -80.1405707 26.1242981, -80.1405762 26.1244383, -80.140586 26.1246868, -80.1405903 26.124794, -80.1406019 26.1250885, -80.1406044 26.1251528)",25 mph,,,
681707927,4,Northeast 3rd Avenue,secondary,False,False,72.52499999999999,"LINESTRING (-80.1405669 26.1242016, -80.1405655 26.1241489, -80.1405525 26.1235495)",25 mph,,,
681707928,2,Northeast 2nd Street,residential,False,True,299.82800000000003,"LINESTRING (-80.1405669 26.1242016, -80.1406924 26.1241993, -80.141349 26.1241873, -80.1414902 26.1241847, -80.1415368 26.1241839, -80.1420846 26.1241739, -80.1421757 26.1241722, -80.1422288 26.1241712, -80.1424292 26.1241676, -80.1426069 26.1241643, -80.1427033 26.1241625, -80.1428521 26.1241598, -80.1430409 26.1241564, -80.1434862 26.1241559, -80.1435696 26.1241558)",25 mph,,,
10791385,2,Northeast 3rd Street,residential,False,True,300.661,"LINESTRING (-80.1406044 26.1251528, -80.1407142 26.1251503, -80.140958 26.1251447, -80.1412088 26.1251382, -80.1415334 26.1251316, -80.1418975 26.1251233, -80.1421182 26.1251183, -80.1422388 26.1251155, -80.142631 26.1251066, -80.1427911 26.1251029, -80.1431065 26.1250957, -80.1432687 26.125092, -80.1435274 26.1250861, -80.143615 26.1250841)",25 mph,,,
148657952,4,Northeast 3rd Avenue,secondary,False,False,105.834,"LINESTRING (-80.1406044 26.1251528, -80.1406019 26.1250885, -80.1405903 26.124794, -80.140586 26.1246868, -80.1405762 26.1244383, -80.1405707 26.1242981, -80.1405669 26.1242016)",25 mph,,,
681707925,4,Northeast 3rd Avenue,secondary,False,False,109.479,"LINESTRING (-80.1406044 26.1251528, -80.140609 26.125239, -80.1406519 26.1260492, -80.1406554 26.1261363)",30 mph,,,
681707925,4,Northeast 3rd Avenue,secondary,False,True,109.479,"LINESTRING (-80.1406554 26.1261363, -80.1406519 26.1260492, -80.140609 26.125239, -80.1406044 26.1251528)",30 mph,,,
"[1189019626, 681707924]","['3', '2']",Northeast 4th Street,tertiary,False,True,101.519,"LINESTRING (-80.1406554 26.1261363, -80.1407636 26.126133, -80.1410418 26.1261251, -80.1411732 26.1261224, -80.1416719 26.1261118)",30 mph,,,
"[10791618, 1189019627]","['3', '2']",Northeast 4th Street,tertiary,False,False,96.42099999999999,"LINESTRING (-80.1406554 26.1261363, -80.1405319 26.1261331, -80.1401944 26.1261385, -80.1397445 26.1261456, -80.1396898 26.1261474)",30 mph,,,
"[681500824, 551457861, 534823807]",1,"['Northwest Flagler Avenue', 'Northwest 2nd Street']",residential,True,False,289.29200000000003,"LINESTRING (-80.1454524 26.1259981, -80.1454489 26.1259481, -80.1454464 26.1259138, -80.1454445 26.1258876, -80.1453968 26.1241342, -80.1453856 26.1241097, -80.145371 26.1240914, -80.1453461 26.1240858, -80.1452813 26.1240875, -80.1448951 26.1240939, -80.1447299 26.1240965, -80.1446083 26.1241197)",25 mph,,,
1104748209,2,Northwest 4th Street,tertiary,False,False,85.273,"LINESTRING (-80.1454524 26.1259981, -80.1453864 26.1259995, -80.1450488 26.1260067, -80.1449969 26.1260078, -80.1448573 26.1260108, -80.1445985 26.1260164)",30 mph,,,
"[1190801099, 1190723079]",2,Northwest 4th Street,tertiary,False,True,45.501,"LINESTRING (-80.1454524 26.1259981, -80.1455422 26.1259962, -80.1456222 26.1259945, -80.1457637 26.1259909, -80.145908 26.1259872)",30 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,False,81.798,"LINESTRING (-80.1424833 26.1222641, -80.1424821 26.1221921, -80.1424735 26.1216861, -80.1424459 26.1215305)",25 mph,,,
"[535138169, 565269499]","['4', '3']",East Broward Boulevard,primary,True,False,196.17000000000002,"LINESTRING (-80.1424833 26.1222641, -80.1422774 26.1222665, -80.1418958 26.122271, -80.1415006 26.1222756, -80.1406775 26.1222869, -80.1405186 26.1222891)",35 mph,FL 842,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,False,104.546,"LINESTRING (-80.1424459 26.1215305, -80.1424037 26.1206706, -80.1423998 26.1205912)",25 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,True,81.798,"LINESTRING (-80.1424459 26.1215305, -80.1424735 26.1216861, -80.1424821 26.1221921, -80.1424833 26.1222641)",25 mph,,,
10805064,2,Southeast 1st Street,residential,False,True,102.436,"LINESTRING (-80.1424459 26.1215305, -80.1423631 26.1215327, -80.1418787 26.1215497, -80.1415829 26.1215548, -80.1414204 26.1215591)",25 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,False,165.0,"LINESTRING (-80.1423998 26.1205912, -80.1423972 26.1204882, -80.1423776 26.1197133, -80.1423768 26.119683, -80.1423646 26.1191973, -80.1423623 26.1191077)",25 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,True,104.546,"LINESTRING (-80.1423998 26.1205912, -80.1424037 26.1206706, -80.1424459 26.1215305)",25 mph,,,
"[1188773541, 659546134]",3,Southeast 2nd Street,residential,False,True,102.57499999999999,"LINESTRING (-80.1423998 26.1205912, -80.1424904 26.1205892, -80.1431313 26.1205744, -80.1432959 26.1205718, -80.1434269 26.120569)",30 mph,,,
"[909870136, 1190502524, 1188773540, 1190502525]",4,Southeast 2nd Street,residential,False,False,100.77199999999999,"LINESTRING (-80.1423998 26.1205912, -80.1423264 26.1205932, -80.1423058 26.1205953, -80.1415726 26.1206152, -80.1415178 26.1206161, -80.1414782 26.1206168, -80.1414647 26.1206165, -80.141391 26.1206185)",30 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,False,83.04599999999999,"LINESTRING (-80.1423623 26.1191077, -80.1423596 26.1190145, -80.1423466 26.1185642, -80.1423408 26.1183611)",25 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,True,164.99999999999997,"LINESTRING (-80.1423623 26.1191077, -80.1423646 26.1191973, -80.1423768 26.119683, -80.1423776 26.1197133, -80.1423972 26.1204882, -80.1423998 26.1205912)",25 mph,,,
611186217,4,East Las Olas Boulevard,secondary,False,False,103.893,"LINESTRING (-80.1423623 26.1191077, -80.1422964 26.1191088, -80.1414227 26.1191238, -80.1413219 26.1191257)",25 mph,,,
611186217,4,East Las Olas Boulevard,secondary,False,True,37.796,"LINESTRING (-80.1423623 26.1191077, -80.1424821 26.1191168, -80.1425228 26.1191199, -80.1426338 26.1191481, -80.1427267 26.1191862)",25 mph,,,
10787523,2,Fort Lauderdale Rotary Way,residential,False,True,83.046,"LINESTRING (-80.1423408 26.1183611, -80.1423466 26.1185642, -80.1423596 26.1190145, -80.1423623 26.1191077)",25 mph,,,
89531429,4,South Andrews Avenue,secondary,False,False,185.257,"LINESTRING (-80.1434269 26.120569, -80.1434308 26.1206456, -80.143467 26.121364, -80.1435069 26.1221572, -80.1435094 26.1222334)",35 mph,,,
89531429,4,South Andrews Avenue,secondary,False,True,115.484,"LINESTRING (-80.1434269 26.120569, -80.1434239 26.1204793, -80.1433928 26.1195535, -80.1433921 26.1195309)",35 mph,,,
"[1188771997, 10802967]",4,Southwest 2nd Street,residential,False,False,108.28599999999999,"LINESTRING (-80.1434269 26.120569, -80.1435563 26.1205644, -80.1438625 26.1205545, -80.1439534 26.1205516, -80.1439935 26.1205504, -80.1444289 26.1205362, -80.1445108 26.1205335)",30 mph,,,
"[1188773541, 659546134]",3,Southeast 2nd Street,residential,False,False,102.57499999999999,"LINESTRING (-80.1434269 26.120569, -80.1432959 26.1205718, -80.1431313 26.1205744, -80.1424904 26.1205892, -80.1423998 26.1205912)",30 mph,,,
"[1033750297, 534823475, 1130588829]","['3', '2']",Southeast 3rd Avenue,secondary,True,False,169.262,"LINESTRING (-80.1404666 26.1206469, -80.1405124 26.1205691, -80.1404958 26.1201112, -80.1404858 26.1197961, -80.1404685 26.1192518, -80.1404248 26.1191423)",,,,
"[1188772337, 659546133, 1036492903]",3,Southeast 2nd Street,residential,False,True,92.377,"LINESTRING (-80.1404666 26.1206469, -80.1405714 26.1206374, -80.1406957 26.1206327, -80.140885 26.1206267, -80.1410724 26.1206244, -80.1413174 26.1206211, -80.141391 26.1206185)",30 mph,,,
"[1188772336, 47350990]","['3', '2']",Southeast 2nd Street,residential,False,False,105.418,"LINESTRING (-80.1404666 26.1206469, -80.140353 26.1206518, -80.1400361 26.1206587, -80.1395037 26.1206742, -80.1394113 26.1206776)",25 mph,,,
1189015373,5,Southeast 3rd Avenue,secondary,False,False,80.76599999999999,"LINESTRING (-80.1404666 26.1206469, -80.1404691 26.1207451, -80.1404976 26.1213727)",25 mph,,,
10809318,2,Southeast 4th Avenue,residential,False,False,162.89399999999998,"LINESTRING (-80.1394113 26.1206776, -80.1394359 26.1206085, -80.1394408 26.1205947, -80.13938 26.1194272, -80.1393765 26.1193611, -80.1393715 26.1192648, -80.1393691 26.1192183)",25 mph,,,
47350990,2,Southeast 2nd Street,residential,False,False,77.09800000000001,"LINESTRING (-80.1394113 26.1206776, -80.139332 26.1206797, -80.1387218 26.1206956, -80.1386394 26.1206978)",25 mph,,,
"[1188772336, 47350990]","['3', '2']",Southeast 2nd Street,residential,False,True,105.418,"LINESTRING (-80.1394113 26.1206776, -80.1395037 26.1206742, -80.1400361 26.1206587, -80.140353 26.1206518, -80.1404666 26.1206469)",25 mph,,,
366566003,2,Financial Plaza,residential,False,True,182.447,"LINESTRING (-80.1394113 26.1206776, -80.1393965 26.1207593, -80.1393931 26.120778, -80.1394165 26.1222097, -80.1394182 26.1223169)",25 mph,,,
10794176,2,Southeast 5th Avenue,residential,False,False,161.736,"LINESTRING (-80.1386394 26.1206978, -80.1386361 26.1206038, -80.1386025 26.1193063, -80.1386009 26.1192437)",25 mph,,,
47350990,2,Southeast 2nd Street,residential,False,True,77.09800000000001,"LINESTRING (-80.1386394 26.1206978, -80.1387218 26.1206956, -80.139332 26.1206797, -80.1394113 26.1206776)",25 mph,,,
"[10799859, 1109681133]",,Northwest 2nd Avenue,"['residential', 'unclassified']",False,False,201.76999999999998,"LINESTRING (-80.1457473 26.1222863, -80.1457455 26.1223902, -80.1457438 26.1225471, -80.1457722 26.1233037, -80.1457867 26.1237262, -80.1457961 26.1240002, -80.145802 26.1240345, -80.1458183 26.1240681, -80.1458338 26.124093)",,,,
47350980,3,West Broward Boulevard,primary,True,False,175.815,"LINESTRING (-80.1457473 26.1222863, -80.1464607 26.1223171, -80.1469575 26.1223323, -80.1475072 26.1223309)",35 mph,FL 842,,
534823687,2,Southwest 2nd Street,residential,False,False,71.357,"LINESTRING (-80.1456703 26.1205087, -80.1457294 26.1205077, -80.1463309 26.1204979, -80.1463849 26.120497)",25 mph,,,
534823692,1,Southwest 2nd Avenue,residential,True,False,183.75099999999998,"LINESTRING (-80.1456703 26.1205087, -80.1456675 26.1204234, -80.145657 26.120054, -80.1456383 26.1193916, -80.1456893 26.1193338, -80.1457483 26.1193061, -80.145828 26.1192922, -80.1459669 26.1192977, -80.1461938 26.1192927)",25 mph,,,
