osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge
14953303,West Main Street,residential,False,False,42.478,,"LINESTRING (-96.3989333 36.4157797, -96.3984639 36.4157227)",,,
"[1071789704, 14935267]",,residential,False,"[False, True]",503.928,25 mph,"LINESTRING (-96.3989333 36.4157797, -96.398952 36.417828, -96.398753 36.417942, -96.3985491 36.417773, -96.3984639 36.4157227)",,,
14953303,West Main Street,residential,False,True,69.039,,"LINESTRING (-96.3989333 36.4157797, -96.3997044 36.4158007)",,,
14937311,,residential,False,False,129.415,25 mph,"LINESTRING (-96.3978007 36.4133393, -96.3978492 36.4145025)",,,
14950413,West 2nd Street,residential,False,False,58.299,25 mph,"LINESTRING (-96.3978007 36.4133393, -96.3984521 36.4133303)",,,
"[14950373, 14950413]","['West 2nd Street', 'South Tinker Avenue']",residential,False,True,172.355,25 mph,"LINESTRING (-96.3978007 36.4133393, -96.3971562 36.4133363, -96.3968992 36.4123259)",,,
14937311,,residential,False,True,129.415,25 mph,"LINESTRING (-96.3978492 36.4145025, -96.3978007 36.4133393)",,,
14959331,West 1st Street,secondary,False,False,55.341,40 mph,"LINESTRING (-96.3978492 36.4145025, -96.3984676 36.4145085)",OK 20,,
14959331,West 1st Street,secondary,False,True,156.029,40 mph,"LINESTRING (-96.3978492 36.4145025, -96.3961056 36.4144905)",OK 20,,
14948851,,residential,False,False,116.322,25 mph,"LINESTRING (-96.3907094 36.415482, -96.3906906 36.414436)",,,
14951741,East Main Street,residential,False,False,58.087,25 mph,"LINESTRING (-96.3907094 36.415482, -96.3900608 36.4155035)",,,
14951741,East Main Street,residential,False,True,61.277,25 mph,"LINESTRING (-96.3907094 36.415482, -96.391394 36.415469)",,,
14948851,,residential,False,True,116.322,25 mph,"LINESTRING (-96.3906906 36.414436, -96.3907094 36.415482)",,,
250399938,East 1st Street,secondary,False,False,61.963,40 mph,"LINESTRING (-96.3906906 36.414436, -96.391383 36.4144425)",OK 20,,
250399938,East 1st Street,secondary,False,True,54.743,40 mph,"LINESTRING (-96.3906906 36.414436, -96.3900789 36.4144285)",OK 20,,
14950371,South Tinker Avenue,residential,False,False,112.359,25 mph,"LINESTRING (-96.3972084 36.4113215, -96.3972233 36.4123319)",,,
14954115,West 4th Street,residential,False,False,108.959,25 mph,"LINESTRING (-96.3972084 36.4113215, -96.3984259 36.4113334)",,,
14954115,West 4th Street,residential,False,True,108.008,25 mph,"LINESTRING (-96.3972084 36.4113215, -96.3960015 36.4113113)",,,
14950371,South Tinker Avenue,residential,False,True,112.359,25 mph,"LINESTRING (-96.3972233 36.4123319, -96.3972084 36.4113215)",,,
14956061,West 3rd Street,residential,False,False,108.805,25 mph,"LINESTRING (-96.3972233 36.4123319, -96.3984391 36.4123439)",,,
14956061,West 3rd Street,residential,False,True,29.01,25 mph,"LINESTRING (-96.3972233 36.4123319, -96.3968992 36.4123259)",,,
14956061,West 3rd Street,residential,False,False,29.01,25 mph,"LINESTRING (-96.3968992 36.4123259, -96.3972233 36.4123319)",,,
14956061,West 3rd Street,residential,False,True,130.389,25 mph,"LINESTRING (-96.3968992 36.4123259, -96.3954425 36.4122989)",,,
"[14950413, 14950373]","['West 2nd Street', 'South Tinker Avenue']",residential,False,False,172.355,25 mph,"LINESTRING (-96.3968992 36.4123259, -96.3971562 36.4133363, -96.3978007 36.4133393)",,,
14950413,West 2nd Street,residential,False,False,113.737,25 mph,"LINESTRING (-96.3984521 36.4133303, -96.3997231 36.4133363)",,,
14950413,West 2nd Street,residential,False,True,58.299,25 mph,"LINESTRING (-96.3984521 36.4133303, -96.3978007 36.4133393)",,,
14952891,South Haines Avenue,tertiary,False,False,131.017,25 mph,"LINESTRING (-96.3984521 36.4133303, -96.3984676 36.4145085)",,,
14952891,South Haines Avenue,tertiary,False,True,109.689,25 mph,"LINESTRING (-96.3984521 36.4133303, -96.3984391 36.4123439)",,,
14950413,West 2nd Street,residential,False,True,113.737,25 mph,"LINESTRING (-96.3997231 36.4133363, -96.3984521 36.4133303)",,,
14952149,South Galloway Avenue,residential,False,False,132.678,25 mph,"LINESTRING (-96.3997231 36.4133363, -96.3997231 36.4145295)",,,
14956160,South Price Avenue,residential,False,False,131.094,25 mph,"LINESTRING (-96.3941124 36.4132958, -96.3940986 36.4144747)",,,
14956160,South Price Avenue,residential,False,True,114.536,25 mph,"LINESTRING (-96.3941124 36.4132958, -96.3941245 36.4122658)",,,
14950415,West 2nd Street,residential,False,False,119.158,25 mph,"LINESTRING (-96.3941124 36.4132958, -96.3947992 36.4132965, -96.395444 36.413297)",,,
1034247033,East 2nd Street,residential,False,True,121.556,25 mph,"LINESTRING (-96.3941124 36.4132958, -96.393453 36.4132954, -96.392754 36.413296)",,,
14950415,West 2nd Street,residential,False,False,68.286,25 mph,"LINESTRING (-96.395444 36.413297, -96.396207 36.413287)",,,
14954070,South Regan Avenue,residential,False,False,131.922,25 mph,"LINESTRING (-96.395444 36.413297, -96.3954409 36.4144834)",,,
14954070,South Regan Avenue,residential,False,True,110.984,25 mph,"LINESTRING (-96.395444 36.413297, -96.3954425 36.4122989)",,,
14950415,West 2nd Street,residential,False,True,119.158,25 mph,"LINESTRING (-96.395444 36.413297, -96.3947992 36.4132965, -96.3941124 36.4132958)",,,
14950415,West 2nd Street,residential,False,True,68.286,25 mph,"LINESTRING (-96.396207 36.413287, -96.395444 36.413297)",,,
14951003,East Elm Street,residential,False,False,39.311,25 mph,"LINESTRING (-96.3896001 36.4177318, -96.3900394 36.4177275)",,,
248131766,North Eastern Avenue,secondary,False,False,113.779,35 mph,"LINESTRING (-96.3896001 36.4177318, -96.3895897 36.418755)",OK 99,2,
1075589889,North Eastern Avenue,secondary,False,True,129.565,35 mph,"LINESTRING (-96.3896001 36.4177318, -96.3896029 36.4165666)",OK 99,2,
14951003,East Elm Street,residential,False,True,39.311,25 mph,"LINESTRING (-96.3900394 36.4177275, -96.3896001 36.4177318)",,,
14958759,North She She Avenue,residential,False,False,113.246,25 mph,"LINESTRING (-96.3900394 36.4177275, -96.3900182 36.4187458)",,,
14958759,North She She Avenue,residential,False,True,129.5,25 mph,"LINESTRING (-96.3900394 36.4177275, -96.3900476 36.4165629)",,,
14951003,East Elm Street,residential,False,False,113.575,25 mph,"LINESTRING (-96.3900394 36.4177275, -96.3906306 36.4177328, -96.3913086 36.4177388)",,,
14959142,North Pettit Avenue,residential,False,False,113.472,25 mph,"LINESTRING (-96.3913086 36.4177388, -96.3912624 36.4187586)",,,
14959142,North Pettit Avenue,residential,False,True,128.181,25 mph,"LINESTRING (-96.3913086 36.4177388, -96.3913321 36.4165862)",,,
14951003,East Elm Street,residential,False,False,124.087,25 mph,"LINESTRING (-96.3913086 36.4177388, -96.3920025 36.4177472, -96.3926952 36.4177555)",,,
14951003,East Elm Street,residential,False,True,113.575,25 mph,"LINESTRING (-96.3913086 36.4177388, -96.3906306 36.4177328, -96.3900394 36.4177275)",,,
14951003,East Elm Street,residential,False,False,122.296,25 mph,"LINESTRING (-96.3926952 36.4177555, -96.3940619 36.4177644)",,,
14952924,North Wood Avenue,residential,False,False,114.324,25 mph,"LINESTRING (-96.3926952 36.4177555, -96.3926676 36.4187834)",,,
14952924,North Wood Avenue,residential,False,True,127.611,25 mph,"LINESTRING (-96.3926952 36.4177555, -96.3927294 36.4166082)",,,
14951003,East Elm Street,residential,False,True,124.087,25 mph,"LINESTRING (-96.3926952 36.4177555, -96.3920025 36.4177472, -96.3913086 36.4177388)",,,
14951003,East Elm Street,residential,False,True,122.296,25 mph,"LINESTRING (-96.3940619 36.4177644, -96.3926952 36.4177555)",,,
14954832,North Price Avenue,residential,False,False,115.458,25 mph,"LINESTRING (-96.3940619 36.4177644, -96.3940506 36.4188027)",,,
14954832,North Price Avenue,residential,False,True,127.979,25 mph,"LINESTRING (-96.3940619 36.4177644, -96.3940744 36.4166135)",,,
14956805,West Elm Street,residential,False,False,119.911,25 mph,"LINESTRING (-96.3940619 36.4177644, -96.3954019 36.4177766)",,,
14951741,East Main Street,residential,False,False,124.417,25 mph,"LINESTRING (-96.3940864 36.4155182, -96.392696 36.415515)",,,
14953305,West Main Street,residential,False,True,118.797,25 mph,"LINESTRING (-96.3940864 36.4155182, -96.395414 36.415515)",,,
14954832,North Price Avenue,residential,False,False,121.79599999999999,25 mph,"LINESTRING (-96.3940864 36.4155182, -96.3940804 36.4160688, -96.3940744 36.4166135)",,,
14956160,South Price Avenue,residential,False,True,116.038,25 mph,"LINESTRING (-96.3940864 36.4155182, -96.3940924 36.4150018, -96.3940986 36.4144747)",,,
14951741,East Main Street,residential,False,False,116.618,25 mph,"LINESTRING (-96.392696 36.415515, -96.391394 36.415469)",,,
14951741,East Main Street,residential,False,True,124.417,25 mph,"LINESTRING (-96.392696 36.415515, -96.3940864 36.4155182)",,,
14952471,South Wood Avenue,residential,False,True,117.55000000000001,25 mph,"LINESTRING (-96.392696 36.415515, -96.392716 36.4150055, -96.3927093 36.414746, -96.3927291 36.4144586)",,,
14952924,North Wood Avenue,residential,False,False,121.595,25 mph,"LINESTRING (-96.392696 36.415515, -96.3927125 36.4160544, -96.3927294 36.4166082)",,,
14951741,East Main Street,residential,False,False,61.277,25 mph,"LINESTRING (-96.391394 36.415469, -96.3907094 36.415482)",,,
14951741,East Main Street,residential,False,True,116.618,25 mph,"LINESTRING (-96.391394 36.415469, -96.392696 36.415515)",,,
14959142,North Pettit Avenue,residential,False,False,124.351,25 mph,"LINESTRING (-96.391394 36.415469, -96.3913321 36.4165862)",,,
14953127,South Pettit Avenue,residential,False,True,114.148,25 mph,"LINESTRING (-96.391394 36.415469, -96.3913925 36.4149931, -96.391383 36.4144425)",,,
14951741,East Main Street,residential,False,False,40.03,25 mph,"LINESTRING (-96.3900608 36.4155035, -96.3896152 36.4154717)",,,
14951741,East Main Street,residential,False,True,58.087,25 mph,"LINESTRING (-96.3900608 36.4155035, -96.3907094 36.415482)",,,
14957782,South She She Avenue,residential,False,True,119.546,25 mph,"LINESTRING (-96.3900608 36.4155035, -96.3900789 36.4144285)",,,
14958759,North She She Avenue,residential,False,False,117.806,25 mph,"LINESTRING (-96.3900608 36.4155035, -96.3900476 36.4165629)",,,
14951741,East Main Street,residential,False,True,40.03,25 mph,"LINESTRING (-96.3896152 36.4154717, -96.3900608 36.4155035)",,,
14955532,North Eastern Avenue,secondary,False,False,121.765,35 mph,"LINESTRING (-96.3896152 36.4154717, -96.3895983 36.416107, -96.3896029 36.4165666)",OK 99,2,
248131878,South Eastern Avenue,secondary,False,True,115.77799999999999,35 mph,"LINESTRING (-96.3896152 36.4154717, -96.3896218 36.4145223, -96.389622 36.4144305)",OK 99,2,
14952149,South Galloway Avenue,residential,False,False,141.361,25 mph,"LINESTRING (-96.3997231 36.4145295, -96.3997044 36.4158007)",,,
14952149,South Galloway Avenue,residential,False,True,132.678,25 mph,"LINESTRING (-96.3997231 36.4145295, -96.3997231 36.4133363)",,,
14959331,West 1st Street,secondary,False,True,112.371,40 mph,"LINESTRING (-96.3997231 36.4145295, -96.3984676 36.4145085)",OK 20,,
14952149,South Galloway Avenue,residential,False,True,141.361,25 mph,"LINESTRING (-96.3997044 36.4158007, -96.3997231 36.4145295)",,,
14953303,West Main Street,residential,False,False,69.039,,"LINESTRING (-96.3997044 36.4158007, -96.3989333 36.4157797)",,,
14952471,South Wood Avenue,residential,False,False,112.001,25 mph,"LINESTRING (-96.392755 36.411259, -96.392783 36.412266)",,,
14953778,East 4th Street,residential,False,False,123.617,25 mph,"LINESTRING (-96.392755 36.411259, -96.393448 36.41127, -96.3941361 36.4112819)",,,
14953778,East 4th Street,residential,False,True,116.53999999999999,25 mph,"LINESTRING (-96.392755 36.411259, -96.392138 36.411248, -96.391453 36.411236)",,,
14952471,South Wood Avenue,residential,False,False,114.56,25 mph,"LINESTRING (-96.392783 36.412266, -96.392754 36.413296)",,,
14952471,South Wood Avenue,residential,False,True,112.001,25 mph,"LINESTRING (-96.392783 36.412266, -96.392755 36.411259)",,,
