osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,bridge
8996399,2,Fort Hill Lane,residential,6.1,False,True,131.793,"LINESTRING (-70.6704355 42.0442799, -70.6708671 42.0442739, -70.6712692 42.0442567, -70.6712952 42.0442556, -70.6720307 42.0442505)",,
8997111,1,Sunset Road,residential,6.1,False,True,308.22999999999996,"LINESTRING (-70.6719769 42.0434379, -70.6730295 42.0434322, -70.6737382 42.0434315, -70.6738367 42.0434292, -70.6738562 42.0434288, -70.6739413 42.0434217, -70.6740035 42.0434037, -70.6740563 42.0433658, -70.674086 42.0433279, -70.6741032 42.0432808, -70.6741135 42.0432165, -70.674111 42.043133, -70.674104 42.042997, -70.6740851 42.042706, -70.6740786 42.0424416, -70.67406 42.0421662)",,
8998348,2,Washington Street,secondary,10.4,False,False,90.47800000000001,"LINESTRING (-70.6719769 42.0434379, -70.6719842 42.0435062, -70.671994 42.043598, -70.672014 42.043928, -70.6720307 42.0442505)",30 mph,
8998348,2,Washington Street,secondary,10.4,False,True,63.775999999999996,"LINESTRING (-70.6719769 42.0434379, -70.6719444 42.0429673, -70.6719374 42.0428651)",30 mph,
8998383,2,Beaverbrook Lane,residential,15.2,False,False,281.001,"LINESTRING (-70.674643 42.037543, -70.674501 42.037668, -70.674253 42.037924, -70.674135 42.038028, -70.673983 42.038135, -70.6739587 42.0381476, -70.673902 42.038177, -70.673824 42.038212, -70.673736 42.038235, -70.673632 42.038254, -70.67353 42.038258, -70.6733 42.038242, -70.673019 42.0382251, -70.6726319 42.0381996, -70.6723599 42.0381804, -70.6722878 42.0381753, -70.67196 42.0381553, -70.671665 42.038132)",,
8998101,1,Holmes Place,residential,12.2,False,False,153.191,"LINESTRING (-70.673694 42.041491, -70.673032 42.041495, -70.672509 42.041484, -70.6718409 42.0415196)",,
8998101,1,Holmes Place,residential,12.2,False,True,153.191,"LINESTRING (-70.6718409 42.0415196, -70.672509 42.041484, -70.673032 42.041495, -70.673694 42.041491)",,
8998348,2,Washington Street,secondary,10.4,False,False,84.611,"LINESTRING (-70.6718409 42.0415196, -70.671876 42.041902, -70.671883 42.042026, -70.6718975 42.0422793)",30 mph,
8998348,2,Washington Street,secondary,10.4,False,True,128.99200000000002,"LINESTRING (-70.6718409 42.0415196, -70.6718179 42.0411612, -70.671786 42.04072, -70.671766 42.0403609)",30 mph,
8997111,1,Sunset Road,residential,6.1,False,False,308.23,"LINESTRING (-70.67406 42.0421662, -70.6740786 42.0424416, -70.6740851 42.042706, -70.674104 42.042997, -70.674111 42.043133, -70.6741135 42.0432165, -70.6741032 42.0432808, -70.674086 42.0433279, -70.6740563 42.0433658, -70.6740035 42.0434037, -70.6739413 42.0434217, -70.6738562 42.0434288, -70.6738367 42.0434292, -70.6737382 42.0434315, -70.6730295 42.0434322, -70.6719769 42.0434379)",,
8997696,2,Chapel Street,residential,9.1,False,False,179.029,"LINESTRING (-70.67406 42.0421662, -70.6733317 42.0422112, -70.6731905 42.0422199, -70.6718975 42.0422793)",,
8997696,2,Chapel Street,residential,9.1,False,True,106.55499999999999,"LINESTRING (-70.67406 42.0421662, -70.67448 42.0421413, -70.674755 42.042128, -70.6748 42.0421348, -70.6748379 42.0421502, -70.6748707 42.0421782, -70.6748894 42.0422114, -70.6750051 42.0425003)",,
8996706,2,Fairway Lane,residential,12.2,False,True,270.51099999999997,"LINESTRING (-70.6778504 42.0400369, -70.677833 42.039876, -70.677792 42.039675, -70.677719 42.039339, -70.677681 42.0391039, -70.677676 42.039073, -70.677607 42.038771, -70.677573 42.038599, -70.677536 42.038375, -70.6775078 42.0382592, -70.677475 42.038125, -70.677413 42.037943, -70.6773511 42.0377948, -70.677347 42.037785, -70.6773394 42.0376818, -70.6773385 42.0376687, -70.6773363 42.0376385)",,
"[691107363, 8996947, 691107364]",2,Harrison Street,secondary,15.2,False,False,513.1089999999999,"LINESTRING (-70.6778504 42.0400369, -70.6771585 42.0399659, -70.6766431 42.0399123, -70.6761282 42.0398518, -70.6760098 42.0398421, -70.6752555 42.039763, -70.6747972 42.039709, -70.6747213 42.0397002, -70.674412 42.039662, -70.673963 42.039613, -70.6737417 42.0395886, -70.6736416 42.0395776, -70.673409 42.039552, -70.6729632 42.0395059, -70.6729442 42.0395039, -70.672683 42.039477, -70.671698 42.0393968)",,yes
8998348,2,Washington Street,secondary,10.4,False,False,65.221,"LINESTRING (-70.6718975 42.0422793, -70.6719374 42.0428651)",30 mph,
8997696,2,Chapel Street,residential,9.1,False,True,179.029,"LINESTRING (-70.6718975 42.0422793, -70.6731905 42.0422199, -70.6733317 42.0422112, -70.67406 42.0421662)",,
8998348,2,Washington Street,secondary,10.4,False,True,84.61099999999999,"LINESTRING (-70.6718975 42.0422793, -70.671883 42.042026, -70.671876 42.041902, -70.6718409 42.0415196)",30 mph,
8996399,2,Fort Hill Lane,residential,6.1,False,False,131.793,"LINESTRING (-70.6720307 42.0442505, -70.6712952 42.0442556, -70.6712692 42.0442567, -70.6708671 42.0442739, -70.6704355 42.0442799)",,
8996893,2,Washington Street,secondary,9.1,False,False,173.74699999999999,"LINESTRING (-70.6720307 42.0442505, -70.6720305 42.0443455, -70.67203 42.044536, -70.6720276 42.0446846, -70.6720274 42.0446994, -70.6720272 42.0447105, -70.672023 42.044978, -70.672022 42.045039, -70.672008 42.045624, -70.6720074 42.0456591, -70.6720047 42.0458129)",30 mph,
8998348,2,Washington Street,secondary,10.4,False,True,90.478,"LINESTRING (-70.6720307 42.0442505, -70.672014 42.043928, -70.671994 42.043598, -70.6719842 42.0435062, -70.6719769 42.0434379)",30 mph,
8996893,2,Washington Street,secondary,9.1,False,True,173.74699999999999,"LINESTRING (-70.6720047 42.0458129, -70.6720074 42.0456591, -70.672008 42.045624, -70.672022 42.045039, -70.672023 42.044978, -70.6720272 42.0447105, -70.6720274 42.0446994, -70.6720276 42.0446846, -70.67203 42.044536, -70.6720305 42.0443455, -70.6720307 42.0442505)",30 mph,
8998091,1,River Lane,residential,9.1,False,False,173.989,"LINESTRING (-70.6720047 42.0458129, -70.6717873 42.0457993, -70.6709659 42.0457477, -70.6701033 42.0457131, -70.6699029 42.0457051)",,
