osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access
15118328,Endridge Street,residential,35 mph,False,True,139.668,,"LINESTRING (-78.3499667 35.5857399, -78.3504202 35.5869406)",
15123110,Fire Department Road,secondary,35 mph,False,False,5.001,,"LINESTRING (-78.3530235 35.5871187, -78.3529897 35.5871543)",
15123110,Fire Department Road,secondary,35 mph,False,True,295.365,,"LINESTRING (-78.3530235 35.5871187, -78.3549638 35.5849819)",
15120455,1st Street,living_street,25 mph,False,False,185.074,2,"LINESTRING (-78.3555514 35.5811198, -78.3543287 35.5824545)",
846541092,Wilson's Mills Road,secondary,45 mph,False,False,216.02,,"LINESTRING (-78.3555514 35.5811198, -78.3558826 35.581298, -78.3562902 35.5815173, -78.3568106 35.5817973, -78.3572805 35.5820501, -78.3575436 35.5821917)",
846541092,Wilson's Mills Road,secondary,45 mph,False,True,192.59900000000002,,"LINESTRING (-78.3555514 35.5811198, -78.3554787 35.5810798, -78.3550818 35.5808614, -78.3546965 35.5806495, -78.3541448 35.5803459, -78.3537874 35.5801493)",
15120455,1st Street,living_street,25 mph,False,True,185.074,2,"LINESTRING (-78.3543287 35.5824545, -78.3555514 35.5811198)",
15123227,Railroad Street,residential,35 mph,False,True,213.225,2,"LINESTRING (-78.3543287 35.5824545, -78.3562175 35.5836023)",
15123227,Railroad Street,residential,35 mph,False,False,137.174,2,"LINESTRING (-78.3543287 35.5824545, -78.3531505 35.5817593, -78.3531009 35.5817301)",
15123110,Fire Department Road,secondary,35 mph,False,False,295.365,,"LINESTRING (-78.3549638 35.5849819, -78.3530235 35.5871187)",
633128679,Fire Department Road,secondary,35 mph,False,True,145.858,2,"LINESTRING (-78.3549638 35.5849819, -78.3555034 35.5843835, -78.3556665 35.5842027, -78.3559176 35.5839241)",
32709543,Wilson's Mills Road,secondary,45 mph,False,False,308.60900000000004,,"LINESTRING (-78.3575436 35.5821917, -78.3577228 35.5822828, -78.3584533 35.5826544, -78.3591789 35.5830235, -78.3593533 35.5831065, -78.3596408 35.5832434, -78.3600995 35.583455, -78.3604951 35.5835727)",
633128681,Fire Department Road,secondary,35 mph,False,False,197.454,,"LINESTRING (-78.3575436 35.5821917, -78.3574684 35.5822717, -78.3573404 35.5823994, -78.3566006 35.5831948, -78.3562175 35.5836023)",
846541092,Wilson's Mills Road,secondary,45 mph,False,True,216.01999999999998,,"LINESTRING (-78.3575436 35.5821917, -78.3572805 35.5820501, -78.3568106 35.5817973, -78.3562902 35.5815173, -78.3558826 35.581298, -78.3555514 35.5811198)",
15123227,Railroad Street,residential,35 mph,False,False,213.225,2,"LINESTRING (-78.3562175 35.5836023, -78.3543287 35.5824545)",
633128681,Fire Department Road,secondary,35 mph,False,False,44.900999999999996,,"LINESTRING (-78.3562175 35.5836023, -78.3560846 35.5837475, -78.3559176 35.5839241)",
633128681,Fire Department Road,secondary,35 mph,False,True,197.454,,"LINESTRING (-78.3562175 35.5836023, -78.3566006 35.5831948, -78.3573404 35.5823994, -78.3574684 35.5822717, -78.3575436 35.5821917)",
633128679,Fire Department Road,secondary,35 mph,False,False,145.858,2,"LINESTRING (-78.3559176 35.5839241, -78.3556665 35.5842027, -78.3555034 35.5843835, -78.3549638 35.5849819)",
633128681,Fire Department Road,secondary,35 mph,False,True,44.900999999999996,,"LINESTRING (-78.3559176 35.5839241, -78.3560846 35.5837475, -78.3562175 35.5836023)",
15123227,Railroad Street,residential,35 mph,False,True,137.174,2,"LINESTRING (-78.3531009 35.5817301, -78.3531505 35.5817593, -78.3543287 35.5824545)",
32709543,Wilson's Mills Road,secondary,45 mph,False,True,308.609,,"LINESTRING (-78.3604951 35.5835727, -78.3600995 35.583455, -78.3596408 35.5832434, -78.3593533 35.5831065, -78.3591789 35.5830235, -78.3584533 35.5826544, -78.3577228 35.5822828, -78.3575436 35.5821917)",
15125127,Daniel Road,residential,25 mph,False,True,177.702,2,"LINESTRING (-78.3537874 35.5801493, -78.3547219 35.5789968, -78.3547895 35.5787863)",yes
846541092,Wilson's Mills Road,secondary,45 mph,False,False,192.599,,"LINESTRING (-78.3537874 35.5801493, -78.3541448 35.5803459, -78.3546965 35.5806495, -78.3550818 35.5808614, -78.3554787 35.5810798, -78.3555514 35.5811198)",
15125127,Daniel Road,residential,25 mph,False,False,177.702,2,"LINESTRING (-78.3547895 35.5787863, -78.3547219 35.5789968, -78.3537874 35.5801493)",yes
15123110,Fire Department Road,secondary,35 mph,False,True,5.001,,"LINESTRING (-78.3529897 35.5871543, -78.3530235 35.5871187)",
254544815,Durant Road,living_street,25 mph,False,True,246.479,,"LINESTRING (-78.3529897 35.5871543, -78.3520487 35.5867291, -78.3510061 35.5868584, -78.3504202 35.5869406)",yes
15118328,Endridge Street,residential,35 mph,False,False,139.668,,"LINESTRING (-78.3504202 35.5869406, -78.3499667 35.5857399)",
805584300,Haymaker Drive,residential,,False,False,54.707,,"LINESTRING (-78.3504202 35.5869406, -78.3505462 35.5874218)",
254544815,Durant Road,living_street,25 mph,False,False,246.479,,"LINESTRING (-78.3504202 35.5869406, -78.3510061 35.5868584, -78.3520487 35.5867291, -78.3529897 35.5871543)",yes
805584303,Benjamin Court,residential,,False,False,89.101,,"LINESTRING (-78.3515147 35.5872743, -78.3505462 35.5874218)",
805584300,Haymaker Drive,residential,,False,True,54.707,,"LINESTRING (-78.3505462 35.5874218, -78.3504202 35.5869406)",
805584303,Benjamin Court,residential,,False,True,89.101,,"LINESTRING (-78.3505462 35.5874218, -78.3515147 35.5872743)",
