osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction
8181081,True,Grove Road,residential,20 mph,False,157.38,"LINESTRING (-0.2665107 51.5066436, -0.2664915 51.5066966, -0.2665085 51.5068138, -0.2665514 51.5069329, -0.2666094 51.5070439, -0.2667373 51.507226, -0.267186 51.5078646, -0.2672561 51.5079643)",,,
172041815,True,Acton Lane,secondary,20 mph,False,58.037,"LINESTRING (-0.2665107 51.5066436, -0.2665092 51.5065785, -0.2665088 51.5065593, -0.266336 51.5061351)",B490,,
"[950218289, 950218290, 49600359]",False,High Street,primary,20 mph,False,101.225,"LINESTRING (-0.2665107 51.5066436, -0.2667588 51.5066618, -0.2669323 51.5066746, -0.2673 51.5066933, -0.2677101 51.5067183, -0.267799 51.5067228, -0.2678204 51.5067237, -0.2678773 51.5067251, -0.2679667 51.5067274)",A4020,2,
"[47480916, 1065595700]",False,High Street,primary,20 mph,False,77.99300000000001,"LINESTRING (-0.2683061 51.5067425, -0.2684258 51.5067455, -0.2688393 51.5067549, -0.269185 51.5067607, -0.2694265 51.5067944)",A4020,2,
950218289,False,High Street,primary,20 mph,True,23.552,"LINESTRING (-0.2683061 51.5067425, -0.2682802 51.5067416, -0.2682091 51.5067392, -0.2681337 51.5067366, -0.2679667 51.5067274)",A4020,2,
304118932,False,Churchfield Road,tertiary,20 mph,True,71.761,"LINESTRING (-0.2665631 51.5085806, -0.26741 51.5084865, -0.2675849 51.5084713)",,,
9399785,False,Spencer Road,residential,20 mph,False,98.33500000000001,"LINESTRING (-0.2675849 51.5084713, -0.2676589 51.5087512, -0.2677054 51.508927, -0.2678076 51.5093447)",,,
304118932,False,Churchfield Road,tertiary,20 mph,False,71.761,"LINESTRING (-0.2675849 51.5084713, -0.26741 51.5084865, -0.2665631 51.5085806)",,,
304118932,False,Churchfield Road,tertiary,20 mph,True,104.041,"LINESTRING (-0.2675849 51.5084713, -0.2679178 51.5084401, -0.2682761 51.5084102, -0.2686872 51.5083867, -0.2690786 51.5083699)",,,
9399825,True,Market Place,tertiary,20 mph,False,84.58,"LINESTRING (-0.2712502 51.5072771, -0.2712397 51.5073255, -0.2712225 51.507352, -0.271197 51.5073913, -0.2711607 51.5075015, -0.2711233 51.5076286, -0.2711157 51.5076941, -0.2711177 51.5077358, -0.2711526 51.5078848, -0.2711847 51.5079624, -0.2712116 51.5080211)",,,
23336541,True,Church Road,unclassified,20 mph,False,242.04599999999996,"LINESTRING (-0.2712502 51.5072771, -0.2712683 51.507226, -0.2712908 51.5071719, -0.2712934 51.5071223, -0.2712947 51.5070701, -0.2712766 51.5070108, -0.2712444 51.506929, -0.2711644 51.5068077, -0.2710623 51.5066995, -0.2707032 51.5063091, -0.2706881 51.5062943, -0.2704323 51.5060243, -0.2703513 51.5059389, -0.2702382 51.5058258, -0.2699604 51.5055201, -0.2699013 51.5054244, -0.2698705 51.5053277)",,,
220767185,False,High Street,primary,20 mph,False,68.006,"LINESTRING (-0.2712502 51.5072771, -0.2714354 51.5073121, -0.2716248 51.5073395, -0.2718607 51.5073827, -0.2721957 51.507443)",A4020,2,
533016682,False,High Street,primary,20 mph,True,89.934,"LINESTRING (-0.2712502 51.5072771, -0.2711552 51.5072517, -0.2710247 51.507216, -0.270706 51.5071244, -0.2703911 51.5070369, -0.2700589 51.5069545)",A4020,2,
999733097,False,Shakespeare Road,residential,20 mph,False,46.649,"LINESTRING (-0.2679671 51.509969, -0.268633 51.5099039)",,,
9399785,False,Spencer Road,residential,20 mph,False,85.453,"LINESTRING (-0.2679671 51.509969, -0.2680202 51.5101711, -0.2681666 51.5107274)",,,
9399785,False,Spencer Road,residential,20 mph,True,70.291,"LINESTRING (-0.2679671 51.509969, -0.2678786 51.5096225, -0.2678076 51.5093447)",,,
9399398,False,Woodhurst Road,residential,20 mph,False,78.393,"LINESTRING (-0.2666606 51.5108776, -0.2671922 51.5108286, -0.2677794 51.5107674)",,,
"[9399842, 9399876]",False,"['Newburgh Road', 'Stuart Road']",residential,20 mph,"[False, True]",291.40199999999993,"LINESTRING (-0.2690786 51.5083699, -0.2690873 51.5084086, -0.2691224 51.5086378, -0.2691562 51.5087787, -0.2692135 51.5089269, -0.26934 51.5091795, -0.2694379 51.5093225, -0.2694964 51.5094511, -0.2695792 51.5095859, -0.2697276 51.5099112, -0.269889 51.510265, -0.2699823 51.5102536, -0.2704073 51.5101584, -0.2708793 51.5100527)",,,
26295317,False,Churchfield Road,tertiary,20 mph,True,68.769,"LINESTRING (-0.2690786 51.5083699, -0.2695512 51.5082991, -0.2700423 51.5082193)",,2,
304118932,False,Churchfield Road,tertiary,20 mph,False,104.041,"LINESTRING (-0.2690786 51.5083699, -0.2686872 51.5083867, -0.2682761 51.5084102, -0.2679178 51.5084401, -0.2675849 51.5084713)",,,
1065595699,False,High Street,primary,20 mph,False,47.269,"LINESTRING (-0.2694265 51.5067944, -0.2696023 51.5068332, -0.2697701 51.506879, -0.2700589 51.5069545)",A4020,2,
"[1065595700, 47480916]",False,High Street,primary,20 mph,True,77.993,"LINESTRING (-0.2694265 51.5067944, -0.269185 51.5067607, -0.2688393 51.5067549, -0.2684258 51.5067455, -0.2683061 51.5067425)",A4020,2,
220767184,False,Steyne Road,primary,20 mph,True,66.674,"LINESTRING (-0.2720108 51.5101535, -0.2722277 51.5099854, -0.2722726 51.5099508, -0.2723175 51.5099124, -0.2725136 51.509745, -0.2725963 51.5096775)",A4000,,
"[1157028906, 1157028907, 1046870927, 1046870928, 233383356]",False,"['Steyne Road', 'Horn Lane']",primary,20 mph,False,131.307,"LINESTRING (-0.2720108 51.5101535, -0.271846 51.5102977, -0.2717663 51.5103728, -0.2716705 51.5104735, -0.2716198 51.5105432, -0.2715542 51.5106508, -0.2714881 51.5107402, -0.2714189 51.5108299, -0.2713194 51.510926, -0.2712094 51.5110189, -0.2711566 51.5110672, -0.2710489 51.5111658)",A4000,,
"[1046870920, 8181105]",False,Rosemont Road,residential,20 mph,True,78.037,"LINESTRING (-0.2720108 51.5101535, -0.2721394 51.5101943, -0.2723478 51.5102582, -0.2724634 51.5103398, -0.2728431 51.5106095)",,,
"[220767185, 753460714]",False,High Street,primary,20 mph,True,43.969,"LINESTRING (-0.2730876 51.5077416, -0.2730104 51.5077147, -0.2729677 51.5076974, -0.2729229 51.5076794, -0.2727744 51.5076235, -0.2726919 51.5075925, -0.2725368 51.5075453)",A4020,2,
"[108646376, 1059832351]",False,High Street,primary,20 mph,False,54.369,"LINESTRING (-0.2730876 51.5077416, -0.2732701 51.5078097, -0.2734807 51.5078852, -0.2736152 51.5079402, -0.2737529 51.508001)",A4020,2,
157772394,False,Acton Lane,secondary,20 mph,False,18.906,"LINESTRING (-0.2666855 51.503834, -0.2665677 51.5036806)",B490,,
157772394,False,Acton Lane,secondary,20 mph,True,45.459,"LINESTRING (-0.2666855 51.503834, -0.2669055 51.5042192)",B490,,
"[49600360, 909968627, 909968628]",False,Acton Lane,unclassified,20 mph,True,77.22299999999998,"LINESTRING (-0.2672767 51.5047912, -0.2671297 51.5048329, -0.2670752 51.5048458, -0.267021 51.5048585, -0.2668368 51.504902, -0.2664758 51.5049871, -0.2662374 51.5050433)",,,
"[909968641, 909968642, 157772394]",False,Acton Lane,secondary,20 mph,False,68.641,"LINESTRING (-0.2672767 51.5047912, -0.2672437 51.5047548, -0.267214 51.5047061, -0.2671811 51.5046523, -0.2671584 51.5046151, -0.267112 51.504539, -0.2669055 51.5042192)",B490,,
"[909968649, 909968650, 9228273]",False,Avenue Road,residential,20 mph,False,117.12599999999999,"LINESTRING (-0.2672767 51.5047912, -0.2674192 51.5047566, -0.2674565 51.5047476, -0.2675022 51.5047365, -0.2677229 51.5046831, -0.2679905 51.5046183, -0.2683798 51.504524, -0.2688538 51.5044093)",,,
"[49600358, 1065595701, 1065595702]",False,Winchester Street,secondary,20 mph,True,120.55499999999999,"LINESTRING (-0.2672767 51.5047912, -0.2673312 51.504866, -0.267341 51.5048794, -0.2673682 51.5049218, -0.2673904 51.5049559, -0.2674573 51.5050543, -0.2675342 51.5051729, -0.2677384 51.5055828, -0.2678513 51.5058133)",B490,,
