osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,bridge
"[1071111588, 30417294]",B3205,Lower Ferry Slip,secondary,False,True,31.101,"LINESTRING (-3.5775312 50.3489364, -3.5776243 50.3489497, -3.5777599 50.3489438, -3.577865 50.3489392, -3.5779527 50.348972)",,,,
23219793,B3205,North Embankment,secondary,False,True,8.331,"LINESTRING (-3.5768395 50.3539811, -3.5768426 50.354056)",1,30 mph,,
436346520,B3205,North Embankment,secondary,True,False,22.093,"LINESTRING (-3.5768395 50.3539811, -3.5768464 50.3539178, -3.5768612 50.3537829)",1,30 mph,,
23790620,B3205,Lower Street,secondary,False,True,8.512,"LINESTRING (-3.5779878 50.3490452, -3.5779527 50.348972)",2,30 mph,,
441116017,B3205,Lower Street,secondary,True,False,73.405,"LINESTRING (-3.5779878 50.3490452, -3.5780305 50.349114, -3.578264 50.3496809)",,30 mph,,
23790620,B3205,Lower Street,secondary,False,False,8.512,"LINESTRING (-3.5779527 50.348972, -3.5779878 50.3490452)",2,30 mph,,
526912040,,Lower Street,unclassified,False,True,27.117,"LINESTRING (-3.5779527 50.348972, -3.5779437 50.3487282)",,30 mph,,
"[1071111588, 30417294]",B3205,Lower Ferry Slip,secondary,False,False,31.101,"LINESTRING (-3.5779527 50.348972, -3.577865 50.3489392, -3.5777599 50.3489438, -3.5776243 50.3489497, -3.5775312 50.3489364)",,,,
25886367,A379,College Way,primary,False,True,53.109,"LINESTRING (-3.5796476 50.3547454, -3.5803399 50.3545637)",2,30 mph,,
593401930,A379,Coombe Road,primary,True,False,68.875,"LINESTRING (-3.5796476 50.3547454, -3.5793133 50.3549184, -3.57917 50.3550251, -3.5789978 50.3551973)",1,30 mph,,
23219793,B3205,North Embankment,secondary,False,False,34.222,"LINESTRING (-3.5768325 50.3543637, -3.5768426 50.354056)",1,30 mph,,
82630502,,College Way,secondary,True,False,31.293999999999997,"LINESTRING (-3.5768325 50.3543637, -3.576957 50.3544714, -3.5770347 50.3544961, -3.5771786 50.3545047)",,30 mph,,
51106471,A379,College Way,primary,True,False,21.88,"LINESTRING (-3.5771786 50.3545047, -3.577487 50.3545036)",1,30 mph,,
51106471,A379,College Way,primary,True,False,21.84,"LINESTRING (-3.577487 50.3545036, -3.5777945 50.3545128)",1,30 mph,,
43529256,,Clarence Street,residential,False,False,45.778999999999996,"LINESTRING (-3.577487 50.3545036, -3.577461 50.3542275, -3.5774623 50.3540924)",,30 mph,,
82630499,A379,College Way,primary,True,False,80.056,"LINESTRING (-3.5777945 50.3545128, -3.5781805 50.3546254, -3.5785379 50.3547156, -3.5788367 50.354788)",1,30 mph,,
82630537,,Ridge Hill,residential,False,True,252.851,"LINESTRING (-3.5777945 50.3545128, -3.5778865 50.3544525, -3.578264 50.3543842, -3.5786515 50.3542858, -3.5796206 50.3540469, -3.5804186 50.3538287, -3.5809439 50.3536971, -3.581094 50.3536857)",,30 mph,,
43130620,A379,Coombe Road,primary,True,False,50.178,"LINESTRING (-3.5788367 50.354788, -3.5789678 50.3548727, -3.5790266 50.3549817, -3.5790277 50.3550628, -3.5789978 50.3551973)",,30 mph,,
207573600,A379,College Way,primary,True,False,58.013000000000005,"LINESTRING (-3.5788367 50.354788, -3.579132 50.3547975, -3.5796476 50.3547454)",2,30 mph,,
