osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access
693645688,False,East Spear Street,residential,25 mph,False,71.858,"LINESTRING (-119.7627932 39.1665012, -119.7619597 39.1664986)",,
14402195,False,North Anderson Street,residential,25 mph,False,72.611,"LINESTRING (-119.7627932 39.1665012, -119.7627916 39.1670658, -119.7627913 39.1671542)",,
14402195,False,North Anderson Street,residential,25 mph,True,71.821,"LINESTRING (-119.7627932 39.1665012, -119.762794 39.1659358, -119.762794 39.1659326, -119.7627941 39.1658553)",,
693645688,False,East Spear Street,residential,25 mph,True,71.858,"LINESTRING (-119.7619597 39.1664986, -119.7627932 39.1665012)",,
693645683,False,North Walsh Street,residential,25 mph,False,72.478,"LINESTRING (-119.7619597 39.1664986, -119.7619549 39.1670568, -119.761954 39.1670898, -119.7619541 39.1671504)",,
693645683,False,North Walsh Street,residential,25 mph,True,71.365,"LINESTRING (-119.7619597 39.1664986, -119.7619592 39.1664389, -119.761961 39.1659312, -119.7619611 39.1658568)",,
693645688,False,East Spear Street,residential,25 mph,False,71.434,"LINESTRING (-119.7619597 39.1664986, -119.7614989 39.1664976, -119.761235 39.1664971, -119.7612 39.166497, -119.7611311 39.1664969)",,
693645688,False,East Spear Street,residential,25 mph,True,71.434,"LINESTRING (-119.7611311 39.1664969, -119.7612 39.166497, -119.761235 39.1664971, -119.7614989 39.1664976, -119.7619597 39.1664986)",,
693649702,False,North Roop Street,tertiary,25 mph,False,71.91,"LINESTRING (-119.7611311 39.1664969, -119.7611312 39.1663463, -119.7611314 39.1658502)",3,
"[693649702, 693649711]",False,North Roop Street,tertiary,25 mph,True,72.193,"LINESTRING (-119.7611311 39.1664969, -119.7611262 39.1668324, -119.7611218 39.1670739, -119.7611205 39.1671461)",3,
14401234,False,North Moody Street,residential,,False,77.172,"LINESTRING (-119.7627152 39.171974, -119.7627132 39.1720417, -119.7627163 39.172668)",,
693644180,False,Corbett Street,residential,,False,142.42700000000002,"LINESTRING (-119.7627152 39.171974, -119.7612539 39.1719699, -119.7612237 39.1719698, -119.761063 39.1719693)",,
186955296,False,North Roop Street,secondary,,False,76.914,"LINESTRING (-119.761063 39.1719693, -119.761063 39.172661)",4,
186955296,False,North Roop Street,secondary,,True,98.94300000000001,"LINESTRING (-119.761063 39.1719693, -119.761063 39.1719, -119.7610639 39.1714736, -119.7610648 39.1714065, -119.7610653 39.1712765, -119.7610661 39.1710795)",4,
"[375780709, 202234646]",False,"['Corbett Street', 'Molly Drive']",residential,,False,523.9180000000002,"LINESTRING (-119.761063 39.1719693, -119.7609396 39.1719684, -119.7609129 39.1719682, -119.7604169 39.1719645, -119.7598842 39.1719606, -119.759666 39.171959, -119.7595381 39.171959, -119.7590863 39.171959, -119.758995 39.171959, -119.7587076 39.1719571, -119.7582428 39.1719539, -119.7578285 39.1719511, -119.7577016 39.1719503, -119.7576278 39.1719498, -119.7567401 39.1719455, -119.756633 39.171943, -119.7565517 39.1719548, -119.7565061 39.1719964, -119.7564908 39.1720384, -119.7564938 39.1726234, -119.7564778 39.1726574, -119.7562098 39.1730114, -119.7562018 39.1730484, -119.7562068 39.1730754, -119.7562158 39.1730924)",,
693644180,False,Corbett Street,residential,,True,142.427,"LINESTRING (-119.761063 39.1719693, -119.7612237 39.1719698, -119.7612539 39.1719699, -119.7627152 39.171974)",,
14400914,False,Catalpa Way,residential,25 mph,False,59.001,"LINESTRING (-119.7574204 39.1658458, -119.7574206 39.1659251, -119.7574226 39.1663764)",,
195469125,False,East Telegraph Street,residential,25 mph,False,71.263,"LINESTRING (-119.7574204 39.1658458, -119.7573216 39.1658457, -119.7566972 39.1658452, -119.7565938 39.1658451)",,
195469125,False,East Telegraph Street,residential,25 mph,True,114.628,"LINESTRING (-119.7574204 39.1658458, -119.7575221 39.1658459, -119.758143 39.1658473, -119.7586714 39.1658484, -119.75875 39.1658487)",,
14400914,False,Catalpa Way,residential,25 mph,True,59.001,"LINESTRING (-119.7574226 39.1663764, -119.7574206 39.1659251, -119.7574204 39.1658458)",,
14400966,False,East John Street,tertiary,,False,146.98100000000002,"LINESTRING (-119.7627711 39.1710847, -119.7626788 39.1710844, -119.7622686 39.171083, -119.7617672 39.1710814, -119.7615973 39.1710812, -119.7615533 39.1710811, -119.7612204 39.1710799, -119.7612112 39.1710799, -119.7610661 39.1710795)",2,
14402194,False,Anderson Street,residential,,True,76.459,"LINESTRING (-119.7627711 39.1710847, -119.7627748 39.17098, -119.762775 39.1709681, -119.7627767 39.1708853, -119.7627734 39.1707654, -119.76277 39.1705799, -119.7627714 39.1705136, -119.7627721 39.1704825, -119.7627739 39.1703972)",,
14400966,False,East John Street,tertiary,,True,146.981,"LINESTRING (-119.7610661 39.1710795, -119.7612112 39.1710799, -119.7612204 39.1710799, -119.7615533 39.1710811, -119.7615973 39.1710812, -119.7617672 39.1710814, -119.7622686 39.171083, -119.7626788 39.1710844, -119.7627711 39.1710847)",2,
186955296,False,North Roop Street,secondary,,False,98.943,"LINESTRING (-119.7610661 39.1710795, -119.7610653 39.1712765, -119.7610648 39.1714065, -119.7610639 39.1714736, -119.761063 39.1719, -119.761063 39.1719693)",4,
186955296,False,North Roop Street,secondary,,True,76.581,"LINESTRING (-119.7610661 39.1710795, -119.761069 39.1705434, -119.761071 39.1703908)",4,
14401757,False,East Telegraph Street,residential,25 mph,True,77.738,"LINESTRING (-119.7537505 39.1663806, -119.7538596 39.1663802, -119.7546522 39.1663769)",,
184705200,False,East Long Street,tertiary,,True,141.088,"LINESTRING (-119.7610674 39.1740816, -119.7612404 39.174082, -119.7616106 39.1740826, -119.7625582 39.1740843, -119.7627041 39.1740857)",2,
184705207,False,East Long Street,tertiary,,True,440.336,"LINESTRING (-119.7610674 39.1740816, -119.7609058 39.1740809, -119.7606948 39.17408, -119.7600649 39.1740772, -119.7599066 39.1740765, -119.7593326 39.174074, -119.7590748 39.1740728, -119.7582428 39.1740691, -119.7573974 39.1740654, -119.7568067 39.1740628, -119.7567768 39.174063, -119.7559593 39.1740692)",2,
186955296,False,North Roop Street,secondary,,True,78.037,"LINESTRING (-119.7610674 39.1740816, -119.7610677 39.173976, -119.7610692 39.1733798)",4,
186955296,False,North Roop Street,secondary,,True,79.929,"LINESTRING (-119.7610692 39.1733798, -119.761063 39.172661)",4,
186955296,False,North Roop Street,secondary,,False,78.037,"LINESTRING (-119.7610692 39.1733798, -119.7610677 39.173976, -119.7610674 39.1740816)",4,
202234650,False,East Adams Street,residential,,False,67.273,"LINESTRING (-119.7610692 39.1733798, -119.7609459 39.1733799, -119.7602888 39.1733805)",,
310079002,False,East Adams Street,residential,,True,141.521,"LINESTRING (-119.7610692 39.1733798, -119.7612015 39.1733799, -119.7625272 39.1733805, -119.7625718 39.1733805, -119.7627109 39.1733819)",,
186955296,False,North Roop Street,secondary,,False,79.929,"LINESTRING (-119.761063 39.172661, -119.7610692 39.1733798)",4,
186955296,False,North Roop Street,secondary,,True,76.914,"LINESTRING (-119.761063 39.172661, -119.761063 39.1719693)",4,
1059441332,False,East Park Street,residential,,True,142.523,"LINESTRING (-119.761063 39.172661, -119.7611977 39.1726616, -119.7627163 39.172668)",,
186955296,False,North Roop Street,secondary,,False,76.581,"LINESTRING (-119.761071 39.1703908, -119.761069 39.1705434, -119.7610661 39.1710795)",4,
254350156,False,East William Street,primary,,False,153.199,"LINESTRING (-119.761071 39.1703908, -119.7608708 39.1703923, -119.7607007 39.1703979, -119.760666 39.170399, -119.760048 39.170425, -119.759727 39.170444, -119.7594638 39.1704586, -119.7594505 39.1704595, -119.7592973 39.1704706)",5,yes
"[443903746, 450137370]",False,North Roop Street,tertiary,,True,161.35,"LINESTRING (-119.761071 39.1703908, -119.761068 39.1702608, -119.7610657 39.1701082, -119.7610642 39.1700064, -119.761063 39.169933, -119.7610598 39.1698236, -119.7610632 39.1697121, -119.7610645 39.1696691, -119.7610967 39.1694953, -119.7611029 39.169376, -119.761116 39.1690389, -119.7611151 39.1689419)",5,
"[52831457, 577282988]",False,East William Street,primary,,True,146.805,"LINESTRING (-119.761071 39.1703908, -119.76125 39.1703896, -119.7619403 39.1703916, -119.7627739 39.1703972)",5,
379580258,True,East Washington Street,residential,,False,49.202999999999996,"LINESTRING (-119.7611151 39.1689419, -119.761238 39.1688918, -119.7615274 39.1687059, -119.7615408 39.1686637)",,
"[450137370, 443903746]",False,North Roop Street,tertiary,,False,161.35,"LINESTRING (-119.7611151 39.1689419, -119.761116 39.1690389, -119.7611029 39.169376, -119.7610967 39.1694953, -119.7610645 39.1696691, -119.7610632 39.1697121, -119.7610598 39.1698236, -119.761063 39.169933, -119.7610642 39.1700064, -119.7610657 39.1701082, -119.761068 39.1702608, -119.761071 39.1703908)",5,
"[693649704, 693649720]",False,North Roop Street,tertiary,,True,111.952,"LINESTRING (-119.7611151 39.1689419, -119.7611129 39.1686086, -119.7611126 39.1679351)",4,
693649697,False,North Roop Street,tertiary,,False,27.554,"LINESTRING (-119.761114 39.1676873, -119.7611126 39.1679351)",3,
"[693649696, 184705204]",False,North Roop Street,tertiary,,True,60.181999999999995,"LINESTRING (-119.761114 39.1676873, -119.761114 39.1676465, -119.7611145 39.1674654, -119.7611158 39.1673662, -119.761119 39.1672164, -119.7611205 39.1671461)",3,
"[693649696, 184705204]",False,North Roop Street,tertiary,,False,60.181999999999995,"LINESTRING (-119.7611205 39.1671461, -119.761119 39.1672164, -119.7611158 39.1673662, -119.7611145 39.1674654, -119.761114 39.1676465, -119.761114 39.1676873)",3,
"[196563281, 693649698]",False,East Robinson Street,tertiary,25 mph,False,100.92699999999999,"LINESTRING (-119.7611205 39.1671461, -119.7610222 39.1671459, -119.7607629 39.1671458, -119.7599498 39.1671451)","['3', '2']",
