osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
14989705,South Cherokee Avenue,residential,False,False,142.017,"LINESTRING (-95.6156126 36.3087226, -95.61542 36.3090289, -95.6149614 36.3097584, -95.6148963 36.3098619)",,,
14996232,West Claremore Street,residential,False,False,113.71000000000001,"LINESTRING (-95.6156126 36.3087226, -95.616174 36.3089639, -95.616732 36.3092043)",,,
14996232,West Claremore Street,residential,False,True,113.667,"LINESTRING (-95.6156126 36.3087226, -95.6150363 36.3084926, -95.6144703 36.3082782)",,,
14989705,South Cherokee Avenue,residential,False,True,142.017,"LINESTRING (-95.6148963 36.3098619, -95.6149614 36.3097584, -95.61542 36.3090289, -95.6156126 36.3087226)",,,
262095531,West 1st Street,secondary,False,False,112.659,"LINESTRING (-95.6148963 36.3098619, -95.6154617 36.3100952, -95.6157522 36.3102151, -95.615923 36.3102856, -95.6160154 36.3103237)",2,30 mph,
714800077,West 1st Street,secondary,False,True,113.48,"LINESTRING (-95.6148963 36.3098619, -95.6143287 36.3096326, -95.6137665 36.3094008)",2,30 mph,
1039695473,South Cherokee Avenue,tertiary,False,False,113.332,"LINESTRING (-95.6148963 36.3098619, -95.6148322 36.3099622, -95.6143905 36.3106761, -95.6143809 36.3106899, -95.6143243 36.3107708)",,,
1039695473,South Cherokee Avenue,tertiary,False,True,113.332,"LINESTRING (-95.6143243 36.3107708, -95.6143809 36.3106899, -95.6143905 36.3106761, -95.6148322 36.3099622, -95.6148963 36.3098619)",,,
"[1050290312, 1050290313]",South Cherokee Avenue,tertiary,False,False,108.304,"LINESTRING (-95.6143243 36.3107708, -95.6142723 36.310845, -95.6142544 36.3108706, -95.614055 36.3111893, -95.6138255 36.3115632, -95.6138109 36.311587, -95.6137785 36.3116397)","['3', '2']",,
1050290314,West Patti Page Boulevard,secondary,False,True,113.321,"LINESTRING (-95.6143243 36.3107708, -95.6142299 36.3107328, -95.61418 36.3107128, -95.6137601 36.3105418, -95.6131952 36.3103117)",4,30 mph,OK 20
1050290315,West Patti Page Boulevard,secondary,False,False,113.03999999999999,"LINESTRING (-95.6143243 36.3107708, -95.6144283 36.3108135, -95.6144572 36.3108253, -95.61526 36.3111547, -95.6152813 36.3111635, -95.6154485 36.3112321)",4,30 mph,OK 20
14993353,West Will Rogers Boulevard,tertiary,False,False,113.57300000000001,"LINESTRING (-95.6137785 36.3116397, -95.6138456 36.3116672, -95.6138716 36.3116778, -95.6148131 36.3120624, -95.6148443 36.3120751, -95.614913 36.312094)",2,,
14996140,North Cherokee Avenue,tertiary,False,False,56.272999999999996,"LINESTRING (-95.6137785 36.3116397, -95.6137462 36.3116906, -95.6137327 36.3117119, -95.6134926 36.3120903)",,,
1033880000,West Will Rogers Boulevard,tertiary,False,True,113.757,"LINESTRING (-95.6137785 36.3116397, -95.6137162 36.3116142, -95.6136881 36.3116028, -95.6133349 36.3114582, -95.6127405 36.3112156, -95.6127095 36.3112029, -95.6126462 36.311177)",2,,
"[1050290312, 1050290313]",South Cherokee Avenue,tertiary,False,True,108.30399999999999,"LINESTRING (-95.6137785 36.3116397, -95.6138109 36.311587, -95.6138255 36.3115632, -95.614055 36.3111893, -95.6142544 36.3108706, -95.6142723 36.310845, -95.6143243 36.3107708)","['3', '2']",,
"[14992992, 1050290319]",South Owalla Avenue,tertiary,False,False,221.654,"LINESTRING (-95.6185918 36.3136122, -95.6186644 36.3134959, -95.6187012 36.3134368, -95.6189367 36.3130595, -95.6190151 36.3129338, -95.6191421 36.3127303, -95.6193467 36.3124024, -95.6195044 36.3121497, -95.6195632 36.3120556, -95.6196413 36.311934, -95.619708 36.3118333)","['3', '2']",,
14994040,North Owalla Avenue,tertiary,False,False,114.418,"LINESTRING (-95.6185918 36.3136122, -95.6185145 36.3137283, -95.6180106 36.3145284)",2,,
"[1050173571, 1050173572]",West Will Rogers Boulevard,primary,False,True,145.64299999999997,"LINESTRING (-95.6185918 36.3136122, -95.6178635 36.3133184, -95.6176245 36.3132217, -95.6175654 36.3131978, -95.617294 36.3130812, -95.6172653 36.3130692, -95.6171433 36.313018)",5,35 mph,OK 20; OK 88
1050290311,West Patti Page Boulevard,secondary,False,False,116.33500000000001,"LINESTRING (-95.6109252 36.3093752, -95.6112331 36.3095007, -95.6118732 36.3097617, -95.6120837 36.3098475)",4,30 mph,OK 20
14993049,West Patti Page Boulevard,secondary,False,True,112.17599999999999,"LINESTRING (-95.6131952 36.3103117, -95.6128122 36.3101518, -95.6125962 36.3100615, -95.6124282 36.3099914, -95.612169 36.3098831, -95.6120837 36.3098475)",4,30 mph,OK 20
1039695472,South Muskogee Avenue,tertiary,False,False,108.063,"LINESTRING (-95.6131952 36.3103117, -95.6131494 36.310383, -95.6131326 36.3104092, -95.612929 36.3107305, -95.6126944 36.3111009, -95.6126801 36.3111236, -95.6126462 36.311177)",2,,
1050290314,West Patti Page Boulevard,secondary,False,False,113.321,"LINESTRING (-95.6131952 36.3103117, -95.6137601 36.3105418, -95.61418 36.3107128, -95.6142299 36.3107328, -95.6143243 36.3107708)",4,30 mph,OK 20
"[1050857984, 1050857985, 1050857983]",South Muskogee Avenue,tertiary,False,True,113.498,"LINESTRING (-95.6131952 36.3103117, -95.6132426 36.3102322, -95.6132672 36.3101919, -95.6133455 36.3100635, -95.613469 36.3098607, -95.6136219 36.3096256, -95.6137081 36.3094931, -95.61372 36.3094744, -95.6137665 36.3094008)","['3', '2']",,
584067007,South Missouri Avenue,residential,False,False,107.18799999999999,"LINESTRING (-95.6154485 36.3112321, -95.6153784 36.3113419, -95.6153686 36.3113573, -95.6152464 36.3115488, -95.615175 36.3116607, -95.615156 36.3116918, -95.6151312 36.3117325, -95.6150984 36.3117864, -95.6150673 36.3118375, -95.6150328 36.311894, -95.6150022 36.3119443, -95.614959 36.3120152, -95.6149467 36.3120354, -95.614913 36.312094)",,,
1050290315,West Patti Page Boulevard,secondary,False,True,113.04,"LINESTRING (-95.6154485 36.3112321, -95.6152813 36.3111635, -95.61526 36.3111547, -95.6144572 36.3108253, -95.6144283 36.3108135, -95.6143243 36.3107708)",4,30 mph,OK 20
1050290316,West Patti Page Boulevard,secondary,False,False,113.162,"LINESTRING (-95.6154485 36.3112321, -95.6155285 36.311265, -95.615583 36.3112874, -95.615962 36.3114434, -95.6164427 36.3116412, -95.6165733 36.3116949)",4,30 mph,OK 20
205411924,West Patti Page Boulevard,tertiary,False,True,100.485,"LINESTRING (-95.6176916 36.31215, -95.6175885 36.312108, -95.6173655 36.3120171, -95.6172362 36.3119644, -95.6168913 36.3118239, -95.6167941 36.3117843, -95.6166908 36.3117422)",4,,
"[428034577, 428034573]",South J M Davis Boulevard,tertiary,False,True,112.85199999999999,"LINESTRING (-95.6176916 36.31215, -95.6177935 36.3119893, -95.6180546 36.3115765, -95.6182018 36.3113409, -95.6182182 36.3113165, -95.6182652 36.3112465)","['4', '3']",35 mph,US Historic 66
"[428034581, 428034575]",South J M Davis Boulevard,tertiary,False,False,108.304,"LINESTRING (-95.6176916 36.31215, -95.6175153 36.3124234, -95.6172147 36.3129041, -95.617199 36.3129291, -95.6171433 36.313018)",3,35 mph,US Historic 66
14993138,South Missouri Avenue,residential,False,False,93.027,"LINESTRING (-95.61719 36.3084535, -95.616732 36.3092043)",,,
"[14994400, 14993138, 14993357]","['South Lang Street', 'West Jordan Street', 'South Missouri Avenue']",residential,False,True,310.539,"LINESTRING (-95.61719 36.3084535, -95.6171185 36.308369, -95.6170562 36.3083166, -95.6170694 36.3075053, -95.6171126 36.3074353, -95.6171838 36.3074135, -95.6180009 36.3074121, -95.6181004 36.3074512, -95.6181487 36.3075372, -95.6181506 36.3075865, -95.618181 36.3083617)",,,CR E490
14995260,Washington,residential,False,True,92.597,"LINESTRING (-95.61719 36.3084535, -95.6172884 36.3083726, -95.6178788 36.3083601, -95.6179644 36.3083599, -95.618181 36.3083617)",,,
14993138,South Missouri Avenue,residential,False,True,93.027,"LINESTRING (-95.616732 36.3092043, -95.61719 36.3084535)",,,
14993138,South Missouri Avenue,residential,False,False,140.059,"LINESTRING (-95.616732 36.3092043, -95.6164114 36.3097052, -95.6163467 36.3098062, -95.6160697 36.310239, -95.6160154 36.3103237)",,,
14996232,West Claremore Street,residential,False,False,111.90200000000002,"LINESTRING (-95.616732 36.3092043, -95.6173467 36.3094484, -95.6175508 36.3095369, -95.6176404 36.3095758, -95.6177284 36.309614, -95.6177704 36.3096298, -95.6178462 36.3096584)",,,
14996232,West Claremore Street,residential,False,True,113.71000000000001,"LINESTRING (-95.616732 36.3092043, -95.616174 36.3089639, -95.6156126 36.3087226)",,,
14993138,South Missouri Avenue,residential,False,True,140.059,"LINESTRING (-95.6160154 36.3103237, -95.6160697 36.310239, -95.6163467 36.3098062, -95.6164114 36.3097052, -95.616732 36.3092043)",,,
262095531,West 1st Street,secondary,False,True,112.65899999999999,"LINESTRING (-95.6160154 36.3103237, -95.615923 36.3102856, -95.6157522 36.3102151, -95.6154617 36.3100952, -95.6148963 36.3098619)",2,30 mph,
"[714800075, 714800076]",West 1st Street,secondary,False,False,113.48,"LINESTRING (-95.6160154 36.3103237, -95.6161071 36.3103617, -95.6166581 36.3105903, -95.6169385 36.3107064, -95.6169983 36.3107326, -95.6170265 36.310745, -95.6171392 36.3107942)","['3', '2']",30 mph,
14993353,West Will Rogers Boulevard,tertiary,False,True,113.57300000000001,"LINESTRING (-95.614913 36.312094, -95.6148443 36.3120751, -95.6148131 36.3120624, -95.6138716 36.3116778, -95.6138456 36.3116672, -95.6137785 36.3116397)",2,,
14996449,North Missouri Avenue,residential,False,False,57.578,"LINESTRING (-95.614913 36.312094, -95.6148722 36.3121556, -95.6148614 36.3121729, -95.6146216 36.3125555)",,,
584067007,South Missouri Avenue,residential,False,True,107.188,"LINESTRING (-95.614913 36.312094, -95.6149467 36.3120354, -95.614959 36.3120152, -95.6150022 36.3119443, -95.6150328 36.311894, -95.6150673 36.3118375, -95.6150984 36.3117864, -95.6151312 36.3117325, -95.615156 36.3116918, -95.615175 36.3116607, -95.6152464 36.3115488, -95.6153686 36.3113573, -95.6153784 36.3113419, -95.6154485 36.3112321)",,,
"[1050173568, 1033880001, 1050173569]",West Will Rogers Boulevard,tertiary,False,False,112.852,"LINESTRING (-95.614913 36.312094, -95.6150012 36.3121183, -95.6150327 36.3121317, -95.6153546 36.3122687, -95.6154888 36.3123258, -95.615632 36.3123843, -95.6159389 36.3125073, -95.6159687 36.3125207, -95.6160363 36.3125511)","['4', '3']",,
14994823,North Weenonah Avenue,residential,False,True,113.846,"LINESTRING (-95.6115274 36.3107091, -95.6113642 36.3109753, -95.6112452 36.3111548, -95.6109392 36.3116165)",,,
1033879996,West Will Rogers Boulevard,tertiary,False,False,37.730000000000004,"LINESTRING (-95.6115274 36.3107091, -95.61163 36.3107535, -95.6118984 36.3108696)",2,,
"[1033879997, 1033879999]",West Will Rogers Boulevard,tertiary,False,True,75.23,"LINESTRING (-95.6126462 36.311177, -95.6125748 36.311147, -95.61254 36.3111324, -95.6122236 36.3109993, -95.6120708 36.3109351, -95.6118984 36.3108696)","['3', '2']",,
1033880000,West Will Rogers Boulevard,tertiary,False,False,113.75699999999999,"LINESTRING (-95.6126462 36.311177, -95.6127095 36.3112029, -95.6127405 36.3112156, -95.6133349 36.3114582, -95.6136881 36.3116028, -95.6137162 36.3116142, -95.6137785 36.3116397)",2,,
1039695472,South Muskogee Avenue,tertiary,False,True,108.06299999999999,"LINESTRING (-95.6126462 36.311177, -95.6126801 36.3111236, -95.6126944 36.3111009, -95.612929 36.3107305, -95.6131326 36.3104092, -95.6131494 36.310383, -95.6131952 36.3103117)",2,,
1050290317,North Muskogee Avenue,residential,False,False,52.363,"LINESTRING (-95.6126462 36.311177, -95.6126088 36.3112353, -95.6125943 36.3112581, -95.6123947 36.311602)",2,,
"[428034560, 428034562]",North J. M. Davis Boulevard,tertiary,False,False,114.551,"LINESTRING (-95.6171433 36.313018, -95.6170885 36.3131048, -95.6170741 36.3131276, -95.6170237 36.3132072, -95.6168431 36.3134958, -95.6165832 36.3139439)","['4', '2']",35 mph,US Historic 66
"[428034581, 428034575]",South J M Davis Boulevard,tertiary,False,True,108.304,"LINESTRING (-95.6171433 36.313018, -95.617199 36.3129291, -95.6172147 36.3129041, -95.6175153 36.3124234, -95.6176916 36.31215)",3,35 mph,US Historic 66
"[1050173570, 436313107]",West Will Rogers Boulevard,primary,False,True,100.59300000000002,"LINESTRING (-95.6171433 36.313018, -95.6170855 36.3129935, -95.6170667 36.3129855, -95.6168255 36.3128834, -95.6166966 36.3128288, -95.6162794 36.3126603, -95.6162452 36.3126449, -95.6161472 36.3126009)",5,35 mph,OK 20; OK 88
"[1050173571, 1050173572]",West Will Rogers Boulevard,primary,False,False,145.643,"LINESTRING (-95.6171433 36.313018, -95.6172653 36.3130692, -95.617294 36.3130812, -95.6175654 36.3131978, -95.6176245 36.3132217, -95.6178635 36.3133184, -95.6185918 36.3136122)",5,35 mph,OK 20; OK 88
14996140,North Cherokee Avenue,tertiary,False,False,115.981,"LINESTRING (-95.6120628 36.3143885, -95.611475 36.3153178)",,,
629124903,West 6th Street,residential,False,True,35.202,"LINESTRING (-95.6120628 36.3143885, -95.6124132 36.3145317)",,,
14996140,North Cherokee Avenue,tertiary,False,True,115.951,"LINESTRING (-95.6120628 36.3143885, -95.6123967 36.3138409, -95.6126402 36.3134553)",,,
629124903,West 6th Street,residential,False,False,113.305,"LINESTRING (-95.6120628 36.3143885, -95.6115293 36.3141804, -95.610931 36.3139341)",,,
14993592,West 6th Street,residential,False,False,62.859,"LINESTRING (-95.6132081 36.3148771, -95.6125863 36.3146153)",,,
14993592,West 6th Street,residential,False,True,58.16,"LINESTRING (-95.6132081 36.3148771, -95.6137917 36.3151061)",,,
14996449,North Missouri Avenue,residential,False,False,120.436,"LINESTRING (-95.6132081 36.3148771, -95.6129252 36.315309, -95.6128628 36.3154214, -95.612838 36.3155295, -95.6128442 36.3157082, -95.612843 36.3158911)",,,
