osmid,oneway,name,highway,access,reversed,length,maxspeed,geometry,bridge,lanes,ref
17179591,False,Holabird Avenue,tertiary,yes,False,96.164,,"LINESTRING (-73.0576801 41.9235835, -73.058835 41.9236812)",,,
1018865774,False,Holabird Avenue,tertiary,yes,True,105.476,,"LINESTRING (-73.0576801 41.9235835, -73.0564125 41.9234822)",,,
17197438,False,Gilbert Avenue,residential,,True,72.636,25 mph,"LINESTRING (-73.0576801 41.9235835, -73.05766 41.9234882, -73.0576421 41.9233812, -73.0576464 41.9231677, -73.0576429 41.92307, -73.0576332 41.9229758, -73.0576171 41.9229343)",,,
17179591,False,Holabird Avenue,tertiary,yes,True,96.164,,"LINESTRING (-73.058835 41.9236812, -73.0576801 41.9235835)",,,
"[666366898, 666366899, 17179591]",False,Holabird Avenue,tertiary,yes,False,98.233,,"LINESTRING (-73.058835 41.9236812, -73.0589153 41.9236951, -73.059026 41.9237014, -73.0591773 41.9237104, -73.0593871 41.9237229, -73.0599224 41.9237549, -73.0600167 41.9237605)",yes,,
17192441,False,Whiting Street,residential,,True,501.668,25 mph,"LINESTRING (-73.058835 41.9236812, -73.0588285 41.923604, -73.0588219 41.9235267, -73.0585128 41.9221915, -73.0584477 41.9219965, -73.0582237 41.9213259, -73.057966 41.9205565, -73.0578772 41.9203293, -73.057704 41.9199623, -73.0575081 41.9194484, -73.0574824 41.9193516, -73.0574768 41.9192931)",,,
17187945,False,Holabird Avenue,residential,,False,217.28,,"LINESTRING (-73.0600167 41.9237605, -73.0600953 41.9237736, -73.0605068 41.9238421, -73.060569 41.9238525, -73.0607354 41.9238802, -73.0608443 41.9238983, -73.062578 41.9241925)",,,
452964843,False,North Main Street,primary,,False,148.983,30 mph,"LINESTRING (-73.0600167 41.9237605, -73.0599853 41.9240821, -73.059984 41.9240954, -73.0599729 41.9242092, -73.059929 41.9246595, -73.0598828 41.9250145, -73.0598949 41.9250528, -73.059892 41.9250952)",,2,CT 8
452964843,False,North Main Street,primary,,True,57.524,30 mph,"LINESTRING (-73.0600167 41.9237605, -73.0600355 41.9234127, -73.0600641 41.9232448)",,2,CT 8
"[666366898, 666366899, 17179591]",False,Holabird Avenue,tertiary,yes,True,98.233,,"LINESTRING (-73.0600167 41.9237605, -73.0599224 41.9237549, -73.0593871 41.9237229, -73.0591773 41.9237104, -73.059026 41.9237014, -73.0589153 41.9236951, -73.058835 41.9236812)",yes,,
"[61238644, 1090874949]",False,South Main Street,trunk,,False,277.09400000000005,30 mph,"LINESTRING (-73.0562713 41.9168564, -73.0565187 41.9173249, -73.0566178 41.9175127, -73.0566393 41.9175511, -73.0567531 41.9177561, -73.0567881 41.9178205, -73.0570763 41.9184719, -73.0572317 41.9187937, -73.0572408 41.9188125, -73.0573168 41.9189288, -73.0573954 41.9190349, -73.0575168 41.9191618)",,3,US 44;CT 8;CT 183
"[17196345, 887402140]",False,Main Street,trunk,,False,243.45000000000002,30 mph,"LINESTRING (-73.060579 41.9209983, -73.0607884 41.9210316, -73.0609113 41.9210502, -73.0611581 41.9210734, -73.0613642 41.9210701, -73.0615476 41.9210604, -73.0616362 41.9210566, -73.0617043 41.9210523, -73.0618705 41.9210429, -73.0619412 41.9210387, -73.0625319 41.9210039, -73.0625809 41.9210009, -73.0626154 41.9209987, -73.0626913 41.9209954, -73.0628398 41.9209847, -73.0628907 41.9209814, -73.0630863 41.9209685, -73.0635051 41.920941)",,2,US 44;CT 183
61238649,False,South Main Street,trunk,,False,76.852,30 mph,"LINESTRING (-73.060579 41.9209983, -73.0602802 41.9209233, -73.0600509 41.9208439, -73.0597196 41.9207379)",,4,US 44;CT 8;CT 183
"[17192656, 237057483, 237057484]",False,Rowley Street,secondary,,True,335.17,35 mph,"LINESTRING (-73.060579 41.9209983, -73.060738 41.9208977, -73.0609472 41.9206307, -73.0610698 41.9204696, -73.0611892 41.9203343, -73.0615121 41.9199683, -73.0615248 41.9199539, -73.0619629 41.9194631, -73.0622605 41.9191365, -73.0623992 41.9189824, -73.0625036 41.9188586, -73.0625791 41.9187441, -73.0626655 41.9185717, -73.0627118 41.9184558)",yes,,
"[17186116, 452964846]",True,Park Place,primary,,False,230.308,30 mph,"LINESTRING (-73.0602876 41.9230018, -73.0602978 41.9229258, -73.0603021 41.9228213, -73.0603252 41.9224972, -73.0603377 41.9221566, -73.0603388 41.9220014, -73.0603504 41.9217365, -73.0603646 41.9212123, -73.060365 41.9212027, -73.060414 41.9210924, -73.060579 41.9209983)",,2,CT 8
17193458,False,Grove Street,residential,,False,213.03699999999998,,"LINESTRING (-73.0602876 41.9230018, -73.0603757 41.923014, -73.0609907 41.923099, -73.0620204 41.9232504, -73.0628181 41.923356)",,,
452964843,False,North Main Street,primary,,False,57.524,30 mph,"LINESTRING (-73.0600641 41.9232448, -73.0600355 41.9234127, -73.0600167 41.9237605)",,2,CT 8
659143760,True,Park Place,primary,,False,33.794000000000004,30 mph,"LINESTRING (-73.0600641 41.9232448, -73.0601699 41.923183, -73.0602114 41.9231457, -73.0602492 41.9230945, -73.0602876 41.9230018)",,2,CT 8
1090839094,True,Chestnut Street,residential,,False,197.74199999999996,25 mph,"LINESTRING (-73.0655643 41.9229337, -73.0655324 41.9232886, -73.06551 41.9235366, -73.0654853 41.9236483, -73.065385 41.924019, -73.0653786 41.9240637, -73.0653435 41.9242399, -73.0652738 41.9246178, -73.0652699 41.924639, -73.0652586 41.9246952)",,1,
17187945,False,Holabird Avenue,residential,,True,134.18,,"LINESTRING (-73.0652586 41.9246952, -73.0650475 41.9246562, -73.0646295 41.9245699, -73.0637514 41.9243885, -73.0636939 41.9243779)",,,
17187942,False,Holabird Avenue,residential,yes,False,106.531,,"LINESTRING (-73.0542378 41.9230573, -73.0549271 41.9231913, -73.0554829 41.9233015)",,,
17187942,False,Holabird Avenue,residential,yes,False,74.138,,"LINESTRING (-73.0554829 41.9233015, -73.0563495 41.9234712)",,,
17187942,False,Holabird Avenue,residential,yes,True,106.531,,"LINESTRING (-73.0554829 41.9233015, -73.0549271 41.9231913, -73.0542378 41.9230573)",,,
17197802,False,Waldron Street,residential,,False,267.742,,"LINESTRING (-73.0554829 41.9233015, -73.0554575 41.9233691, -73.055138 41.92422, -73.0550486 41.9245237, -73.0549628 41.9256652)",,,
1018865774,False,Holabird Avenue,tertiary,yes,False,105.476,,"LINESTRING (-73.0564125 41.9234822, -73.0576801 41.9235835)",,,
1018865774,False,Holabird Avenue,tertiary,yes,True,5.354,,"LINESTRING (-73.0564125 41.9234822, -73.0563495 41.9234712)",,,
17189618,False,Walnut Street,residential,,True,95.112,,"LINESTRING (-73.062578 41.9241925, -73.0628181 41.923356)",,2,
17187945,False,Holabird Avenue,residential,,False,94.609,,"LINESTRING (-73.062578 41.9241925, -73.0633858 41.9243205, -73.0636206 41.9243657, -73.0636939 41.9243779)",,,
17187945,False,Holabird Avenue,residential,,True,217.27999999999997,,"LINESTRING (-73.062578 41.9241925, -73.0608443 41.9238983, -73.0607354 41.9238802, -73.060569 41.9238525, -73.0605068 41.9238421, -73.0600953 41.9237736, -73.0600167 41.9237605)",,,
17189618,False,Walnut Street,residential,,False,154.96499999999997,,"LINESTRING (-73.062578 41.9241925, -73.0621994 41.9255006, -73.0621837 41.9255549)",,2,
17187945,False,Holabird Avenue,residential,,False,134.18,,"LINESTRING (-73.0636939 41.9243779, -73.0637514 41.9243885, -73.0646295 41.9245699, -73.0650475 41.9246562, -73.0652586 41.9246952)",,,
17187945,False,Holabird Avenue,residential,,True,94.60900000000001,,"LINESTRING (-73.0636939 41.9243779, -73.0636206 41.9243657, -73.0633858 41.9243205, -73.062578 41.9241925)",,,
1090874923,True,Oak Street,residential,,False,95.935,25 mph,"LINESTRING (-73.0636939 41.9243779, -73.0637077 41.9243023, -73.063832 41.9238346, -73.0639219 41.9235322)",,,
17189618,False,Walnut Street,residential,,False,274.524,,"LINESTRING (-73.0635051 41.920941, -73.0634849 41.9210486, -73.0633744 41.9214376, -73.0632469 41.9218986, -73.0630761 41.9224542, -73.0628181 41.923356)",,2,
"[17196345, 887402140]",False,Main Street,trunk,,True,243.45,30 mph,"LINESTRING (-73.0635051 41.920941, -73.0630863 41.9209685, -73.0628907 41.9209814, -73.0628398 41.9209847, -73.0626913 41.9209954, -73.0626154 41.9209987, -73.0625809 41.9210009, -73.0625319 41.9210039, -73.0619412 41.9210387, -73.0618705 41.9210429, -73.0617043 41.9210523, -73.0616362 41.9210566, -73.0615476 41.9210604, -73.0613642 41.9210701, -73.0611581 41.9210734, -73.0609113 41.9210502, -73.0607884 41.9210316, -73.060579 41.9209983)",,2,US 44;CT 183
1090874924,False,Main Street,trunk,,False,84.09899999999999,30 mph,"LINESTRING (-73.0635051 41.920941, -73.063561 41.9209382, -73.0640668 41.9209155, -73.0642224 41.9209132, -73.0644563 41.9209154, -73.0645204 41.9209178)",,2,US 44;CT 183
17189618,False,Walnut Street,residential,,False,95.112,,"LINESTRING (-73.0628181 41.923356, -73.062578 41.9241925)",,2,
17193458,False,Grove Street,residential,,False,93.399,,"LINESTRING (-73.0628181 41.923356, -73.0639219 41.9235322)",,,
17189618,False,Walnut Street,residential,,True,274.524,,"LINESTRING (-73.0628181 41.923356, -73.0630761 41.9224542, -73.0632469 41.9218986, -73.0633744 41.9214376, -73.0634849 41.9210486, -73.0635051 41.920941)",,2,
17193458,False,Grove Street,residential,,True,213.03699999999998,,"LINESTRING (-73.0628181 41.923356, -73.0620204 41.9232504, -73.0609907 41.923099, -73.0603757 41.923014, -73.0602876 41.9230018)",,,
17189618,False,Walnut Street,residential,,True,154.96499999999997,,"LINESTRING (-73.0621837 41.9255549, -73.0621994 41.9255006, -73.062578 41.9241925)",,2,
17198976,False,Wetmore Avenue,tertiary,,True,196.39000000000001,25 mph,"LINESTRING (-73.0621837 41.9255549, -73.0621208 41.9255427, -73.0611005 41.9253441, -73.0609667 41.9253175, -73.060763 41.9252771, -73.0606441 41.9252535, -73.0600366 41.9251215, -73.0599582 41.9251091, -73.059892 41.9250952)",,,
121772511,True,Main Street,trunk,,False,107.417,30 mph,"LINESTRING (-73.0645204 41.9209178, -73.064627 41.9209642, -73.064941 41.9210119, -73.0653589 41.9211135, -73.0657506 41.9212148)",,2,US 44;CT 183
1090874924,False,Main Street,trunk,,True,84.099,30 mph,"LINESTRING (-73.0645204 41.9209178, -73.0644563 41.9209154, -73.0642224 41.9209132, -73.0640668 41.9209155, -73.063561 41.9209382, -73.0635051 41.920941)",,2,US 44;CT 183
17193458,False,Grove Street,residential,,True,93.399,,"LINESTRING (-73.0639219 41.9235322, -73.0628181 41.923356)",,,
452964842,True,Oak Street,residential,,False,295.505,25 mph,"LINESTRING (-73.0639219 41.9235322, -73.0640363 41.9231451, -73.0640395 41.923066, -73.0641281 41.9227724, -73.0641766 41.9226475, -73.0642053 41.9225479, -73.0642955 41.9222219, -73.0643472 41.9220331, -73.0643918 41.9218568, -73.0644191 41.9217439, -73.0644504 41.9215323, -73.064476 41.9212593, -73.0645061 41.9210281, -73.0645204 41.9209178)",,,
17192441,False,Whiting Street,residential,,False,15.158000000000001,25 mph,"LINESTRING (-73.0575168 41.9191618, -73.0574769 41.9192472, -73.0574768 41.9192931)",,,
