osmid,bridge,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed
"[1060438563, 520203366, 19851186, 398620828, 490719390]",yes,True,"['1', '4']",motorway_link,False,395.93999999999994,"LINESTRING (-87.9226924 43.0335655, -87.9226552 43.0336595, -87.9226911 43.0338427, -87.9227521 43.034057, -87.9228004 43.0341766, -87.9228406 43.0342727, -87.9228889 43.0343687, -87.9230525 43.0346373, -87.9231732 43.0348491, -87.9233905 43.0352451, -87.9235407 43.0355176, -87.9236265 43.035745, -87.9237204 43.0360077, -87.9237922 43.0362404, -87.9238399 43.0363911, -87.9238611 43.0365214, -87.9239045 43.0366804, -87.9239832 43.0369683)",,,
"[123680966, 65699743]",yes,True,2,motorway,False,592.8220000000001,"LINESTRING (-87.9226924 43.0335655, -87.9228023 43.0338647, -87.922933 43.0341469, -87.9229905 43.0342564, -87.9232383 43.0346386, -87.9236081 43.035155, -87.9243068 43.0361328, -87.924467 43.0363782, -87.9245509 43.0365347, -87.9246681 43.0368048, -87.9247534 43.0370444, -87.9248312 43.0373523, -87.924887 43.037711, -87.9248492 43.0385629)",I 43,North-South Freeway,50 mph
"[176724144, 1050978371, 19849982]",cantilever,True,2,motorway,False,762.1280000000002,"LINESTRING (-87.927893 43.0355912, -87.9274504 43.0355378, -87.9270001 43.0355067, -87.92669 43.0354829, -87.9264262 43.0354518, -87.9262464 43.0354244, -87.9258736 43.035346, -87.9256537 43.0352832, -87.9253921 43.0352009, -87.9252322 43.0351379, -87.9250877 43.0350793, -87.924782 43.0349284, -87.9245245 43.0347794, -87.9243126 43.0346382, -87.9240792 43.0344598, -87.9238351 43.0342285, -87.9237037 43.0340775, -87.9235776 43.0339285, -87.9234274 43.0336952, -87.9233175 43.0335011, -87.9232316 43.0332991, -87.9231458 43.0330286, -87.9230895 43.0327561, -87.9229722 43.0321181, -87.9229017 43.0317346, -87.9227998 43.0308935)",I 94,,50 mph
369445336,cantilever,True,2,motorway,False,268.56399999999996,"LINESTRING (-87.927893 43.0355912, -87.9274182 43.0356054, -87.9268362 43.0355878, -87.9262742 43.035562, -87.9256383 43.0355246, -87.9250554 43.0354904, -87.9245956 43.035468)",I 794,East-West Freeway,50 mph
"[123680970, 1050988867]",yes,True,"['3', '2']",motorway,False,283.495,"LINESTRING (-87.9229393 43.0334325, -87.9228964 43.0332658, -87.9228239 43.0329404, -87.922781 43.0325688, -87.9227556 43.0322159, -87.9227529 43.031912, -87.9227422 43.031513, -87.9227998 43.0308935)",I 43,North-South Freeway,50 mph
"[520049064, 18987836]",,False,2,unclassified,True,151.948,"LINESTRING (-87.9175597 43.034678, -87.9175584 43.0347762, -87.9175562 43.0349276, -87.9175549 43.0350237, -87.9175515 43.0352992, -87.9175499 43.0353704, -87.9175405 43.0358378, -87.9175386 43.035935, -87.9175367 43.0360444)",,North 5th Street,25 mph
"[118780304, 405952229]",,False,2,tertiary,False,119.52700000000002,"LINESTRING (-87.9175597 43.034678, -87.9176901 43.0346786, -87.9180607 43.0346757, -87.9190302 43.0346849)",,West Saint Paul Avenue,30 mph
"[520049064, 18987836]",,False,2,unclassified,False,151.948,"LINESTRING (-87.9175367 43.0360444, -87.9175386 43.035935, -87.9175405 43.0358378, -87.9175499 43.0353704, -87.9175515 43.0352992, -87.9175549 43.0350237, -87.9175562 43.0349276, -87.9175584 43.0347762, -87.9175597 43.034678)",,North 5th Street,25 mph
520199092,,False,2,unclassified,True,154.522,"LINESTRING (-87.9175367 43.0360444, -87.9175352 43.0361279, -87.9175318 43.0362926, -87.9175293 43.0364448, -87.9175295 43.0364573, -87.9175269 43.0366047, -87.9175262 43.0366481, -87.917526 43.0366597, -87.917525 43.0367151, -87.9175239 43.0367768, -87.91752 43.037002, -87.9175125 43.0373373, -87.9175103 43.0374339)",,North 5th Street,25 mph
"[115238825, 1070306580]",,True,3,secondary,False,113.97900000000001,"LINESTRING (-87.9175367 43.0360444, -87.9176563 43.036041, -87.9182317 43.0360548, -87.9183013 43.0360572, -87.9188464 43.036073, -87.9189381 43.0360756)",,West Clybourn Street,30 mph
397474495,,False,2,unclassified,True,153.61399999999998,"LINESTRING (-87.9175103 43.0374339, -87.917509 43.0375223, -87.9175044 43.037835, -87.9175031 43.0379223, -87.9175017 43.0380143, -87.9175013 43.0380434, -87.9175007 43.0380747, -87.9175001 43.0381074, -87.9175001 43.0381237, -87.9175 43.0381413, -87.9174912 43.0387254, -87.9174898 43.0388153)",,North 5th Street,25 mph
520199092,,False,2,unclassified,False,154.522,"LINESTRING (-87.9175103 43.0374339, -87.9175125 43.0373373, -87.91752 43.037002, -87.9175239 43.0367768, -87.917525 43.0367151, -87.917526 43.0366597, -87.9175262 43.0366481, -87.9175269 43.0366047, -87.9175295 43.0364573, -87.9175293 43.0364448, -87.9175318 43.0362926, -87.9175352 43.0361279, -87.9175367 43.0360444)",,North 5th Street,25 mph
"[1209142400, 519448340, 1209142399]",,False,4,tertiary,True,62.484,"LINESTRING (-87.9175103 43.0374339, -87.9176069 43.0374337, -87.9178221 43.0374319, -87.9180541 43.0374322, -87.9182791 43.0374324)",,West Michigan Street,30 mph
397474495,,False,2,unclassified,False,153.614,"LINESTRING (-87.9174898 43.0388153, -87.9174912 43.0387254, -87.9175 43.0381413, -87.9175001 43.0381237, -87.9175001 43.0381074, -87.9175007 43.0380747, -87.9175013 43.0380434, -87.9175017 43.0380143, -87.9175031 43.0379223, -87.9175044 43.037835, -87.917509 43.0375223, -87.9175103 43.0374339)",,North 5th Street,25 mph
"[520357648, 475199983]",,False,2,secondary,False,115.29499999999999,"LINESTRING (-87.9174898 43.0388153, -87.9175966 43.0388159, -87.918265 43.0388187, -87.9184442 43.03882, -87.9187971 43.0388209, -87.9189084 43.038821)",,West Wisconsin Avenue,30 mph
"[96190168, 400433289, 96190170, 490719415]",yes,True,"['3', '2']",tertiary,False,157.392,"LINESTRING (-87.9258978 43.0368273, -87.9257823 43.036878, -87.9257162 43.0369064, -87.925588 43.036951, -87.925468 43.036983, -87.9253468 43.0370192, -87.9251954 43.0370546, -87.9251267 43.0370707, -87.9250083 43.0370994, -87.9249183 43.0371163, -87.9248557 43.037122, -87.9246841 43.0371493, -87.9245845 43.0371665, -87.9244175 43.0371913, -87.9242254 43.0372202, -87.9240603 43.0372436)",,West Tory Hill Street,
"[490955795, 492223335]",,True,3,tertiary,False,147.935,"LINESTRING (-87.9203861 43.0361125, -87.9203861 43.0361753, -87.920386 43.0362873, -87.920384 43.036754, -87.9203824 43.0371247, -87.9203846 43.0373458, -87.9203855 43.0374429)",,North James Lovell Street,30 mph
"[19851174, 1079385066, 1048183661, 176724270, 490955797]",yes,True,"['1', '3', '2']",motorway_link,False,381.59,"LINESTRING (-87.9203861 43.0361125, -87.9208501 43.0361267, -87.9210572 43.036133, -87.9211803 43.0361264, -87.9213431 43.0361066, -87.9214591 43.0360836, -87.9215922 43.0360515, -87.9216902 43.0360218, -87.921975 43.0359353, -87.9222952 43.0358539, -87.9226449 43.035779, -87.9229512 43.0357219, -87.9232712 43.0356879, -87.923499 43.0356707, -87.9237936 43.0356646, -87.9246153 43.0356734, -87.9249869 43.0356754)",,,
689699211,,True,3,tertiary,False,12.153,"LINESTRING (-87.9240603 43.0372436, -87.9241018 43.0373486)",,North 10th Street,30 mph
18988694,,True,2,tertiary,False,23.397,"LINESTRING (-87.9240603 43.0372436, -87.9240009 43.0372522, -87.9237779 43.0372845)",,West Michigan Street,30 mph
704008203,,False,,secondary,False,10.07,"LINESTRING (-87.9203144 43.0388285, -87.9204383 43.0388293)",,West Wisconsin Avenue,30 mph
"[1237563281, 1237563282, 1237563283, 519492711]",,False,,secondary,True,102.84499999999998,"LINESTRING (-87.9203144 43.0388285, -87.9202145 43.0388279, -87.9201159 43.0388269, -87.9199067 43.038825, -87.9198149 43.0388245, -87.9197185 43.0388248, -87.9196483 43.0388244, -87.9192853 43.0388221, -87.9191567 43.0388218, -87.919049 43.0388211)",,West Wisconsin Avenue,30 mph
570052598,,False,,unclassified,True,151.833,"LINESTRING (-87.9217466 43.038838, -87.9218349 43.0387167, -87.9218352 43.0387034, -87.9218422 43.0383937, -87.9218429 43.0383132, -87.9218433 43.0382583, -87.9218445 43.0380457, -87.9218503 43.0375527, -87.921851 43.0374887)",,North 8th Street,25 mph
"[445609380, 1237563280, 1086676467, 1237470778, 1237470779]",,False,2,secondary,True,106.333,"LINESTRING (-87.9217466 43.038838, -87.9216391 43.0388372, -87.9211692 43.0388338, -87.9211359 43.0388336, -87.921112 43.0388334, -87.9208212 43.0388319, -87.9207259 43.0388308, -87.9205797 43.0388289, -87.9204778 43.0388295, -87.9204383 43.0388293)",,West Wisconsin Avenue,30 mph
"[645338397, 1235547007]",,True,,secondary,False,108.224,"LINESTRING (-87.9217466 43.038838, -87.9218762 43.0388384, -87.9225185 43.0388402, -87.9226981 43.038841, -87.922977 43.0388419, -87.923078 43.0388371)",,West Wisconsin Avenue,30 mph
498409118,,True,1,unclassified,False,21.138,"LINESTRING (-87.923078 43.0388371, -87.923074 43.0388967, -87.9230766 43.0389272, -87.9230806 43.0389728, -87.9231104 43.0390224)",,North 9th Street,30 mph
645338397,,True,,secondary,False,19.483,"LINESTRING (-87.923078 43.0388371, -87.9232994 43.0388286, -87.9233174 43.0388279)",,West Wisconsin Avenue,30 mph
687878026,,False,,tertiary,False,13.266,"LINESTRING (-87.9272236 43.0387388, -87.9272251 43.0386195)",,North 12th Street,30 mph
"[1235550625, 519448341]",,False,4,tertiary,False,61.388,"LINESTRING (-87.9203855 43.0374429, -87.9202754 43.0374423, -87.9201235 43.0374415, -87.9198643 43.0374413, -87.9198059 43.0374418, -87.9196551 43.0374403, -87.9196302 43.0374404)",,West Michigan Street,30 mph
"[397280089, 997692162, 997692163]",,False,4,tertiary,True,89.638,"LINESTRING (-87.9203855 43.0374429, -87.9204937 43.0374435, -87.9211127 43.0374472, -87.921247 43.0374489, -87.9214883 43.0374533)",,West Michigan Street,30 mph
"[1236469320, 1236469321, 1236469322]",,True,3,tertiary,False,104.44800000000001,"LINESTRING (-87.9203855 43.0374429, -87.9203844 43.0375455, -87.9203808 43.0378565, -87.9203802 43.0379453, -87.9203801 43.0379556, -87.9203793 43.0380316, -87.9203778 43.0381727, -87.9203767 43.0382425, -87.9203755 43.0383822)",,North James Lovell Street,30 mph
"[18991241, 724651822]",,False,2,tertiary,False,99.173,"LINESTRING (-87.9282158 43.0338811, -87.9282147 43.0339363, -87.9282129 43.034049, -87.9282122 43.034085, -87.9282118 43.0341138, -87.9282097 43.0342351, -87.9282022 43.0346747, -87.9282002 43.0347729)",,North 13th Street,30 mph
"[1123363171, 18997675]",,False,2,unclassified,"[False, True]",120.553,"LINESTRING (-87.9282158 43.0338811, -87.9280757 43.0338742, -87.9280176 43.0338713, -87.927428 43.033866, -87.9270304 43.0338624, -87.926892 43.0338611, -87.9268891 43.0339478, -87.9268881 43.0339772)",,"['West Mount Vernon Avenue', 'North 12th Street']",
400470881,,False,2,unclassified,False,48.848,"LINESTRING (-87.9268946 43.0347694, -87.926895 43.034849, -87.9268949 43.0348761, -87.9268948 43.0348963, -87.9268945 43.0350274, -87.9268941 43.0352087)",,North 12th Street,
400470881,,False,2,unclassified,True,73.211,"LINESTRING (-87.9268946 43.0347694, -87.9268948 43.034672, -87.9268948 43.0346429, -87.9268952 43.034353, -87.9268953 43.0342827, -87.9268953 43.034227, -87.9268953 43.0342177, -87.9268955 43.0341282, -87.9268955 43.034111)",,North 12th Street,
"[1210076300, 724636926]",,False,"['4', '2']",tertiary,False,106.38800000000002,"LINESTRING (-87.9268946 43.0347694, -87.9269945 43.0347791, -87.9270159 43.0347812, -87.9270756 43.0347817, -87.9274115 43.0347844, -87.9276011 43.034786, -87.9276575 43.0347864, -87.9277134 43.0347869, -87.9277694 43.0347874, -87.9278248 43.0347877, -87.9279131 43.0347885, -87.928055 43.0347896, -87.9280756 43.0347901, -87.9282002 43.0347729)",,West Saint Paul Avenue,30 mph
"[520049049, 1210076300]",,False,2,tertiary,True,550.389,"LINESTRING (-87.9268946 43.0347694, -87.9268072 43.0347609, -87.9267255 43.034753, -87.9265633 43.0347433, -87.9262742 43.0347367, -87.9260542 43.0347356, -87.9260056 43.0347353, -87.9259162 43.0347348, -87.9248446 43.03473, -87.9243306 43.0347253, -87.922761 43.0347177, -87.9208031 43.0347034, -87.9201252 43.0347004)",,West Saint Paul Avenue,30 mph
"[18991241, 724651822]",,False,2,tertiary,True,99.173,"LINESTRING (-87.9282002 43.0347729, -87.9282022 43.0346747, -87.9282097 43.0342351, -87.9282118 43.0341138, -87.9282122 43.034085, -87.9282129 43.034049, -87.9282147 43.0339363, -87.9282158 43.0338811)",,North 13th Street,30 mph
697594350,,True,2,tertiary,False,58.962999999999994,"LINESTRING (-87.9282002 43.0347729, -87.9281354 43.0348694, -87.9281111 43.0352918)",,North 13th Street,30 mph
"[1210076300, 724636926]",,False,"['4', '2']",tertiary,True,106.38799999999999,"LINESTRING (-87.9282002 43.0347729, -87.9280756 43.0347901, -87.928055 43.0347896, -87.9279131 43.0347885, -87.9278248 43.0347877, -87.9277694 43.0347874, -87.9277134 43.0347869, -87.9276575 43.0347864, -87.9276011 43.034786, -87.9274115 43.0347844, -87.9270756 43.0347817, -87.9270159 43.0347812, -87.9269945 43.0347791, -87.9268946 43.0347694)",,West Saint Paul Avenue,30 mph
400470881,,False,2,unclassified,True,48.848,"LINESTRING (-87.9268941 43.0352087, -87.9268945 43.0350274, -87.9268948 43.0348963, -87.9268949 43.0348761, -87.926895 43.034849, -87.9268946 43.0347694)",,North 12th Street,
"[519691121, 519691122]",cantilever,True,2,motorway_link,False,267.053,"LINESTRING (-87.9245956 43.035468, -87.9244007 43.0354221, -87.9239147 43.0353553, -87.9235039 43.0353023, -87.9232805 43.0352793, -87.9228744 43.0352354, -87.9227404 43.0352231, -87.9225566 43.0352121, -87.9224199 43.0352123, -87.9223502 43.0352124, -87.9219987 43.03524, -87.9213477 43.0352842)",,,
"[405919896, 183512595, 1042131110]","['yes', 'cantilever']",True,2,motorway,False,366.666,"LINESTRING (-87.9245956 43.035468, -87.9242586 43.0354485, -87.9231273 43.0354062, -87.92287 43.0354042, -87.9225715 43.0354268, -87.9209744 43.035538, -87.9205588 43.0355647, -87.9200976 43.0355786)",I 794,East-West Freeway,50 mph
50675851,yes,True,2,motorway_link,False,246.281,"LINESTRING (-87.9198777 43.0353123, -87.9196926 43.0353487, -87.9193915 43.0353871, -87.918946 43.0354205, -87.9185544 43.0354284, -87.918055 43.0354369, -87.9174427 43.0354478, -87.9168615 43.0354538)",,,
"[65699745, 491165485, 491165486, 19849958]",yes,True,1,motorway_link,False,882.8270000000002,"LINESTRING (-87.9250848 43.039045, -87.9251083 43.0389221, -87.9251225 43.038848, -87.9251635 43.0386788, -87.9251868 43.0385522, -87.9252153 43.0383979, -87.9252452 43.0382166, -87.9252902 43.0379317, -87.9253152 43.0375514, -87.9253112 43.0373058, -87.9252759 43.0368766, -87.9252496 43.0364935, -87.9252137 43.0362106, -87.9251902 43.0360519, -87.925117 43.0357716, -87.9250599 43.0356109, -87.9249385 43.035411, -87.9248817 43.035336, -87.924759 43.0351925, -87.924599 43.0350397, -87.9244125 43.0349077, -87.9242403 43.0347979, -87.9240035 43.0346867, -87.9237503 43.0345877, -87.9235673 43.0345346, -87.9233106 43.0345003, -87.9230835 43.0344784, -87.9228509 43.0344593, -87.9226538 43.0344648, -87.9225279 43.034473, -87.9223801 43.0344812, -87.9221174 43.0345277, -87.9219504 43.034566, -87.9217041 43.0346426, -87.9214003 43.0347822, -87.9211841 43.0348835, -87.9210062 43.0349601, -87.920686 43.0350997, -87.9204819 43.0351753, -87.9198777 43.0353123)",,,
"[32706432, 65699758, 491165487, 491165488, 688764981]",yes,True,"['3', '2']",motorway,False,659.1949999999999,"LINESTRING (-87.9250848 43.039045, -87.9250835 43.038921, -87.9250796 43.0385524, -87.9250765 43.0382548, -87.925082 43.0376993, -87.9250259 43.0373371, -87.9248905 43.036804, -87.9247159 43.0363883, -87.9245692 43.0361273, -87.9244012 43.0358675, -87.9238172 43.0350456, -87.9233443 43.0343696, -87.9232263 43.0341706, -87.9230935 43.0339089, -87.9230046 43.0336812, -87.9229393 43.0334325)",I 43,North-South Freeway,50 mph
"[65699744, 106608883]",yes,True,1,motorway_link,False,630.0090000000001,"LINESTRING (-87.9193763 43.0359279, -87.9211111 43.0359664, -87.9216912 43.0359785, -87.9222835 43.0360069, -87.9227987 43.0360678, -87.92318 43.0361611, -87.9235491 43.0363071, -87.9239589 43.0365343, -87.9242469 43.0367818, -87.9244092 43.0369927, -87.9245147 43.0371696, -87.9246242 43.0374349, -87.9247601 43.037813, -87.9248111 43.0380934, -87.9248492 43.0385629)",,,
19851175,,True,,motorway_link,False,26.949,"LINESTRING (-87.9196392 43.0349523, -87.9196392 43.0348916, -87.9196474 43.0348512, -87.9196653 43.0348, -87.9196815 43.0347793, -87.9197541 43.0347433)",,,
647838066,,True,1,motorway_link,False,27.250999999999998,"LINESTRING (-87.9196392 43.0349523, -87.9195464 43.0348369, -87.9195059 43.0347777, -87.9194735 43.0347394)",,,
400469770,,True,,tertiary,False,22.81,"LINESTRING (-87.9194735 43.0347394, -87.9197541 43.0347433)",,West Saint Paul Avenue,30 mph
519691124,,True,2,motorway_link,False,15.292000000000002,"LINESTRING (-87.9194735 43.0347394, -87.9194471 43.0347119, -87.9194194 43.0346917, -87.9193868 43.0346786, -87.9193266 43.0346591)",,,
"[520049043, 89795630, 520049047]",,True,1,motorway_link,False,104.156,"LINESTRING (-87.9213477 43.0352842, -87.9210741 43.0353205, -87.9210574 43.035323, -87.9209983 43.0353317, -87.9208556 43.0353641, -87.9207403 43.0354022, -87.9206242 43.0354535, -87.9205794 43.0354816, -87.9205204 43.0355327, -87.9204867 43.0356063, -87.9204582 43.0356757, -87.9204044 43.0357848)",,,
"[176724193, 1210078131, 519691123]",,True,"['1', '2']",motorway_link,False,153.841,"LINESTRING (-87.9213477 43.0352842, -87.9211809 43.0352803, -87.9208911 43.035296, -87.920646 43.0353146, -87.9205423 43.0353156, -87.9204113 43.0353175, -87.920308 43.0353087, -87.9202109 43.0352915, -87.9201753 43.0352822, -87.9200345 43.0352313, -87.9199966 43.0352134, -87.9199701 43.0351999, -87.9198829 43.0351528, -87.919826 43.0351178, -87.9197528 43.0350656, -87.9197059 43.0350225, -87.919663 43.0349852, -87.9196392 43.0349523)",,,
400469770,,True,,tertiary,False,30.902,"LINESTRING (-87.9197541 43.0347433, -87.9199315 43.0347443, -87.9201252 43.0347004)",,West Saint Paul Avenue,30 mph
33148953,yes,True,3,motorway,False,273.756,"LINESTRING (-87.9225418 43.0311091, -87.9225826 43.0318871, -87.9225842 43.0328128, -87.9225979 43.0330201, -87.922628 43.0332749, -87.9226924 43.0335655)",I 43,North-South Freeway,
687878026,,False,,tertiary,True,13.266,"LINESTRING (-87.9272251 43.0386195, -87.9272236 43.0387388)",,North 12th Street,30 mph
"[445609379, 1237468851]",,True,3,secondary,False,91.541,"LINESTRING (-87.9272251 43.0386195, -87.9270934 43.0386204, -87.926671 43.0386231, -87.9263185 43.0386256, -87.9260988 43.0386268)",,West Wisconsin Avenue,30 mph
490825334,,True,3,tertiary,False,20.515,"LINESTRING (-87.9244191 43.0386439, -87.9244075 43.0388282)",,North 10th Street,30 mph
"[1237470777, 490825335]",,True,2,secondary,False,97.01599999999999,"LINESTRING (-87.9244191 43.0386439, -87.9243037 43.0386436, -87.9239599 43.0386449, -87.923832 43.038645, -87.9235424 43.0386462, -87.9233 43.0386469, -87.9232254 43.0386471)",,West Wisconsin Avenue,30 mph
106358034,,True,1,motorway_link,False,126.687,"LINESTRING (-87.9204044 43.0357848, -87.9203064 43.0359475, -87.9202521 43.0359899, -87.920183 43.0360211, -87.9192442 43.0360103, -87.9191908 43.0359963, -87.919171 43.0359913, -87.9191356 43.0359819, -87.9190701 43.0359261)",,,
570052603,,True,3,motorway_link,False,36.469,"LINESTRING (-87.9204044 43.0357848, -87.9203916 43.0359947, -87.9203861 43.0361125)",,,
