osmid,lanes,highway,width,oneway,reversed,length,geometry,name,maxspeed,ref
21820221,2,residential,5,False,True,33.168,"LINESTRING (-88.1414991 42.2547964, -88.1415497 42.2547378, -88.141655 42.2546713, -88.14177 42.254578)",,,
"[21818908, 1135587197]",2,residential,"['7', '6']",False,False,61.047999999999995,"LINESTRING (-88.1414991 42.2547964, -88.1414218 42.2547632, -88.1413512 42.2547348, -88.1412503 42.2546884, -88.1409817 42.2545596, -88.1409129 42.2545299, -88.1408597 42.2545253)",,,
1135587198,2,residential,5.5,False,False,46.065,"LINESTRING (-88.1414991 42.2547964, -88.1414481 42.2548641, -88.1414286 42.2548969, -88.1414099 42.2549311, -88.1413911 42.2549775, -88.1413844 42.2549882, -88.1413716 42.254999, -88.1411672 42.255113)",,,
"[21818908, 1135587197]",2,residential,"['7', '6']",False,True,61.048,"LINESTRING (-88.1408597 42.2545253, -88.1409129 42.2545299, -88.1409817 42.2545596, -88.1412503 42.2546884, -88.1413512 42.2547348, -88.1414218 42.2547632, -88.1414991 42.2547964)",,,
245526835,2,residential,7,False,True,38.559000000000005,"LINESTRING (-88.1408597 42.2545253, -88.1408146 42.2545743, -88.140728 42.2546615, -88.1406803 42.2547023, -88.1406281 42.2547386, -88.1405397 42.2547693)",,,
21820221,2,residential,5,False,False,33.168,"LINESTRING (-88.14177 42.254578, -88.141655 42.2546713, -88.1415497 42.2547378, -88.1414991 42.2547964)",,,
1135586599,2,residential,6.5,False,True,18.397,"LINESTRING (-88.14177 42.254578, -88.1418377 42.2546249, -88.1419413 42.254684)",,,
1135586593,2,residential,12,False,False,13.036,"LINESTRING (-88.1411672 42.255113, -88.1411478 42.2551397, -88.1411192 42.255224)",,,
"[1135586594, 1135586596]",2,residential,"['8', '6.5']",False,True,65.161,"LINESTRING (-88.1411672 42.255113, -88.1407028 42.2548946, -88.1406054 42.2548493, -88.1405397 42.2547693)",,,
1135587198,2,residential,5.5,False,True,46.065,"LINESTRING (-88.1411672 42.255113, -88.1413716 42.254999, -88.1413844 42.2549882, -88.1413911 42.2549775, -88.1414099 42.2549311, -88.1414286 42.2548969, -88.1414481 42.2548641, -88.1414991 42.2547964)",,,
21848926,2,residential,,False,False,332.233,"LINESTRING (-88.1411192 42.255224, -88.1410293 42.2552123, -88.140966 42.2552086, -88.1407698 42.2552041, -88.1405375 42.2552024, -88.1389937 42.2551866, -88.1389321 42.255186, -88.1388577 42.2551852, -88.1387407 42.255184, -88.1387133 42.2551837, -88.138621 42.2551828, -88.1385953 42.2551825, -88.1384669 42.2551808, -88.1383155 42.2551789, -88.1381909 42.2551773, -88.1381583 42.2551787, -88.1381335 42.2551798, -88.1380751 42.2551802, -88.1380202 42.2551806, -88.1379616 42.255181, -88.1378933 42.2551804, -88.137886 42.2551803, -88.13773 42.2551788, -88.1375964 42.2551775, -88.1375231 42.2551768, -88.1374918 42.2551765, -88.1373974 42.2551766, -88.1372226 42.2551768, -88.1370845 42.255178)",Oaks Avenue,25 mph,
21848926,2,residential,,False,True,22.326999999999998,"LINESTRING (-88.1411192 42.255224, -88.1411661 42.2552321, -88.1412302 42.2552473, -88.1413723 42.2552946)",Oaks Avenue,25 mph,
1135586593,2,residential,12,False,True,13.036,"LINESTRING (-88.1411192 42.255224, -88.1411478 42.2551397, -88.1411672 42.255113)",,,
21823306,2,residential,,False,False,13.719999999999999,"LINESTRING (-88.1362537 42.2581244, -88.1363304 42.2580916, -88.136398 42.2580626)",,25 mph,
"[21829248, 1099334770, 1099334029]",2,residential,9,False,False,95.986,"LINESTRING (-88.1362537 42.2581244, -88.1362879 42.2581689, -88.1363025 42.2581914, -88.1363137 42.2582179, -88.1363254 42.2582453, -88.1363355 42.2582908, -88.1363392 42.2583268, -88.1363392 42.2583365, -88.1363394 42.2583529, -88.1363406 42.2584788, -88.1363432 42.2585375, -88.1363441 42.2588277, -88.1363451 42.2589222, -88.1363446 42.2589283, -88.1363375 42.2589748)",Lotus Street,25 mph,
21823306,2,residential,,False,True,13.719999999999999,"LINESTRING (-88.136398 42.2580626, -88.1363304 42.2580916, -88.1362537 42.2581244)",,25 mph,
1134373637,2,tertiary,8.5,False,True,73.479,"LINESTRING (-88.1360832 42.2545901, -88.1361206 42.2546435, -88.1362956 42.2548946, -88.1363139 42.254921, -88.1364279 42.2550859, -88.1364914 42.2551778)",South Main Street,25 mph,
21826125,2,residential,6.5,False,True,19.958,"LINESTRING (-88.1397722 42.2544364, -88.1398264 42.2544559, -88.1398756 42.2544581, -88.139944 42.2544576, -88.1400076 42.2544495)",,,
"[1135586600, 1135586601, 245526834]",2,residential,"['5.5', '7']",False,False,149.745,"LINESTRING (-88.1397722 42.2544364, -88.1397674 42.254537, -88.1397357 42.2550014, -88.1397596 42.2550363, -88.1397757 42.2550515, -88.1397968 42.2550651, -88.1398166 42.2550718, -88.1398387 42.2550761, -88.1398686 42.2550813, -88.1400983 42.255085, -88.1401258 42.2550827, -88.1401507 42.2550786, -88.1401931 42.2550664, -88.1402284 42.2550485, -88.1402851 42.254995, -88.1403071 42.2549659, -88.1404242 42.2548175, -88.1405397 42.2547693)",,,
245526835,2,residential,7,False,False,38.559,"LINESTRING (-88.1405397 42.2547693, -88.1406281 42.2547386, -88.1406803 42.2547023, -88.140728 42.2546615, -88.1408146 42.2545743, -88.1408597 42.2545253)",,,
"[1135586594, 1135586596]",2,residential,"['8', '6.5']",False,False,65.161,"LINESTRING (-88.1405397 42.2547693, -88.1406054 42.2548493, -88.1407028 42.2548946, -88.1411672 42.255113)",,,
1135586596,2,residential,8,False,True,57.601,"LINESTRING (-88.1405397 42.2547693, -88.1404804 42.2547001, -88.1400902 42.2545219, -88.1400544 42.2545045, -88.1400076 42.2544495)",,,
"[1135586600, 1135586601, 245526834]",2,residential,"['5.5', '7']",False,True,149.745,"LINESTRING (-88.1405397 42.2547693, -88.1404242 42.2548175, -88.1403071 42.2549659, -88.1402851 42.254995, -88.1402284 42.2550485, -88.1401931 42.2550664, -88.1401507 42.2550786, -88.1401258 42.2550827, -88.1400983 42.255085, -88.1398686 42.2550813, -88.1398387 42.2550761, -88.1398166 42.2550718, -88.1397968 42.2550651, -88.1397757 42.2550515, -88.1397596 42.2550363, -88.1397357 42.2550014, -88.1397674 42.254537, -88.1397722 42.2544364)",,,
21826125,2,residential,6.5,False,False,19.958,"LINESTRING (-88.1400076 42.2544495, -88.139944 42.2544576, -88.1398756 42.2544581, -88.1398264 42.2544559, -88.1397722 42.2544364)",,,
1135586596,2,residential,8,False,False,57.601,"LINESTRING (-88.1400076 42.2544495, -88.1400544 42.2545045, -88.1400902 42.2545219, -88.1404804 42.2547001, -88.1405397 42.2547693)",,,
60178018,2,tertiary,10,False,False,82.59,"LINESTRING (-88.1419413 42.254684, -88.1418347 42.2547805, -88.1416016 42.2550175, -88.1415316 42.2551036, -88.1413723 42.2552946)",Barrington Road,35 mph,
1135586599,2,residential,6.5,False,False,18.397,"LINESTRING (-88.1419413 42.254684, -88.1418377 42.2546249, -88.14177 42.254578)",,,
21826711,2,residential,,False,False,89.43100000000001,"LINESTRING (-88.1421906 42.2594356, -88.1419843 42.2592943, -88.1419603 42.259278, -88.1419072 42.2592419, -88.1417581 42.2591406, -88.1417411 42.259129, -88.1415641 42.2590068, -88.1414413 42.2589271, -88.1413924 42.25889)",South Maple Avenue,,
