osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,tunnel,junction
17353452,2,West Main Street,secondary,20 mph,False,False,117.712,"LINESTRING (-86.127055 39.978391, -86.1271584 39.9783896, -86.1277774 39.9783841, -86.1283079 39.9783766, -86.1283178 39.9783765, -86.1284363 39.9783749)",,,
17363306,2,East Main Street,secondary,20 mph,False,True,107.709,"LINESTRING (-86.127055 39.978391, -86.1269425 39.9783917, -86.1264864 39.9783946, -86.1263452 39.9783954, -86.1263046 39.978397, -86.125791 39.978399)",,,
"[17366254, 572493839]",2,South Range Line Road,secondary,30 mph,False,False,97.29599999999999,"LINESTRING (-86.127055 39.978391, -86.1270552 39.9783194, -86.127056 39.977941, -86.127058 39.977516)",,,
165549561,2,North Range Line Road,secondary,30 mph,False,True,97.75900000000001,"LINESTRING (-86.127055 39.978391, -86.1270547 39.9784818, -86.1270538 39.978807, -86.1270536 39.9788581, -86.1270685 39.97927)",,,
17353452,2,West Main Street,secondary,20 mph,False,False,113.462,"LINESTRING (-86.1284363 39.9783749, -86.1285341 39.9783731, -86.1285436 39.9783729, -86.1297675 39.97835)",,,
17353452,2,West Main Street,secondary,20 mph,False,True,117.712,"LINESTRING (-86.1284363 39.9783749, -86.1283178 39.9783765, -86.1283079 39.9783766, -86.1277774 39.9783841, -86.1271584 39.9783896, -86.127055 39.978391)",,,
17355663,2,1st Avenue Northwest,residential,25 mph,False,True,97.277,"LINESTRING (-86.1284363 39.9783749, -86.128437 39.9784327, -86.1284372 39.9784548, -86.1284385 39.9785521, -86.1284421 39.9788517, -86.1284425 39.979011, -86.1284462 39.9791861, -86.1284467 39.9792076, -86.1284468 39.9792497)",,,
17364769,2,Veterans Way,unclassified,20 mph,False,False,98.348,"LINESTRING (-86.1284363 39.9783749, -86.1284376 39.9783215, -86.128437 39.9782914, -86.1284369 39.978109, -86.1284354 39.97798, -86.1284366 39.9779245, -86.1284323 39.9776556, -86.1284338 39.9775678, -86.1284352 39.9774905)",,,
17353452,2,West Main Street,secondary,20 mph,False,False,11.74,"LINESTRING (-86.1297675 39.97835, -86.1298466 39.9783494, -86.1299052 39.9783471)",,,
17353452,2,West Main Street,secondary,20 mph,False,True,113.462,"LINESTRING (-86.1297675 39.97835, -86.1285436 39.9783729, -86.1285341 39.9783731, -86.1284363 39.9783749)",,,
17365720,1,2nd Avenue Northwest,living_street,,True,False,97.82,"LINESTRING (-86.1297675 39.97835, -86.1297663 39.9784185, -86.1297835 39.9792296)",yes,,
17353452,2,West Main Street,secondary,20 mph,False,False,44.401,"LINESTRING (-86.1309484 39.9783323, -86.1310562 39.9783294, -86.1314693 39.9783216)",,,
17353452,2,West Main Street,secondary,20 mph,False,True,88.904,"LINESTRING (-86.1309484 39.9783323, -86.1308125 39.9783332, -86.1299052 39.9783471)",,,
17356326,,3rd Avenue Northwest,residential,,False,True,35.538,"LINESTRING (-86.1309484 39.9783323, -86.1309438 39.9784163, -86.1309448 39.9784357, -86.1309621 39.9786514)",,,
165549550,2,West Main Street,secondary,30 mph,False,False,78.815,"LINESTRING (-86.1326148 39.9783091, -86.1335395 39.9782916)",,,
17365371,2,Knoll Court,residential,25 mph,False,True,191.95799999999997,"LINESTRING (-86.1326148 39.9783091, -86.132615 39.9783901, -86.13262 39.9784334, -86.13262 39.978818, -86.132858 39.978863, -86.133283 39.978853, -86.133527 39.978801, -86.1335375 39.9784148, -86.1335389 39.978388, -86.1335395 39.9782916)",,,
165549550,2,West Main Street,secondary,30 mph,False,True,43.946,"LINESTRING (-86.1326148 39.9783091, -86.1320991 39.9783146)",,,
165549550,2,West Main Street,secondary,30 mph,False,True,78.815,"LINESTRING (-86.1335395 39.9782916, -86.1326148 39.9783091)",,,
17365371,2,Knoll Court,residential,25 mph,False,False,191.958,"LINESTRING (-86.1335395 39.9782916, -86.1335389 39.978388, -86.1335375 39.9784148, -86.133527 39.978801, -86.133283 39.978853, -86.132858 39.978863, -86.13262 39.978818, -86.13262 39.9784334, -86.132615 39.9783901, -86.1326148 39.9783091)",,,
17355085,2,1st Avenue Northeast,residential,25 mph,False,False,98.298,"LINESTRING (-86.125798 39.979283, -86.1257947 39.978867, -86.1257945 39.9788444, -86.1257941 39.9788327, -86.1257925 39.978492, -86.1257923 39.9784776, -86.125791 39.978399)",,,
17361352,2,1st Street Northeast,residential,25 mph,False,False,13.89,"LINESTRING (-86.125798 39.979283, -86.1257834 39.9792832, -86.125635 39.979285)",,,
17361352,2,1st Street Northeast,residential,25 mph,False,True,108.27700000000002,"LINESTRING (-86.125798 39.979283, -86.1262727 39.979277, -86.1263096 39.9792765, -86.126456 39.9792745, -86.1265034 39.9792738, -86.1265437 39.9792733, -86.1265879 39.9792727, -86.1269713 39.9792673, -86.1269834 39.9792673, -86.1270685 39.97927)",,,
17355085,2,1st Avenue Northeast,residential,25 mph,False,True,98.298,"LINESTRING (-86.125791 39.978399, -86.1257923 39.9784776, -86.1257925 39.978492, -86.1257941 39.9788327, -86.1257945 39.9788444, -86.1257947 39.978867, -86.125798 39.979283)",,,
17363306,2,East Main Street,secondary,20 mph,False,False,107.70899999999999,"LINESTRING (-86.125791 39.978399, -86.1263046 39.978397, -86.1263452 39.9783954, -86.1264864 39.9783946, -86.1269425 39.9783917, -86.127055 39.978391)",,,
17363306,2,East Main Street,secondary,20 mph,False,True,125.769,"LINESTRING (-86.125791 39.978399, -86.1256745 39.9784004, -86.124981 39.9784089, -86.1246835 39.9784076, -86.124541 39.9784087, -86.1244636 39.9784093, -86.1243151 39.9784104)",,,
17364422,2,1st Avenue Southeast,residential,25 mph,False,False,98.189,"LINESTRING (-86.125791 39.978399, -86.1257906 39.978335, -86.125789 39.9780934, -86.1257881 39.9779536, -86.125788 39.977936, -86.125782 39.977516)",,,
17355089,2,1st Avenue Northeast,residential,25 mph,False,False,92.85300000000001,"LINESTRING (-86.125663 39.982631, -86.1256625 39.9825933, -86.125651 39.981796)",,,
17359404,2,East Small Street,residential,25 mph,False,False,104.459,"LINESTRING (-86.125663 39.982631, -86.1256129 39.9826311, -86.1250636 39.982632, -86.124437 39.982633)",,,
17359404,2,East Small Street,residential,25 mph,False,True,120.664,"LINESTRING (-86.125663 39.982631, -86.1257407 39.98263, -86.1263742 39.9826222, -86.1269695 39.9826148, -86.1269934 39.9826142, -86.127079 39.982612)",,,
17355089,2,1st Avenue Northeast,residential,25 mph,False,False,93.51500000000001,"LINESTRING (-86.125651 39.981796, -86.1256515 39.9813767, -86.1256519 39.9810056, -86.125652 39.980955)",,,
17355089,2,1st Avenue Northeast,residential,25 mph,False,True,92.85300000000001,"LINESTRING (-86.125651 39.981796, -86.1256625 39.9825933, -86.125663 39.982631)",,,
17370096,2,4th Street Northeast,residential,25 mph,False,True,121.19700000000002,"LINESTRING (-86.125651 39.981796, -86.1257316 39.9817961, -86.1257968 39.9817961, -86.1263558 39.9817861, -86.1269641 39.9817752, -86.1269847 39.9817744, -86.127073 39.981771)",,,
17355089,2,1st Avenue Northeast,residential,25 mph,False,False,93.628,"LINESTRING (-86.125652 39.980955, -86.125652 39.9809258, -86.1256516 39.9805442, -86.1256466 39.9801565, -86.125646 39.980113)",,,
