osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge
"[18996564, 18988614]","['West Chestnut Street', 'Dewey Avenue']",residential,False,"[False, True]",206.906,"LINESTRING (-88.0111946 43.0460806, -88.0111198 43.0460808, -88.0096163 43.0460846, -88.0095521 43.0460848, -88.0095536 43.0465001, -88.0095545 43.0467452)",,,,
18995022,Kavanaugh Place,residential,False,False,200.93099999999998,"LINESTRING (-88.0111946 43.0460806, -88.011243 43.0477357, -88.0112534 43.0478034, -88.0113108 43.0478755)",,,,
240578652,North Glenview Avenue,secondary,False,True,116.222,"LINESTRING (-88.0124988 43.046045, -88.0128538 43.0450325)",WI 181,30 mph,,
240578652,North Glenview Avenue,secondary,False,False,144.39,"LINESTRING (-88.0124988 43.046045, -88.0125018 43.0471418, -88.0125149 43.0472553, -88.0125467 43.04734)",WI 181,30 mph,,
"[1117140729, 18988997, 776589134, 776589135]",North Wauwatosa Avenue,secondary,False,False,92.07999999999998,"LINESTRING (-88.0074249 43.0508571, -88.007414 43.0507428, -88.0074116 43.0507172, -88.0073643 43.0506222, -88.0072478 43.050479, -88.007181 43.0503972, -88.0070184 43.0502204, -88.0069409 43.0501239)",,30 mph,3,
18993405,Harmonee Avenue,secondary,False,False,92.881,"LINESTRING (-88.0074249 43.0508571, -88.0075377 43.0508547, -88.0075707 43.050854, -88.007846 43.0508523, -88.0079814 43.050848, -88.0080713 43.0508227, -88.0081093 43.0508069, -88.0081886 43.0507751, -88.0083945 43.0506852, -88.0084922 43.0506395)",WI 181,30 mph,4,
32709488,North Wauwatosa Avenue,secondary,False,False,112.41799999999999,"LINESTRING (-88.0074249 43.0508571, -88.0074248 43.0510457, -88.007422 43.0514866, -88.0074223 43.0515371, -88.0074237 43.0518681)",WI 181,30 mph,,
18994831,Lincoln Place,residential,True,False,216.601,"LINESTRING (-88.0074237 43.0518681, -88.0073257 43.0518681, -88.006798 43.0518678, -88.0054691 43.0517883, -88.0053794 43.0517763, -88.0053387 43.0517402, -88.0052119 43.0514273, -88.0051826 43.0513537)",,,,
32709488,North Wauwatosa Avenue,secondary,False,False,91.102,"LINESTRING (-88.0074237 43.0518681, -88.0074236 43.0526003, -88.0074236 43.0526874)",WI 181,30 mph,,
32709488,North Wauwatosa Avenue,secondary,False,True,112.418,"LINESTRING (-88.0074237 43.0518681, -88.0074223 43.0515371, -88.007422 43.0514866, -88.0074248 43.0510457, -88.0074249 43.0508571)",WI 181,30 mph,,
32709488,North Wauwatosa Avenue,secondary,False,True,91.102,"LINESTRING (-88.0074236 43.0526874, -88.0074236 43.0526003, -88.0074237 43.0518681)",WI 181,30 mph,,
240836823,Milwaukee Avenue,tertiary,False,False,104.315,"LINESTRING (-88.0074236 43.0526874, -88.0075405 43.0526813, -88.0076793 43.052674, -88.0082563 43.0526273, -88.0084619 43.0526114, -88.0086107 43.0525988, -88.0087005 43.0525912)",,25 mph,,
688261013,Milwaukee Avenue,tertiary,False,True,218.619,"LINESTRING (-88.0074236 43.0526874, -88.0073183 43.0526869, -88.0070839 43.0526858, -88.0068301 43.0526673, -88.0068157 43.0526662, -88.0066772 43.0526575, -88.0065045 43.0526466, -88.0061666 43.052627, -88.0059687 43.0526047, -88.0058876 43.0525956, -88.0052269 43.052518, -88.0047544 43.0524625)",,25 mph,2,
398438082,North Wauwatosa Avenue,secondary,False,True,103.43199999999999,"LINESTRING (-88.0069409 43.0501239, -88.0068749 43.0500369, -88.0067149 43.0498174, -88.0066251 43.0496956, -88.0065923 43.049652, -88.0065306 43.0495633, -88.0064093 43.0493829, -88.0063551 43.0492983)",,30 mph,,
767372273,Harwood Avenue,tertiary,False,True,197.878,"LINESTRING (-88.0069409 43.0501239, -88.0068328 43.0502012, -88.0061222 43.0507089, -88.0056953 43.0510189, -88.005605 43.0510824, -88.0054125 43.0512192, -88.0052947 43.0512887, -88.0051826 43.0513537)",,,,
"[1117140729, 18988997, 776589134, 776589135]",North Wauwatosa Avenue,secondary,False,True,92.08,"LINESTRING (-88.0069409 43.0501239, -88.0070184 43.0502204, -88.007181 43.0503972, -88.0072478 43.050479, -88.0073643 43.0506222, -88.0074116 43.0507172, -88.007414 43.0507428, -88.0074249 43.0508571)",,30 mph,3,
"[984460220, 984460219, 426695820]",Harwood Avenue,unclassified,True,False,121.669,"LINESTRING (-88.0069409 43.0501239, -88.0070647 43.0500452, -88.007194 43.0499625, -88.0072101 43.0499523, -88.0073212 43.0498821, -88.0073651 43.0498542, -88.0077092 43.0496557, -88.007819 43.0496003, -88.0078947 43.0495647, -88.0079519 43.0495379, -88.0080017 43.0495168, -88.0080292 43.0495051, -88.0081241 43.0494565)",,,,
18989055,Harwood Avenue,tertiary,False,False,34.471000000000004,"LINESTRING (-88.004839 43.0515355, -88.0049646 43.0514673, -88.0051826 43.0513537)",,,,
18989055,Harwood Avenue,tertiary,False,True,147.691,"LINESTRING (-88.004839 43.0515355, -88.0040729 43.0518687, -88.0035541 43.0521116, -88.0034617 43.0521613, -88.0034315 43.0521887, -88.0034239 43.0522157, -88.0034245 43.0522956)",,,,
18995367,Mower Court,residential,False,True,107.43499999999999,"LINESTRING (-88.004839 43.0515355, -88.0047895 43.0514626, -88.0045257 43.0510744, -88.004273 43.0507028, -88.0042505 43.0506703)",,,,
18989055,Harwood Avenue,tertiary,False,True,34.471000000000004,"LINESTRING (-88.0051826 43.0513537, -88.0049646 43.0514673, -88.004839 43.0515355)",,,,
767372273,Harwood Avenue,tertiary,False,False,197.878,"LINESTRING (-88.0051826 43.0513537, -88.0052947 43.0512887, -88.0054125 43.0512192, -88.005605 43.0510824, -88.0056953 43.0510189, -88.0061222 43.0507089, -88.0068328 43.0502012, -88.0069409 43.0501239)",,,,
18989057,Harwood Avenue,secondary,False,False,17.982,"LINESTRING (-88.0125467 43.04734, -88.012677 43.0472911, -88.0127436 43.0472662)",,30 mph,,
"[894154532, 18989287]",Harwood Avenue,secondary,False,False,116.755,"LINESTRING (-88.0125467 43.04734, -88.0124421 43.0473855, -88.0122795 43.0474562, -88.0121545 43.0475106, -88.0118937 43.047624, -88.0116676 43.0477216, -88.0113108 43.0478755)",WI 181,,,
240578652,North Glenview Avenue,secondary,False,True,144.39,"LINESTRING (-88.0125467 43.04734, -88.0125149 43.0472553, -88.0125018 43.0471418, -88.0124988 43.046045)",WI 181,30 mph,,
18989057,Harwood Avenue,secondary,False,True,17.982,"LINESTRING (-88.0127436 43.0472662, -88.012677 43.0472911, -88.0125467 43.04734)",,30 mph,,
18994130,Glenview Place,residential,False,False,82.96000000000001,"LINESTRING (-88.0127436 43.0472662, -88.0127885 43.0473244, -88.0130396 43.0476493, -88.0131223 43.0477564, -88.0132455 43.0479159)",,,,
240578652,North Glenview Avenue,secondary,False,False,116.222,"LINESTRING (-88.0128538 43.0450325, -88.0124988 43.046045)",WI 181,30 mph,,
894154531,Harwood Avenue,secondary,False,False,43.254,"LINESTRING (-88.0113108 43.0478755, -88.0108467 43.048066)",WI 181,,,
18995022,Kavanaugh Place,residential,False,True,200.93099999999998,"LINESTRING (-88.0113108 43.0478755, -88.0112534 43.0478034, -88.011243 43.0477357, -88.0111946 43.0460806)",,,,
"[894154532, 18989287]",Harwood Avenue,secondary,False,True,116.755,"LINESTRING (-88.0113108 43.0478755, -88.0116676 43.0477216, -88.0118937 43.047624, -88.0121545 43.0475106, -88.0122795 43.0474562, -88.0124421 43.0473855, -88.0125467 43.04734)",WI 181,,,
32517189,Harwood Avenue,unclassified,False,False,27.064,"LINESTRING (-88.0105016 43.0482283, -88.0102094 43.0483451)",,,,
118652916,Harwood Avenue,secondary,False,True,6.506,"LINESTRING (-88.0105016 43.0482283, -88.0105689 43.0481966)",WI 181,,,
118558932,Harmonee Avenue,secondary,True,False,25.608999999999998,"LINESTRING (-88.0105016 43.0482283, -88.0105368 43.0482882, -88.010626 43.0484399)",WI 181,30 mph,,
32517189,Harwood Avenue,unclassified,False,True,26.542,"LINESTRING (-88.0099308 43.0484697, -88.0102094 43.0483451)",,,,
18996564,Dewey Avenue,residential,False,True,196.769,"LINESTRING (-88.0099308 43.0484697, -88.0098945 43.0484066, -88.0096515 43.0479832, -88.0096392 43.0479228, -88.0096259 43.0478052, -88.0096229 43.0477782, -88.0095888 43.0476258, -88.0095706 43.0474384, -88.0095564 43.0472914, -88.0095564 43.0472803, -88.0095558 43.0471215, -88.0095545 43.0467452)",,,,
32517189,Harwood Avenue,unclassified,False,False,99.87700000000001,"LINESTRING (-88.0099308 43.0484697, -88.0097124 43.0485644, -88.009336 43.0487612, -88.009191 43.048836, -88.0091003 43.0488828, -88.0089174 43.0489771)",,,,
32517189,Harwood Avenue,unclassified,False,True,99.87699999999998,"LINESTRING (-88.0089174 43.0489771, -88.0091003 43.0488828, -88.009191 43.048836, -88.009336 43.0487612, -88.0097124 43.0485644, -88.0099308 43.0484697)",,,,
18989633,Church Street,residential,False,False,20.314999999999998,"LINESTRING (-88.0099358 43.0503193, -88.0099364 43.0503882, -88.0099366 43.0504089, -88.0099373 43.050502)",,,,
121204421,West Menomonee River Parkway,tertiary,False,False,23.198,"LINESTRING (-88.0099358 43.0503193, -88.0100251 43.0503487, -88.0101967 43.050404)",,25 mph,2,
121204421,West Menomonee River Parkway,tertiary,False,True,66.97500000000001,"LINESTRING (-88.0099358 43.0503193, -88.0093548 43.0501156, -88.0093146 43.0501026, -88.0091939 43.050057)",,25 mph,2,
18989633,Church Street,residential,False,True,221.03799999999998,"LINESTRING (-88.0099538 43.0524898, -88.0099532 43.0524122, -88.0099531 43.052399, -88.0099458 43.0515178, -88.009943 43.0511841, -88.0099415 43.0510072, -88.0099373 43.050502)",,,,
398285511,Milwaukee Avenue,tertiary,False,False,108.169,"LINESTRING (-88.0099538 43.0524898, -88.0100679 43.0524804, -88.0107478 43.052427, -88.0112794 43.0524029)",,25 mph,2,
398285511,Milwaukee Avenue,tertiary,False,True,102.45700000000001,"LINESTRING (-88.0099538 43.0524898, -88.0098693 43.0524966, -88.008794 43.0525836, -88.0087005 43.0525912)",,25 mph,2,
18996854,Blanchard Street,residential,False,False,174.38199999999998,"LINESTRING (-88.0021057 43.0499378, -88.0022035 43.0499524, -88.0038216 43.0502038, -88.0038477 43.050206, -88.0039758 43.0501711, -88.0041805 43.0500961)",,,,
120110379,North 72nd Street,residential,False,True,92.40299999999999,"LINESTRING (-88.0021057 43.0499378, -88.0021057 43.0499046, -88.0021057 43.0491068)",,,,
120110379,North 72nd Street,residential,False,False,133.21699999999998,"LINESTRING (-88.0021009 43.0479088, -88.0021047 43.0480049, -88.0021036 43.0481119, -88.0021028 43.0481853, -88.0021022 43.048238, -88.0021057 43.0491068)",,,,
"[1204559209, 1204559210, 867271727]",West State Street,secondary,False,False,257.35599999999994,"LINESTRING (-88.0021009 43.0479088, -88.0022275 43.0479555, -88.0024823 43.0480495, -88.0026768 43.0480999, -88.0027444 43.0481176, -88.0030689 43.0482072, -88.0042106 43.048514, -88.0045568 43.048603, -88.0047123 43.0486411, -88.0049616 43.0487071, -88.0050578 43.0487323)",,30 mph,2,
"[1042350536, 1047513233]",West State Street,secondary,False,False,111.148,"LINESTRING (-88.0050578 43.0487323, -88.0051587 43.0487553, -88.0059144 43.0489276, -88.0061528 43.0489831, -88.0063636 43.0490299)",,30 mph,,
"[1204559209, 1204559210, 867271727]",West State Street,secondary,False,True,257.356,"LINESTRING (-88.0050578 43.0487323, -88.0049616 43.0487071, -88.0047123 43.0486411, -88.0045568 43.048603, -88.0042106 43.048514, -88.0030689 43.0482072, -88.0027444 43.0481176, -88.0026768 43.0480999, -88.0024823 43.0480495, -88.0022275 43.0479555, -88.0021009 43.0479088)",,30 mph,2,
"[1220186891, 18997955]",North 74th Street,residential,False,False,121.03499999999998,"LINESTRING (-88.0050578 43.0487323, -88.0050449 43.0487572, -88.0050207 43.0488043, -88.0049997 43.0488302, -88.0048363 43.0490318, -88.0048194 43.0490527, -88.0047278 43.0491719, -88.0046772 43.0492291, -88.0045834 43.0493448, -88.0044207 43.0495671, -88.0043358 43.049683)",,,,
398285961,Milwaukee Avenue,tertiary,False,True,40.028,"LINESTRING (-88.0034245 43.0522956, -88.0029372 43.0522428)",,25 mph,2,
18989055,Harwood Avenue,tertiary,False,False,147.691,"LINESTRING (-88.0034245 43.0522956, -88.0034239 43.0522157, -88.0034315 43.0521887, -88.0034617 43.0521613, -88.0035541 43.0521116, -88.0040729 43.0518687, -88.004839 43.0515355)",,,,
688261013,Milwaukee Avenue,tertiary,False,False,109.644,"LINESTRING (-88.0034245 43.0522956, -88.0035483 43.0523089, -88.0047544 43.0524625)",,25 mph,2,
18993405,Harmonee Avenue,secondary,False,True,92.88100000000001,"LINESTRING (-88.0084922 43.0506395, -88.0083945 43.0506852, -88.0081886 43.0507751, -88.0081093 43.0508069, -88.0080713 43.0508227, -88.0079814 43.050848, -88.007846 43.0508523, -88.0075707 43.050854, -88.0075377 43.0508547, -88.0074249 43.0508571)",WI 181,30 mph,4,
398285512,Harmonee Avenue,secondary,False,False,86.465,"LINESTRING (-88.0084922 43.0506395, -88.0085989 43.0505696, -88.0086573 43.0505314, -88.0088326 43.0503853, -88.0091154 43.0501297, -88.0091939 43.050057)",WI 181,30 mph,,
"[914523835, 118645084]",Underwood Avenue,residential,False,False,217.761,"LINESTRING (-88.0084922 43.0506395, -88.0085143 43.0507264, -88.0085365 43.0508829, -88.0085739 43.0511756, -88.0086367 43.0518449, -88.0086514 43.0520015, -88.0086745 43.0522176, -88.0086854 43.0523721, -88.0086949 43.0525098, -88.0087005 43.0525912)",,,,
121204421,West Menomonee River Parkway,tertiary,False,False,66.975,"LINESTRING (-88.0091939 43.050057, -88.0093146 43.0501026, -88.0093548 43.0501156, -88.0099358 43.0503193)",,25 mph,2,
