osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref
6508107,Pioneer Street,residential,25 mph,False,False,102.246,"LINESTRING (-121.9975295 47.2029567, -121.9975384 47.2038762)",,
6508107,Pioneer Street,residential,25 mph,False,True,114.5,"LINESTRING (-121.9975295 47.2029567, -121.9975197 47.201927)",,
6344086,Elmont Avenue,residential,25 mph,False,False,99.728,"LINESTRING (-121.9975295 47.2029567, -121.997431 47.2029568, -121.9968696 47.2029576, -121.9963054 47.2029584, -121.9962094 47.2029585)",,
6377411,Lafromboise Street,residential,25 mph,False,False,102.166,"LINESTRING (-121.9962094 47.2029585, -121.9962075 47.2038773)",,
6377411,Lafromboise Street,residential,25 mph,False,True,37.723,"LINESTRING (-121.9962094 47.2029585, -121.9962006 47.2026193)",,
6344086,Elmont Avenue,residential,25 mph,False,True,99.72800000000001,"LINESTRING (-121.9962094 47.2029585, -121.9963054 47.2029584, -121.9968696 47.2029576, -121.997431 47.2029568, -121.9975295 47.2029567)",,
6377411,Lafromboise Street,residential,25 mph,False,False,139.044,"LINESTRING (-121.9961638 47.2013691, -121.9962006 47.2026193)",,
6377411,Lafromboise Street,residential,25 mph,False,True,76.856,"LINESTRING (-121.9961638 47.2013691, -121.9962985 47.200684)",,
"[6347169, 6352964]","['Nielson Avenue', 'Porter Street']",residential,25 mph,False,False,157.764,"LINESTRING (-121.9961638 47.2013691, -121.996066 47.2013686, -121.9950921 47.2013635, -121.9947335 47.2013683, -121.994353 47.2017329)",,
6352964,Porter Street,residential,25 mph,False,False,175.595,"LINESTRING (-121.994353 47.2017329, -121.9929897 47.2030119)",,
"[6347169, 6352964]","['Nielson Avenue', 'Porter Street']",residential,25 mph,False,True,157.764,"LINESTRING (-121.994353 47.2017329, -121.9947335 47.2013683, -121.9950921 47.2013635, -121.996066 47.2013686, -121.9961638 47.2013691)",,
6462609,Monroe Avenue,residential,25 mph,False,False,85.91,"LINESTRING (-121.994353 47.2017329, -121.9940048 47.2015574, -121.9939225 47.2015159, -121.9934397 47.2012726)",,
"[6462609, 6391050]","['Division Street', 'Monroe Avenue']",residential,25 mph,False,"[False, True]",115.609,"LINESTRING (-121.994353 47.2017329, -121.9944565 47.2017775, -121.9947616 47.2019081, -121.9947721 47.2020802, -121.9947923 47.2026192)",,
6352964,Porter Street,residential,25 mph,False,True,175.595,"LINESTRING (-121.9929897 47.2030119, -121.994353 47.2017329)",,
6472462,Stevenson Avenue,residential,25 mph,False,True,86.392,"LINESTRING (-121.9929897 47.2030119, -121.9931169 47.2030741, -121.9934916 47.2032574, -121.9939178 47.2034658)",,
220948049,Porter Street,tertiary,,False,False,113.207,"LINESTRING (-121.9929897 47.2030119, -121.9926726 47.2033322, -121.9925345 47.2034716, -121.9923972 47.2036102, -121.9922912 47.2037173, -121.9921532 47.2038566)",2,
"[612497841, 1194287771]",Stevenson Avenue,tertiary,,False,False,81.89099999999999,"LINESTRING (-121.9929897 47.2030119, -121.9925716 47.2028191, -121.9920928 47.2025983)",2,
6411370,Initial Avenue,residential,25 mph,False,False,84.30199999999999,"LINESTRING (-121.9921532 47.2038566, -121.9917148 47.2036451, -121.9912433 47.2034177)",,
6411370,Initial Avenue,residential,25 mph,False,True,85.682,"LINESTRING (-121.9921532 47.2038566, -121.9925399 47.2040432, -121.9926495 47.2040961, -121.9930779 47.2043028)",,
220948049,Porter Street,tertiary,,False,False,78.968,"LINESTRING (-121.9921532 47.2038566, -121.9918671 47.2041407, -121.9915629 47.2044427)",2,
220948049,Porter Street,tertiary,,False,True,113.20700000000001,"LINESTRING (-121.9921532 47.2038566, -121.9922912 47.2037173, -121.9923972 47.2036102, -121.9925345 47.2034716, -121.9926726 47.2033322, -121.9929897 47.2030119)",2,
621671496,Griffin Avenue,primary,25 mph,False,True,85.324,"LINESTRING (-121.9915629 47.2044427, -121.9906433 47.2039972)",2,WA 164
220948049,Porter Street,tertiary,,False,True,78.968,"LINESTRING (-121.9915629 47.2044427, -121.9918671 47.2041407, -121.9921532 47.2038566)",2,
361470680,Griffin Avenue,secondary,25 mph,False,True,85.767,"LINESTRING (-121.9915629 47.2044427, -121.9919357 47.2046233, -121.992012 47.2046603, -121.9924873 47.2048905)",2,WA 164
623536848,Porter Street,primary,25 mph,False,False,79.873,"LINESTRING (-121.9915629 47.2044427, -121.991399 47.2046028, -121.9912485 47.2047499, -121.9909594 47.2050325)",2,WA 169
6461810,Myrtle Avenue,residential,25 mph,False,True,83.87,"LINESTRING (-121.9909594 47.2050325, -121.9913533 47.2052197, -121.9914176 47.2052502, -121.9914677 47.205274, -121.9918692 47.2054648)",,
