osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,maxspeed
665938874,2,MA 1A,South Street,secondary,21.3,False,True,82.078,"LINESTRING (-71.3282923 42.066454, -71.3283056 42.0664406, -71.3283191 42.066427, -71.3284395 42.0663056, -71.3285601 42.0661969, -71.3285709 42.0661872, -71.3287085 42.0660709, -71.3288217 42.0659865, -71.3289438 42.0658982)",
665938877,2,MA 1A,South Street,secondary,21.3,False,False,58.1,"LINESTRING (-71.3282923 42.066454, -71.3279536 42.066778, -71.3279415 42.0667897, -71.3278608 42.0668668)",
665938877,2,MA 1A,South Street,secondary,21.3,False,True,58.1,"LINESTRING (-71.3278608 42.0668668, -71.3279415 42.0667897, -71.3279536 42.066778, -71.3282923 42.066454)",
665938879,2,MA 140,Franklin Street,secondary,13.7,False,False,76.2,"LINESTRING (-71.3278608 42.0668668, -71.3279295 42.0669312, -71.3281733 42.0671614, -71.3283028 42.0672869, -71.3284196 42.067412)",
665938902,2,MA 140,East Street,secondary,15.2,False,False,48.584,"LINESTRING (-71.3278608 42.0668668, -71.3277796 42.0667928, -71.3277672 42.0667833, -71.3277298 42.0667553, -71.3276466 42.0667011, -71.3275328 42.0666346, -71.3274245 42.0665766)",
665938885,2,MA 1A,South Street,secondary,21.3,False,False,11.377,"LINESTRING (-71.3290469 42.0658303, -71.3289438 42.0658982)",
9618736,2,,Kendrick Street,residential,12.2,True,False,215.938,"LINESTRING (-71.3290469 42.0658303, -71.3291665 42.0658861, -71.3306518 42.0673555)",
665938885,2,MA 1A,South Street,secondary,21.3,False,True,118.18400000000001,"LINESTRING (-71.3290469 42.0658303, -71.3290866 42.065803, -71.3290982 42.0657958, -71.3294672 42.065552, -71.3296535 42.0654284, -71.3296679 42.0654189, -71.3298836 42.0652747, -71.3299934 42.0651968, -71.3299978 42.0651935, -71.3301045 42.0651142)",
9618267,2,,Circle Drive,residential,12.2,False,True,103.758,"LINESTRING (-71.3283697 42.0704589, -71.3296243 42.0705168)",
713367239,2,,Circle Drive,residential,12.2,True,False,207.734,"LINESTRING (-71.3283697 42.0704589, -71.3283407 42.07028, -71.328321 42.0702284, -71.3282942 42.07019, -71.3282625 42.0701608, -71.3282112 42.0701436, -71.3281512 42.0701356, -71.3280849 42.0701374, -71.3273127 42.0702471, -71.3272584 42.0702594, -71.3272078 42.070273, -71.3271624 42.0702919, -71.3271241 42.0703161, -71.3270884 42.0703501, -71.3270705 42.0703854, -71.3270561 42.070426, -71.3270558 42.0704665, -71.327065 42.0705156, -71.3271148 42.0707076, -71.3271412 42.070785, -71.3271594 42.0708195, -71.3271666 42.0708332, -71.3271971 42.0708687, -71.3272477 42.0709, -71.3273018 42.0709195)",
