osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref
11317319,False,Park Avenue Southeast,tertiary,25 mph,True,48.772,"LINESTRING (-87.0431743 30.6307322, -87.0430502 30.6307104, -87.0429877 30.6306994, -87.0426685 30.630693)",,
128922401,False,Stewart Street,secondary,35 mph,False,128.496,"LINESTRING (-87.0431743 30.6307322, -87.0431576 30.6306395, -87.0431024 30.6303335, -87.0430946 30.6302903, -87.0430435 30.6299428, -87.043009 30.6295859)",4,FL 87
128922401,False,Stewart Street,secondary,35 mph,True,154.586,"LINESTRING (-87.0431743 30.6307322, -87.0431802 30.6307933, -87.0431934 30.630929, -87.0432116 30.6311864, -87.0432241 30.6313929, -87.0432117 30.6321209)",4,FL 87
"[11307755, 11309141]",False,"['Chaffin Street', '1st Avenue']",residential,,"[False, True]",184.34900000000002,"LINESTRING (-87.0396656 30.6360517, -87.0399616 30.6360319, -87.0401891 30.6359965, -87.0404895 30.6359135, -87.0409346 30.6357232, -87.041261 30.635623, -87.041497 30.635587)",,
11309141,False,Chaffin Street,residential,,True,179.523,"LINESTRING (-87.0396656 30.6360517, -87.0393049 30.6360992, -87.0388588 30.6361285, -87.0384242 30.6361316, -87.0379174 30.6361026, -87.037801 30.6360725)",,
186427130,False,Alabama Street,tertiary,25 mph,True,192.988,"LINESTRING (-87.0396656 30.6360517, -87.0396745 30.6358277, -87.039674 30.635775, -87.03969 30.635166, -87.039727 30.634317)",2,
11309997,False,Ravine Street,residential,25 mph,False,300.878,"LINESTRING (-87.039872 30.628558, -87.0399344 30.6285596, -87.0406607 30.6285779, -87.0408341 30.6285823, -87.0413708 30.6285899, -87.0418696 30.6286005, -87.0421216 30.6286059, -87.0428856 30.6286216, -87.0430156 30.6286243)",,
11309997,False,Ravine Street,residential,25 mph,True,150.04299999999998,"LINESTRING (-87.039872 30.628558, -87.0383627 30.6285407, -87.038304 30.62854)",,
186427130,False,Alabama Street,tertiary,25 mph,False,105.553,"LINESTRING (-87.039872 30.628558, -87.0398474 30.6294569, -87.039846 30.629507)",2,
186427130,False,Alabama Street,tertiary,25 mph,False,126.898,"LINESTRING (-87.039846 30.629507, -87.03982 30.630648)",2,
11309529,False,Hunt Street,residential,25 mph,False,149.20600000000002,"LINESTRING (-87.039846 30.629507, -87.0399102 30.6295083, -87.041405 30.629538)",,
11309529,False,Hunt Street,residential,25 mph,True,147.257,"LINESTRING (-87.039846 30.629507, -87.0391855 30.6295031, -87.038307 30.629498)",,
