osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge
"[390335091, 390335092, 26811550]",True,"['1', '2']",motorway_link,False,546.751,"LINESTRING (-117.658485 33.4981875, -117.6582258 33.498785, -117.6580594 33.499566, -117.6579207 33.5006537, -117.6579028 33.5008043, -117.6578544 33.5010363, -117.6577446 33.5012342, -117.6572939 33.501761, -117.6571577 33.5019577, -117.6571057 33.5022327, -117.657165 33.5026752, -117.657268 33.5028467)",,,,
915427794,True,5,motorway,False,699.895,"LINESTRING (-117.658485 33.4981875, -117.6583033 33.499275, -117.6582438 33.5000965, -117.6582419 33.5001647, -117.65822 33.5009299, -117.6582398 33.5014975, -117.6582874 33.5020372, -117.6584065 33.5028032, -117.658536 33.5034638, -117.6585613 33.5035929, -117.6586932 33.5041409, -117.6587793 33.5044313)",I 5,San Diego Freeway,65 mph,
"[684898512, 64388511]",False,5,secondary,True,82.517,"LINESTRING (-117.659024 33.5022903, -117.6592246 33.5022262, -117.6593302 33.5021822, -117.6595016 33.5020785, -117.659719 33.5018548)",,Ortega Highway,25 mph,
"[13372584, 26811570, 178117891]",False,"['4', '7']",primary,False,144.572,"LINESTRING (-117.659024 33.5022903, -117.6589114 33.5023251, -117.6579966 33.5026231, -117.6575696 33.5027589)",CA 74,Ortega Highway,35 mph,yes
1040473261,True,2,motorway_link,False,47.542,"LINESTRING (-117.659024 33.5022903, -117.6590438 33.5021059, -117.6590045 33.5018657)",,,,
13298968,False,,residential,False,86.694,"LINESTRING (-117.6615577 33.5050827, -117.6606238 33.5051209)",,Acjachema Street,,
13298968,False,,residential,True,124.037,"LINESTRING (-117.6615577 33.5050827, -117.6627759 33.5050511, -117.6628656 33.5049859)",,Acjachema Street,,
759540447,False,2,residential,False,81.753,"LINESTRING (-117.6667522 33.4995857, -117.6666264 33.4991748, -117.6665386 33.4988724)",,Alipaz Street,,
13298771,False,,residential,False,112.851,"LINESTRING (-117.6671764 33.5052331, -117.6668359 33.5053291, -117.666784 33.505326, -117.6666715 33.5052655, -117.6664324 33.504742)",,Calle la Purisima,,
"[13309128, 13322180]",False,"['1', '2']",residential,False,241.26500000000001,"LINESTRING (-117.6671764 33.5052331, -117.6671676 33.5051364, -117.6671857 33.5050464, -117.6672243 33.5049137, -117.6673022 33.504719, -117.6673111 33.5046202, -117.6672941 33.5045185, -117.6672681 33.5044388, -117.6671141 33.5040399, -117.6671097 33.5039661, -117.6671073 33.503886, -117.6671391 33.5037927, -117.6671431 33.5037813, -117.6671565 33.5037528, -117.6671638 33.5037048, -117.667156 33.5036575, -117.6671119 33.5036181, -117.6670478 33.5035874, -117.6668228 33.5035061, -117.6665655 33.503433)",,"['Avenida de la Vista', 'Mission Street']",15 mph,
13322180,False,2,residential,True,87.017,"LINESTRING (-117.6671764 33.5052331, -117.667285 33.5055092, -117.667324 33.5055973, -117.6674908 33.5059703)",,Avenida de la Vista,,
13298771,False,,residential,True,98.175,"LINESTRING (-117.6660727 33.5039116, -117.6664324 33.504742)",,Calle la Purisima,,
13298968,False,,residential,False,133.606,"LINESTRING (-117.6642042 33.5045872, -117.6640704 33.5046282, -117.6639229 33.5046847, -117.6637808 33.5047203, -117.6636145 33.5047188, -117.6634249 33.5047725, -117.6629664 33.504915, -117.6628656 33.5049859)",,Acjachema Street,,
"[32335676, 70107374, 400033617, 795462204, 996528029]",False,"['3', '2']",secondary,False,333.374,"LINESTRING (-117.6642042 33.5045872, -117.6641415 33.5044404, -117.6638839 33.5038155, -117.6637901 33.5035916, -117.6633471 33.5025364, -117.6632698 33.5023902, -117.6631806 33.5022197, -117.6631173 33.5021442, -117.663065 33.502082, -117.6628558 33.5019249, -117.6628192 33.5019027, -117.662781 33.5018786)",,Camino Capistrano,35 mph,
13298968,False,,residential,False,124.037,"LINESTRING (-117.6628656 33.5049859, -117.6627759 33.5050511, -117.6615577 33.5050827)",,Acjachema Street,,
13298968,False,,residential,True,133.60600000000002,"LINESTRING (-117.6628656 33.5049859, -117.6629664 33.504915, -117.6634249 33.5047725, -117.6636145 33.5047188, -117.6637808 33.5047203, -117.6639229 33.5046847, -117.6640704 33.5046282, -117.6642042 33.5045872)",,Acjachema Street,,
"[996528025, 13305990, 759540239]",False,2,tertiary,False,259.922,"LINESTRING (-117.6628656 33.5049859, -117.6628137 33.504881, -117.6626393 33.5045285, -117.6625728 33.504394, -117.662321 33.5038848, -117.6622625 33.5037666, -117.6620351 33.5033067, -117.6619888 33.5032131, -117.6619612 33.5031533, -117.6619184 33.5030155, -117.6619014 33.5029401, -117.6618965 33.5029189, -117.6618754 33.5028051)",,El Camino Real,,
13305990,False,2,tertiary,True,60.87,"LINESTRING (-117.6628656 33.5049859, -117.6629225 33.5051011, -117.6631158 33.505492)",,El Camino Real,,
13298968,False,,residential,False,32.202,"LINESTRING (-117.6606238 33.5051209, -117.6602769 33.5051349)",,Acjachema Street,,
13298968,False,,residential,True,86.694,"LINESTRING (-117.6606238 33.5051209, -117.6615577 33.5050827)",,Acjachema Street,,
13298968,False,,residential,True,32.202,"LINESTRING (-117.6602769 33.5051349, -117.6606238 33.5051209)",,Acjachema Street,,
