osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,ref
5268218,Saint Paul Street,tertiary,False,False,171.70999999999998,"LINESTRING (-76.7950435 39.2670225, -76.7951456 39.2670011, -76.7952716 39.2670011, -76.7954102 39.2670089, -76.7956042 39.2670059, -76.7958285 39.2669972, -76.7959771 39.2669874, -76.7960641 39.2669776, -76.7961787 39.2669484, -76.7963173 39.2668967, -76.7965441 39.2668079, -76.7966726 39.2667465, -76.796791 39.2666938, -76.7968523 39.2666511, -76.7968866 39.2666043)",,,,
5269704,Mulligans Hill Lane,residential,False,False,222.01899999999998,"LINESTRING (-76.7950435 39.2670225, -76.7950216 39.266957, -76.794941 39.266717, -76.794833 39.266448, -76.7947502 39.2661315, -76.7945774 39.2659168, -76.7944842 39.265827, -76.79443 39.2657187, -76.7944174 39.2656358, -76.7943972 39.2655138, -76.7943405 39.265426, -76.7941325 39.2651879)",,,,
"[639963232, 5271942]",Maryland Avenue,tertiary,False,True,81.761,"LINESTRING (-76.7950435 39.2670225, -76.795176 39.26743, -76.7953098 39.2676812, -76.7953311 39.2677213)",,,,
5268218,Saint Paul Street,tertiary,False,True,171.70999999999998,"LINESTRING (-76.7968866 39.2666043, -76.7968523 39.2666511, -76.796791 39.2666938, -76.7966726 39.2667465, -76.7965441 39.2668079, -76.7963173 39.2668967, -76.7961787 39.2669484, -76.7960641 39.2669776, -76.7959771 39.2669874, -76.7958285 39.2669972, -76.7956042 39.2670059, -76.7954102 39.2670089, -76.7952716 39.2670011, -76.7951456 39.2670011, -76.7950435 39.2670225)",,,,
"[5269840, 143497336]",College Avenue,tertiary,False,False,178.682,"LINESTRING (-76.7968866 39.2666043, -76.7968821 39.2665413, -76.7968647 39.266509, -76.7968417 39.2664735, -76.7968122 39.2664464, -76.7967663 39.2664239, -76.7967 39.2664158, -76.7965709 39.2664247, -76.7965055 39.2664212, -76.7964089 39.2663941, -76.7962953 39.2663432, -76.7962008 39.2662954, -76.7961391 39.2662535, -76.7960773 39.2661881, -76.7960269 39.266111, -76.7959979 39.2660222, -76.7959588 39.2658173, -76.7959404 39.2655661, -76.7959498 39.2654965, -76.7959726 39.2654301)",25 mph,,,
"[5270473, 5272908]","['Merryman Street', 'Hill Street']",residential,False,"[False, True]",472.7179999999999,"LINESTRING (-76.8003634 39.2684166, -76.8004036 39.2683812, -76.8009523 39.2678983, -76.8011808 39.2676845, -76.8013415 39.2675873, -76.801467 39.267492, -76.801557 39.2674139, -76.801688 39.2673005, -76.8017555 39.2672177, -76.8017972 39.267146, -76.801865 39.2670838, -76.8019379 39.2670478, -76.802022 39.2670089, -76.8020785 39.2669846, -76.8020971 39.266969, -76.8021061 39.2669506, -76.8021071 39.2669327, -76.8021011 39.2669146, -76.8020734 39.2668945, -76.802046 39.2668891, -76.8020163 39.2668872, -76.801827 39.266919, -76.8014841 39.2669666, -76.80136 39.2670046, -76.8011908 39.2671091, -76.8010364 39.2672519, -76.8009284 39.2673317, -76.8006233 39.2675679, -76.8002002 39.2679644, -76.7999975 39.2681568, -76.799964 39.2681886)",,,,
122589296,Main Street,secondary,False,False,90.16700000000002,"LINESTRING (-76.8003634 39.2684166, -76.8005104 39.268482, -76.8005953 39.2685108, -76.8008102 39.2685765, -76.8012401 39.2687245, -76.8013173 39.2687494)",25 mph,,,
599496541,Main Street,secondary,False,True,38.215,"LINESTRING (-76.8003634 39.2684166, -76.8002595 39.2683678, -76.8001584 39.2683139, -76.8000034 39.2682165)",25 mph,,,
122589296,Main Street,secondary,False,True,90.16700000000002,"LINESTRING (-76.8013173 39.2687494, -76.8012401 39.2687245, -76.8008102 39.2685765, -76.8005953 39.2685108, -76.8005104 39.268482, -76.8003634 39.2684166)",25 mph,,,
133508841,Ellicott Mills Drive,secondary,False,True,144.089,"LINESTRING (-76.8013173 39.2687494, -76.8012833 39.2688241, -76.8011647 39.2690947, -76.8011198 39.2692514, -76.801109 39.269393, -76.801115 39.269559, -76.8011551 39.2696796, -76.801223 39.2698226, -76.8013344 39.2699869)",30 mph,,,
"[740891426, 558337915]",Fels Lane,residential,False,False,98.027,"LINESTRING (-76.8011934 39.2707058, -76.8011073 39.2705652, -76.8010405 39.270453, -76.8010178 39.2703925, -76.8010039 39.2703447, -76.8009875 39.2702842, -76.8009838 39.2702451, -76.8009976 39.2701963, -76.8010279 39.2701515, -76.8010879 39.2701155, -76.8012512 39.2700303, -76.8013344 39.2699869)",,,,
599496541,Main Street,secondary,False,False,57.43300000000001,"LINESTRING (-76.799467 39.2678441, -76.7996846 39.2679903, -76.799964 39.2681886)",25 mph,,,
599496541,Main Street,secondary,False,True,58.134,"LINESTRING (-76.799467 39.2678441, -76.7991957 39.2677109, -76.7988604 39.2676229)",25 mph,,,
"[5269249, 5269455]","['Hamilton Street', 'Forrest Street']",unclassified,True,False,156.228,"LINESTRING (-76.7988604 39.2676229, -76.79888 39.2675741, -76.798909 39.2674845, -76.7989227 39.2674489, -76.7989529 39.2674232, -76.7992384 39.2673117, -76.7993634 39.2672701, -76.7994441 39.2672652, -76.7995292 39.2672749, -76.7996162 39.2673192, -76.7997464 39.2674876, -76.7997514 39.2675356, -76.7997362 39.2675796, -76.7996372 39.2676836, -76.7995081 39.2678053, -76.799467 39.2678441)",,,,
599496541,Main Street,secondary,False,False,58.134,"LINESTRING (-76.7988604 39.2676229, -76.7991957 39.2677109, -76.799467 39.2678441)",25 mph,,,
5270312,Church Road,residential,False,True,149.20499999999998,"LINESTRING (-76.7988604 39.2676229, -76.7987737 39.2676753, -76.7987086 39.2676885, -76.7984965 39.2676778, -76.7981623 39.267739, -76.7977751 39.2678586, -76.7972233 39.2680044)",25 mph,,,
905652427,Main Street,secondary,False,True,74.271,"LINESTRING (-76.7988604 39.2676229, -76.7981767 39.2675283, -76.7980106 39.2675077)",25 mph,,,
5269473,Ross Road,residential,False,False,76.218,"LINESTRING (-76.7959726 39.2654301, -76.7955662 39.2653325, -76.7954348 39.2652961, -76.7953645 39.2652696, -76.7953275 39.2652556, -76.7951517 39.2651803)",,,,
