osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
9640459,2,Sanger Street,residential,9.1,False,False,188.883,"LINESTRING (-71.3694942 42.2391208, -71.369585 42.2391858, -71.3696343 42.2392289, -71.3697197 42.2393057, -71.369933 42.239554, -71.3700287 42.2396555, -71.370525 42.240182, -71.3705704 42.2402199, -71.3707392 42.2403353, -71.3709108 42.2404458)",,
1164877208,2,Sawin Street,residential,12.2,False,False,12.062999999999999,"LINESTRING (-71.3694942 42.2391208, -71.3694487 42.2391384, -71.36936 42.239164)",,
"[1164877208, 9640300]",2,Sawin Street,residential,12.2,False,True,273.904,"LINESTRING (-71.3694942 42.2391208, -71.369633 42.239079, -71.3700959 42.2389624, -71.3702112 42.2389332, -71.371052 42.238715, -71.372022 42.238488, -71.37265 42.238342)",,
9640470,2,North Main Street,secondary,11.6,False,False,44.825,"LINESTRING (-71.3700034 42.243882, -71.369738 42.244234)",MA 16;MA 27,30 mph
9640299,1,Zions Lane,residential,6.1,False,True,56.96000000000001,"LINESTRING (-71.3700034 42.243882, -71.3702856 42.2439209, -71.3706884 42.2439515)",,
9640470,2,North Main Street,secondary,11.6,False,True,143.41400000000002,"LINESTRING (-71.3700034 42.243882, -71.370048 42.243806, -71.3701064 42.2437098, -71.3701784 42.243516, -71.3701961 42.2434644, -71.3702242 42.2433863, -71.3702631 42.2432483, -71.3702957 42.2430902, -71.3703097 42.2430008, -71.3703221 42.2429115, -71.3703409 42.2427703, -71.3703535 42.2426268)",MA 16;MA 27,30 mph
9640300,2,Sawin Street,residential,12.2,False,False,141.814,"LINESTRING (-71.374362 42.238424, -71.373476 42.238343, -71.372961 42.238316, -71.3727942 42.2383253, -71.372728 42.238329, -71.37265 42.238342)",,
848036264,2,Washington Street,secondary,12.2,False,False,355.25999999999993,"LINESTRING (-71.374362 42.238424, -71.373936 42.238591, -71.37364 42.238722, -71.373258 42.238901, -71.372907 42.239103, -71.372584 42.23932, -71.37219 42.239657, -71.371809 42.240004, -71.3717539 42.2400575, -71.371536 42.240269, -71.3713281 42.2404608, -71.3712814 42.2405041, -71.371255 42.2405292, -71.3712263 42.2405591)",MA 16,
719913988,2,South Main Street,secondary,12.8,False,False,61.975,"LINESTRING (-71.3691328 42.2386339, -71.369253 42.238856, -71.3693376 42.2390886, -71.36936 42.239164)",MA 27,
9640470,2,North Main Street,secondary,11.6,False,True,44.825,"LINESTRING (-71.369738 42.244234, -71.3700034 42.243882)",MA 16;MA 27,30 mph
