osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge
662230552,4,Motherhead Road,tertiary,25 mph,False,False,28.375999999999998,"LINESTRING (-90.6526644 38.7445534, -90.6527095 38.7446946, -90.6527162 38.7447136, -90.6527446 38.7448008)",,
1212697946,1,,tertiary_link,25 mph,True,False,44.959,"LINESTRING (-90.6526644 38.7445534, -90.65262 38.7446377, -90.6525792 38.7447056, -90.6525402 38.7447301, -90.6524577 38.7447575, -90.6523006 38.7447985)",,
"[636074208, 975459542]",3,Route N,secondary,25 mph,False,"[False, True]",88.0,"LINESTRING (-90.6527446 38.7448008, -90.6527706 38.7448679, -90.6527762 38.7448834, -90.6527853 38.7449096, -90.6528299 38.7450383, -90.6528576 38.7451185, -90.6529161 38.7452772, -90.6529781 38.7454683, -90.6530025 38.7455659)",MO N,
636074210,3,Route N,secondary,40 mph,False,True,38.552,"LINESTRING (-90.6527446 38.7448008, -90.6526215 38.7448076, -90.6525955 38.7448065, -90.6523006 38.7447985)",MO N,
662230552,4,Motherhead Road,tertiary,25 mph,False,True,28.376,"LINESTRING (-90.6527446 38.7448008, -90.6527162 38.7447136, -90.6527095 38.7446946, -90.6526644 38.7445534)",,
12269639,,Ashberry Drive,residential,,False,False,44.113,"LINESTRING (-90.6493851 38.7468773, -90.6488903 38.7469693)",,
12280883,,Cedarfield Drive,residential,,False,False,142.849,"LINESTRING (-90.6493851 38.7468773, -90.6494133 38.7469808, -90.6494669 38.7471189, -90.6495581 38.7474452, -90.6497955 38.7481209)",,
12280883,,Cedarfield Drive,residential,,False,True,125.68200000000002,"LINESTRING (-90.6493851 38.7468773, -90.6492524 38.7463993, -90.6493006 38.7457592)",,
12269639,,Ashberry Drive,residential,,False,True,44.113,"LINESTRING (-90.6488903 38.7469693, -90.6493851 38.7468773)",,
12270520,,Saint Charles Street,residential,,False,True,63.36,"LINESTRING (-90.6533269 38.7480121, -90.6527588 38.7479059, -90.6527423 38.7479049, -90.6526128 38.7478972)",,
12278251,,Main Street,residential,,False,True,91.705,"LINESTRING (-90.6533269 38.7480121, -90.6533604 38.7478899, -90.6534583 38.7475326, -90.6534785 38.7473676, -90.6534916 38.7473316, -90.6535377 38.7472054)",,
"[500562417, 1228547803, 975459548, 1121227895]",,Saint Charles Street,residential,,False,False,282.251,"LINESTRING (-90.6533269 38.7480121, -90.6534673 38.7480361, -90.6539297 38.7481151, -90.6544667 38.748218, -90.6548589 38.7482899, -90.6550934 38.7483132, -90.6552805 38.7483013, -90.6555119 38.7482498, -90.6557351 38.7481661, -90.656071 38.7479857, -90.6561985 38.7478846, -90.6563045 38.7477715)",,yes
12284821,,Pinefield Drive,residential,,False,False,274.86199999999997,"LINESTRING (-90.6507178 38.7476583, -90.6505076 38.747052, -90.650379 38.746523, -90.6502886 38.7462361, -90.6502318 38.7460915, -90.6501107 38.7459432, -90.6499551 38.745847, -90.6498156 38.7457843, -90.6497251 38.7457785, -90.6493006 38.7457592)",,
500562419,2,Saint Charles Street,residential,,False,False,95.96,"LINESTRING (-90.6507178 38.7476583, -90.6505531 38.7476994, -90.6504023 38.7477588, -90.6499409 38.7480433, -90.649873 38.7480844, -90.6497955 38.7481209)",,
500562419,2,Saint Charles Street,residential,,False,True,39.472,"LINESTRING (-90.6507178 38.7476583, -90.6508767 38.7476368, -90.6510503 38.7476378, -90.6511698 38.7476485)",,
12280883,,Cedarfield Drive,residential,,False,True,142.849,"LINESTRING (-90.6497955 38.7481209, -90.6495581 38.7474452, -90.6494669 38.7471189, -90.6494133 38.7469808, -90.6493851 38.7468773)",,
500562419,2,Saint Charles Street,residential,,False,False,46.109,"LINESTRING (-90.6497955 38.7481209, -90.6496799 38.7481496, -90.6495512 38.7481719, -90.6492799 38.7482211)",,
500562419,2,Saint Charles Street,residential,,False,True,95.96,"LINESTRING (-90.6497955 38.7481209, -90.649873 38.7480844, -90.6499409 38.7480433, -90.6504023 38.7477588, -90.6505531 38.7476994, -90.6507178 38.7476583)",,
12270541,,Oak Street,residential,,False,False,59.313,"LINESTRING (-90.653104 38.7462676, -90.6530095 38.746254, -90.6527422 38.7462062, -90.6524355 38.7461552)",,
12271623,,Oak Street,residential,,False,False,56.709,"LINESTRING (-90.653104 38.7462676, -90.6531829 38.746279, -90.6535265 38.7463395, -90.6537434 38.7463742)",,
975459542,,Route N,secondary,25 mph,False,False,92.815,"LINESTRING (-90.653104 38.7462676, -90.6530888 38.7463373, -90.6528769 38.7469959, -90.6528524 38.7470787)",MO N,
975459542,,Route N,secondary,25 mph,False,True,79.283,"LINESTRING (-90.653104 38.7462676, -90.6531203 38.7461928, -90.6531254 38.7461485, -90.6531236 38.7460358, -90.6531112 38.7459512, -90.6531063 38.745918, -90.6530289 38.7456718, -90.6530025 38.7455659)",MO N,
12270541,,Oak Street,residential,,False,True,59.313,"LINESTRING (-90.6524355 38.7461552, -90.6527422 38.7462062, -90.6530095 38.746254, -90.653104 38.7462676)",,
"[12275755, 12275294]",,"['Chestnut', 'Fifth Street']",residential,,False,False,111.199,"LINESTRING (-90.6524355 38.7461552, -90.6524529 38.746083, -90.6524507 38.746017, -90.652352 38.7456874, -90.6525817 38.7456462, -90.6529127 38.7455898, -90.6530025 38.7455659)",,
"[500562418, 12275294]",2,"['Saint Charles Street', 'Fifth Street']",residential,,False,True,245.393,"LINESTRING (-90.6524355 38.7461552, -90.6522041 38.7469608, -90.6520876 38.7473149, -90.6520536 38.7474175, -90.6519302 38.7477659, -90.6525116 38.7478777, -90.6526128 38.7478972)",,
"[12270409, 12282569, 12271623]",,"['Lime Street', 'Second Street', 'Oak Street']",residential,,False,"[False, True]",196.707,"LINESTRING (-90.6537434 38.7463742, -90.654224 38.746452, -90.654328 38.7465133, -90.6543591 38.7465967, -90.6543576 38.7467152, -90.6541822 38.7472392, -90.6540696 38.7473065, -90.6535867 38.7472147, -90.6535377 38.7472054)",,
12278251,,Main Street,residential,,False,False,94.449,"LINESTRING (-90.6537434 38.7463742, -90.6537259 38.7464399, -90.6537097 38.7465517, -90.6537076 38.7466557, -90.6536142 38.7469982, -90.6535575 38.7471518, -90.6535377 38.7472054)",,
12271623,,Oak Street,residential,,False,True,56.709,"LINESTRING (-90.6537434 38.7463742, -90.6535265 38.7463395, -90.6531829 38.746279, -90.653104 38.7462676)",,
749374726,,Main Street,residential,,False,False,107.497,"LINESTRING (-90.6537434 38.7463742, -90.6537877 38.746214, -90.6538149 38.7460497, -90.6538069 38.7459608, -90.6537818 38.7458678, -90.653631 38.7454303)",,
12280883,,Cedarfield Drive,residential,,False,False,122.349,"LINESTRING (-90.6493791 38.7446606, -90.6493736 38.7447382, -90.6493602 38.7449253, -90.6493006 38.7457592)",,
"[662230553, 636074210]",3,Route N,secondary,40 mph,False,False,253.838,"LINESTRING (-90.6493791 38.7446606, -90.6497999 38.744681, -90.6509705 38.7447376, -90.6521366 38.7447941, -90.6523006 38.7447985)",MO N,
12275755,,Chestnut,residential,,False,False,56.563,"LINESTRING (-90.6530025 38.7455659, -90.6530944 38.7455427, -90.653631 38.7454303)",,
"[12275755, 12275294]",,"['Chestnut', 'Fifth Street']",residential,,False,True,111.19899999999998,"LINESTRING (-90.6530025 38.7455659, -90.6529127 38.7455898, -90.6525817 38.7456462, -90.652352 38.7456874, -90.6524507 38.746017, -90.6524529 38.746083, -90.6524355 38.7461552)",,
975459542,,Route N,secondary,25 mph,False,False,79.283,"LINESTRING (-90.6530025 38.7455659, -90.6530289 38.7456718, -90.6531063 38.745918, -90.6531112 38.7459512, -90.6531236 38.7460358, -90.6531254 38.7461485, -90.6531203 38.7461928, -90.653104 38.7462676)",MO N,
"[636074208, 975459542]",3,Route N,secondary,25 mph,False,"[False, True]",88.0,"LINESTRING (-90.6530025 38.7455659, -90.6529781 38.7454683, -90.6529161 38.7452772, -90.6528576 38.7451185, -90.6528299 38.7450383, -90.6527853 38.7449096, -90.6527762 38.7448834, -90.6527706 38.7448679, -90.6527446 38.7448008)",MO N,
12282569,,Lime Street,residential,,False,False,61.079,"LINESTRING (-90.6528524 38.7470787, -90.6529774 38.7471022, -90.653038 38.7471131, -90.6532844 38.7471573, -90.6534368 38.7471862, -90.6535377 38.7472054)",,
"[975459542, 975459543]",,Route N,secondary,25 mph,False,False,93.35600000000001,"LINESTRING (-90.6528524 38.7470787, -90.6528303 38.7471534, -90.6526316 38.7478299, -90.6526128 38.7478972)",MO N,
975459542,,Route N,secondary,25 mph,False,True,92.815,"LINESTRING (-90.6528524 38.7470787, -90.6528769 38.7469959, -90.6530888 38.7463373, -90.653104 38.7462676)",MO N,
