osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction
"[855122, 457774294]",2,A1081,Chequer Street,primary,20 mph,False,False,167.99300000000002,"LINESTRING (-0.3397962 51.7508926, -0.3397459 51.7509726, -0.3397101 51.7510328, -0.3395484 51.751259, -0.3395171 51.7512952, -0.3394128 51.7514175, -0.3393358 51.751505, -0.3393044 51.7515396, -0.3392812 51.7515631, -0.3392349 51.7516101, -0.3390203 51.7518266, -0.3389459 51.7519036, -0.3388439 51.7520054, -0.3387808 51.752068, -0.3387167 51.7521316, -0.3386312 51.7522163)",,
"[1059320731, 200192804]",2,A5183,Holywell Hill,primary,"['20 mph', '30 mph']",False,True,122.677,"LINESTRING (-0.3397962 51.7508926, -0.3398479 51.7508049, -0.3399253 51.7506736, -0.3399865 51.75057, -0.3400433 51.7504626, -0.3400829 51.7504001, -0.3401423 51.7502959, -0.3403252 51.7499629, -0.3403669 51.7498893, -0.3403886 51.7498522)",,
"[3220131, 3220132, 680934733, 1176578395, 1068071450, 1068071451, 1068071452, 1068071453]",2,A5183,"['Verulam Road', 'High Street']",primary,20 mph,False,"[False, True]",234.047,"LINESTRING (-0.3397962 51.7508926, -0.3399092 51.7509201, -0.3400144 51.7509494, -0.340068 51.7509644, -0.3402916 51.7510326, -0.340496 51.7510933, -0.3405905 51.7511121, -0.3406004 51.7511141, -0.3407062 51.751141, -0.3407977 51.7511679, -0.3408135 51.7511726, -0.3409914 51.7512275, -0.3410808 51.7512595, -0.3411119 51.751278, -0.3411437 51.7513, -0.3411697 51.7513382, -0.3411806 51.7513598, -0.3411856 51.7514026, -0.3411879 51.7514682, -0.3411892 51.7515048, -0.3411925 51.7515705, -0.3411939 51.7515976, -0.3411885 51.7519282, -0.3411874 51.7519759, -0.3411899 51.7524672)",,
"[220886882, 1047245491, 3542444]","['3', '2']",A1081,London Road,primary,"['20 mph', '30 mph']",False,True,315.46200000000005,"LINESTRING (-0.3397962 51.7508926, -0.3396464 51.7508584, -0.3394719 51.7508186, -0.3394211 51.7508076, -0.3392258 51.7507654, -0.3390641 51.750732, -0.3384483 51.7506046, -0.3382695 51.7505692, -0.3374764 51.7503694, -0.337025 51.7502552, -0.3368477 51.7502104, -0.3367462 51.7501836, -0.3366446 51.7501568, -0.3360624 51.7500156, -0.3358615 51.7499532, -0.3357241 51.7499054, -0.3355537 51.7498349)",,
"[3546498, 1136794373, 693748530, 1033662008, 1119960666]",2,A1081,St Peter's Street,primary,20 mph,False,False,289.61800000000005,"LINESTRING (-0.3386312 51.7522163, -0.3385538 51.7523137, -0.3384944 51.7523828, -0.3383049 51.7526036, -0.3382393 51.7526881, -0.3380925 51.7528463, -0.3380626 51.7528786, -0.3380434 51.7528976, -0.3377298 51.7532087, -0.3375499 51.7533773, -0.3373912 51.753526, -0.3373677 51.7535449, -0.3373192 51.7535841, -0.3372862 51.7536113, -0.3372061 51.7536775, -0.3369848 51.7538862, -0.3365982 51.7542508, -0.3363986 51.7544196)",,
"[855122, 457774294]",2,A1081,Chequer Street,primary,20 mph,False,True,167.993,"LINESTRING (-0.3386312 51.7522163, -0.3387167 51.7521316, -0.3387808 51.752068, -0.3388439 51.7520054, -0.3389459 51.7519036, -0.3390203 51.7518266, -0.3392349 51.7516101, -0.3392812 51.7515631, -0.3393044 51.7515396, -0.3393358 51.751505, -0.3394128 51.7514175, -0.3395171 51.7512952, -0.3395484 51.751259, -0.3397101 51.7510328, -0.3397459 51.7509726, -0.3397962 51.7508926)",,
"[1033662002, 464944663]",2,B691,Victoria Street,secondary,"['20 mph', '30 mph']",False,False,203.935,"LINESTRING (-0.3386312 51.7522163, -0.3385555 51.7521919, -0.338346 51.752126, -0.3380642 51.7520478, -0.3375884 51.7519263, -0.3371195 51.751816, -0.3367698 51.7517338, -0.3367215 51.7517225, -0.3366357 51.751702, -0.3365776 51.7516881, -0.3363904 51.7516433, -0.3362492 51.7516103, -0.3358876 51.7515275)",,
847054,2,B691,Victoria Street,secondary,30 mph,False,False,80.35000000000001,"LINESTRING (-0.3358876 51.7515275, -0.3350638 51.7513188, -0.3349951 51.7513014, -0.3348044 51.7512585)",,
3625371,,,Bricket Road,residential,,False,False,97.842,"LINESTRING (-0.3358876 51.7515275, -0.3357169 51.7519243, -0.3356227 51.752108, -0.3354876 51.7523716)",,
"[1033662002, 464944663]",2,B691,Victoria Street,secondary,"['20 mph', '30 mph']",False,True,203.935,"LINESTRING (-0.3358876 51.7515275, -0.3362492 51.7516103, -0.3363904 51.7516433, -0.3365776 51.7516881, -0.3366357 51.751702, -0.3367215 51.7517225, -0.3367698 51.7517338, -0.3371195 51.751816, -0.3375884 51.7519263, -0.3380642 51.7520478, -0.338346 51.752126, -0.3385555 51.7521919, -0.3386312 51.7522163)",,
