osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,ref
5643585,South Avenue,residential,30 mph,False,True,112.84100000000001,"LINESTRING (-73.9377722 42.8180323, -73.9376905 42.8180024, -73.9373303 42.8178703, -73.937136 42.817799, -73.9365433 42.8175664)",,,
5648794,North Jay Street,residential,30 mph,False,False,105.149,"LINESTRING (-73.9377722 42.8180323, -73.9378111 42.8179718, -73.9379582 42.8177433, -73.9381434 42.817421, -73.9382987 42.8171693)",,,
43550282,Barrett Street,residential,30 mph,False,False,137.496,"LINESTRING (-73.9365433 42.8175664, -73.9358024 42.8186771)",,,
5643585,South Avenue,residential,30 mph,False,False,112.84100000000001,"LINESTRING (-73.9365433 42.8175664, -73.937136 42.817799, -73.9373303 42.8178703, -73.9376905 42.8180024, -73.9377722 42.8180323)",,,
5648864,Barrett Street,residential,30 mph,False,True,183.86899999999997,"LINESTRING (-73.9365433 42.8175664, -73.9369242 42.8169961, -73.937194 42.8165888, -73.937266 42.8164801, -73.937531 42.81608)",,,
43550281,South Avenue,residential,30 mph,False,True,124.53899999999999,"LINESTRING (-73.9365433 42.8175664, -73.935854 42.8173263, -73.935164 42.817086)",,,
5649408,Park Place,residential,30 mph,True,False,157.049,"LINESTRING (-73.935164 42.817086, -73.9355641 42.8164784, -73.935998 42.815813)",,,
43550281,South Avenue,residential,30 mph,False,False,124.53899999999999,"LINESTRING (-73.935164 42.817086, -73.935854 42.8173263, -73.9365433 42.8175664)",,,
43550281,South Avenue,residential,30 mph,False,True,121.948,"LINESTRING (-73.935164 42.817086, -73.934257 42.8167479, -73.9338311 42.8165892)",,,
669608290,South Avenue,residential,30 mph,False,False,8.571,"LINESTRING (-73.9337374 42.8165543, -73.9338311 42.8165892)",,,
5647302,Chapel Street,residential,30 mph,True,False,211.325,"LINESTRING (-73.9366564 42.8111783, -73.9367266 42.8112373, -73.9371426 42.8114482, -73.9373149 42.8115304, -73.9373446 42.811544, -73.9378657 42.8117875, -73.9380827 42.8118805, -73.9388308 42.8122042)",,,
669608284,Nott Terrace,tertiary,30 mph,False,False,148.504,"LINESTRING (-73.9366564 42.8111783, -73.936937 42.810992, -73.9369581 42.8109775, -73.9378984 42.8103341, -73.9379915 42.8102704)",,,
669608284,Nott Terrace,tertiary,30 mph,False,True,70.83600000000001,"LINESTRING (-73.9366564 42.8111783, -73.9364217 42.8113233, -73.936291 42.811404, -73.9361077 42.8115248, -73.9360003 42.8115955)",,,
5644521,Daggett Terrace,residential,30 mph,False,True,75.318,"LINESTRING (-73.935823 42.810636, -73.936502 42.810177)",,,
