osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,tunnel,access
69712628,True,2,43,primary,50,False,35.519999999999996,"LINESTRING (20.4720375 46.2129664, 20.4722628 46.2130703, 20.4724449 46.2131099)",,,,
219122303,False,2,43,primary,50,True,85.964,"LINESTRING (20.4720375 46.2129664, 20.4714644 46.2125708, 20.4712802 46.2124873, 20.471207 46.2124541)",Szegedi út,,,
45265613,True,2,43,primary,50,False,7.029999999999999,"LINESTRING (20.478194 46.2146671, 20.4782521 46.2146746, 20.4782794 46.2146865)",,roundabout,,
69712885,False,,,residential,,False,64.128,"LINESTRING (20.478194 46.2146671, 20.4781187 46.2145902, 20.4780313 46.2145067, 20.4777191 46.2141932)",Hunyadi utca,,,
45265613,True,2,43,primary,50,False,10.915,"LINESTRING (20.4780855 46.2147238, 20.4781177 46.2146897, 20.478194 46.2146671)",,roundabout,,
69712234,False,2,43,primary,50,False,152.08500000000004,"LINESTRING (20.4727778 46.2135381, 20.4729417 46.2137054, 20.4731344 46.2138568, 20.4734998 46.2141439, 20.4735747 46.2142028, 20.4740111 46.2145085, 20.4740905 46.2145568)",Szegedi út,,,
69712353,True,2,43,primary,50,False,32.312,"LINESTRING (20.4727778 46.2135381, 20.4726024 46.2133861, 20.4724942 46.2133259)",,,,
69712202,True,2,43,primary,50,False,11.495999999999999,"LINESTRING (20.4724446 46.2133226, 20.472399 46.2133088, 20.4723618 46.2132859, 20.4723367 46.2132561)",,roundabout,,
69712777,True,,,residential,,False,20.722,"LINESTRING (20.4724446 46.2133226, 20.4723261 46.2133983, 20.4722467 46.213449)",Szent János tér,,,
69712202,True,2,43,primary,50,False,3.834,"LINESTRING (20.4724942 46.2133259, 20.4724446 46.2133226)",,roundabout,,
69712128,True,2,43,primary,50,False,37.819,"LINESTRING (20.4726432 46.213211, 20.4726915 46.2133326, 20.4727778 46.2135381)",,,,
69712202,True,2,43,primary,50,False,18.959,"LINESTRING (20.4726432 46.213211, 20.4726379 46.2132449, 20.4726178 46.2132761, 20.4725849 46.2133014, 20.4725423 46.2133186, 20.4724942 46.2133259)",,roundabout,,
69712202,True,2,43,primary,50,False,6.306,"LINESTRING (20.4726186 46.2131574, 20.4726359 46.2131831, 20.4726432 46.213211)",,roundabout,,
69712830,True,,,residential,,False,17.726,"LINESTRING (20.4724949 46.2131067, 20.4726437 46.212985)",Kálvin utca,,,
69712202,True,2,43,primary,50,False,11.436,"LINESTRING (20.4724949 46.2131067, 20.4725433 46.2131142, 20.4725859 46.2131317, 20.4726186 46.2131574)",,roundabout,,
69712630,True,2,43,primary,50,False,35.107,"LINESTRING (20.472326 46.213211, 20.4720375 46.2129664)",,,,
69712202,True,2,43,primary,50,False,15.446,"LINESTRING (20.472326 46.213211, 20.4723364 46.213177, 20.4723615 46.213147, 20.4723989 46.2131238, 20.4724449 46.2131099)",,roundabout,,
69712202,True,2,43,primary,50,False,5.111000000000001,"LINESTRING (20.4723367 46.2132561, 20.4723279 46.2132339, 20.472326 46.213211)",,roundabout,,
69712771,True,,,residential,,False,22.54,"LINESTRING (20.4722467 46.213449, 20.4722838 46.2133694, 20.4723367 46.2132561)",Szent János tér,,,
69712892,False,,,residential,,True,205.082,"LINESTRING (20.4722467 46.213449, 20.4717912 46.2139811, 20.4717117 46.2140633, 20.4714166 46.2143688, 20.4711315 46.214664, 20.4710337 46.2147652, 20.4709386 46.2148903, 20.4708506 46.2150179)",Szent János tér,,,
69712869,False,,,residential,,False,6.624,"LINESTRING (20.4726437 46.212985, 20.4726746 46.2129294)",Kálvin utca,,,
69712839,True,,,residential,,False,19.479999999999997,"LINESTRING (20.4726437 46.212985, 20.4726132 46.2130656, 20.4726186 46.2131574)",Kálvin utca,,,
69712885,False,,,residential,,True,225.928,"LINESTRING (20.4740156 46.2116038, 20.4753495 46.2125063, 20.4761087 46.2130287)",Hunyadi utca,,,
194193470,False,,,residential,,True,56.447,"LINESTRING (20.4740156 46.2116038, 20.473913 46.2116958, 20.4735697 46.2120069)",Kálvin utca,,,
194193471,False,,,residential,,False,118.193,"LINESTRING (20.4740156 46.2116038, 20.4741155 46.2115095, 20.4747871 46.2109249, 20.4748531 46.210881, 20.4749948 46.210787)",Kálvin utca,,,
69712881,False,,,residential,,False,74.569,"LINESTRING (20.4754648 46.2135299, 20.47609 46.2130433, 20.4761087 46.2130287)",Posta utca,,,
69712882,True,,,residential,,False,220.624,"LINESTRING (20.4754648 46.2135299, 20.4752275 46.2133684, 20.4748848 46.2131353, 20.4747085 46.2130153, 20.4734018 46.212152)",Tömörkény utca,,,
69712885,False,,,residential,,True,35.776,"LINESTRING (20.4761087 46.2130287, 20.4764568 46.213242)",Hunyadi utca,,,
69712881,False,,,residential,,True,74.569,"LINESTRING (20.4761087 46.2130287, 20.47609 46.2130433, 20.4754648 46.2135299)",Posta utca,,,
69712885,False,,,residential,,False,225.928,"LINESTRING (20.4761087 46.2130287, 20.4753495 46.2125063, 20.4740156 46.2116038)",Hunyadi utca,,,
69712869,False,,,residential,,False,20.669,"LINESTRING (20.4734018 46.212152, 20.4735697 46.2120069)",Kálvin utca,,,
69712869,False,,,residential,,True,104.1,"LINESTRING (20.4734018 46.212152, 20.472798 46.2127191, 20.472684 46.2128552, 20.4726746 46.2129294)",Kálvin utca,,,
"[911535233, 69718437]",False,,,residential,,False,395.36500000000007,"LINESTRING (20.468648 46.2189921, 20.468724 46.2189301, 20.4719431 46.2163057, 20.4719731 46.2162812)",Szép utca,,,
69712891,False,,,residential,,False,121.492,"LINESTRING (20.4719731 46.2162812, 20.471894 46.2162206, 20.4709478 46.2154503)",Teleki László utca,,,
69712891,False,,,residential,,True,150.185,"LINESTRING (20.4719731 46.2162812, 20.4720398 46.216335, 20.4732189 46.2172312, 20.4732874 46.2172797)",Teleki László utca,,,
"[911535233, 69718437]",False,,,residential,,True,395.36500000000007,"LINESTRING (20.4719731 46.2162812, 20.4719431 46.2163057, 20.468724 46.2189301, 20.468648 46.2189921)",Szép utca,,,
194331693,False,,,residential,,True,72.826,"LINESTRING (20.4732874 46.2172797, 20.472538 46.2176798)",József Attila utca,,,
69712891,False,,,residential,,False,150.185,"LINESTRING (20.4732874 46.2172797, 20.4732189 46.2172312, 20.4720398 46.216335, 20.4719731 46.2162812)",Teleki László utca,,,
194331693,False,,,residential,,False,112.968,"LINESTRING (20.4732874 46.2172797, 20.4739513 46.2169295, 20.4744551 46.2166638)",József Attila utca,,,
194331692,False,,,residential,30,False,155.51,"LINESTRING (20.4709378 46.2185342, 20.472538 46.2176798)",József Attila utca,,,
69713087,True,,4432,secondary,50,False,93.285,"LINESTRING (20.4748538 46.2156167, 20.4751027 46.2160866, 20.475271 46.2164044)",Kossuth utca,,,
126486576,False,,4432,secondary,,True,68.80199999999999,"LINESTRING (20.4748538 46.2156167, 20.4748218 46.2155506, 20.4747682 46.2154397, 20.4746476 46.2151902, 20.4746366 46.2151561, 20.4746261 46.2151234, 20.4746207 46.2150714, 20.4746261 46.2150231)",,,,
"[911535234, 911535236, 911535237, 911535238, 255912990]",True,,,residential,"['30', '10']",False,272.74499999999995,"LINESTRING (20.4748538 46.2156167, 20.4747389 46.2156466, 20.4744673 46.2157174, 20.4740158 46.2158692, 20.4738877 46.2159128, 20.47341 46.2161083, 20.4733511 46.2161083, 20.4732921 46.2160886, 20.4728388 46.2157791, 20.4727697 46.2157623, 20.4726544 46.2158098, 20.4719731 46.2162812)","['Makovecz tér', 'Szép utca']",,,
69713021,False,,43308,tertiary,,True,96.344,"LINESTRING (20.4689099 46.2117708, 20.4693766 46.2109668)",Lonovics sugárút,,,
