osmid,lanes,name,highway,oneway,reversed,length,junction,geometry,ref,bridge
653415939,2,Jalan Bagan Sekinchan,unclassified,False,True,93.218,,"LINESTRING (101.0995779 3.5043265, 101.1002912 3.5047691)",,
965297551,,,tertiary,False,False,35.964,,"LINESTRING (101.0995779 3.5043265, 101.099394 3.5045928)",,
965297551,,,tertiary,False,True,21.845,,"LINESTRING (101.0995779 3.5043265, 101.0996838 3.5041609)",,
408151296,,Jalan Harmoni 1,residential,False,True,35.05,,"LINESTRING (101.0981869 3.5062806, 101.0984536 3.5064494)",,
965297551,,,tertiary,False,True,35.003,,"LINESTRING (101.0981869 3.5062806, 101.0983673 3.5060224)",,
331535809,,,unclassified,True,False,12.257000000000001,roundabout,"LINESTRING (101.1026899 3.5065177, 101.102721 3.506508, 101.1027467 3.5064879, 101.1027689 3.5064486)",,
331535810,,Jalan Bahagia,unclassified,True,False,37.87,,"LINESTRING (101.1026899 3.5065177, 101.1027758 3.5066245, 101.1028302 3.5066717, 101.1029389 3.5067463)",,
331535809,,,unclassified,True,False,8.869,roundabout,"LINESTRING (101.1027302 3.5063543, 101.1027034 3.5063418, 101.102674 3.5063386, 101.1026533 3.5063402)",,
1013636372,,Jalan Bagan Sekinchan,unclassified,True,False,22.162,,"LINESTRING (101.1027302 3.5063543, 101.1027152 3.5062496, 101.1026904 3.5061594)",,
331535809,,,unclassified,True,False,11.88,roundabout,"LINESTRING (101.1027689 3.5064486, 101.1027692 3.5064308, 101.102765 3.5064014, 101.1027516 3.506375, 101.1027302 3.5063543)",,
331535809,,,unclassified,True,False,18.777,roundabout,"LINESTRING (101.1025907 3.506411, 101.1025897 3.5064392, 101.1025974 3.5064662, 101.1026131 3.5064896, 101.1026352 3.506507, 101.1026617 3.5065166, 101.1026899 3.5065177)",,
331535813,,,unclassified,False,False,26.227999999999998,,"LINESTRING (101.1025907 3.506411, 101.1024376 3.506485, 101.1023934 3.5065342)",,
331535821,,Jalan Radin,unclassified,False,False,62.489,,"LINESTRING (101.1038456 3.5073416, 101.1037055 3.5075517, 101.1035336 3.5078094)",,
331535821,,Jalan Radin,unclassified,False,True,109.601,,"LINESTRING (101.1038456 3.5073416, 101.1040974 3.5069636, 101.1041373 3.5069056, 101.1042049 3.5068018, 101.1043919 3.5065205)",,
782787066,2,Jalan Bahagia,unclassified,False,True,54.857,,"LINESTRING (101.1038456 3.5073416, 101.103487 3.507112, 101.1034296 3.5070752)",,
782788244,1,Jalan Kuala Selangor-Teluk Intan,trunk_link,True,False,5.828,,"LINESTRING (101.1027329 3.5058378, 101.1027639 3.5057955)",5,
331535813,,,unclassified,False,False,66.52199999999999,,"LINESTRING (101.1023934 3.5065342, 101.1022194 3.5067739, 101.1020418 3.5070187)",,
331535813,,,unclassified,False,True,26.227999999999998,,"LINESTRING (101.1023934 3.5065342, 101.1024376 3.506485, 101.1025907 3.506411)",,
331535814,,Jalan Pejabat Pos,unclassified,False,False,20.999,,"LINESTRING (101.101695 3.5075411, 101.1018524 3.5076459)",,
331535814,,Jalan Pejabat Pos,unclassified,False,True,15.874,,"LINESTRING (101.101695 3.5075411, 101.101576 3.5074619)",,
331535813,,,unclassified,False,True,69.68299999999999,,"LINESTRING (101.101695 3.5075411, 101.1018812 3.5072606, 101.1020418 3.5070187)",,
331535814,,Jalan Pejabat Pos,unclassified,False,False,15.874,,"LINESTRING (101.101576 3.5074619, 101.101695 3.5075411)",,
782788244,1,Jalan Kuala Selangor-Teluk Intan,trunk_link,True,False,158.38,,"LINESTRING (101.101576 3.5074619, 101.1024066 3.5063037)",5,
331535814,,Jalan Pejabat Pos,unclassified,False,True,72.161,,"LINESTRING (101.1030958 3.5084737, 101.1028435 3.5083057, 101.1027408 3.5082374, 101.1025549 3.5081136)",,
331535818,,Jalan Ria,residential,False,False,90.536,,"LINESTRING (101.1030958 3.5084737, 101.1034174 3.5086909, 101.1037714 3.50893)",,
331535821,,Jalan Radin,unclassified,False,False,98.489,,"LINESTRING (101.1030958 3.5084737, 101.1028646 3.5088088, 101.1026016 3.5092093)",,
331535821,,Jalan Radin,unclassified,False,True,88.416,,"LINESTRING (101.1030958 3.5084737, 101.1034791 3.5078924, 101.1035336 3.5078094)",,
331535814,,Jalan Pejabat Pos,unclassified,False,True,93.721,,"LINESTRING (101.1025549 3.5081136, 101.1018524 3.5076459)",,
331535814,,Jalan Pejabat Pos,unclassified,False,False,72.161,,"LINESTRING (101.1025549 3.5081136, 101.1027408 3.5082374, 101.1028435 3.5083057, 101.1030958 3.5084737)",,
331535815,2,,unclassified,False,False,70.225,,"LINESTRING (101.1025549 3.5081136, 101.1027413 3.5078276, 101.1028999 3.5075842)",,
331535815,2,,unclassified,False,True,11.966,,"LINESTRING (101.1032899 3.5069859, 101.1032311 3.5070761)",,
782787066,2,Jalan Bahagia,unclassified,False,False,18.412,,"LINESTRING (101.1032899 3.5069859, 101.1034296 3.5070752)",,
782787066,2,Jalan Bahagia,unclassified,False,True,47.195,,"LINESTRING (101.1032899 3.5069859, 101.1029389 3.5067463)",,
331535816,,,unclassified,True,False,114.124,,"LINESTRING (101.1020418 3.5070187, 101.1028999 3.5075842)",,
331535813,,,unclassified,False,False,69.68299999999999,,"LINESTRING (101.1020418 3.5070187, 101.1018812 3.5072606, 101.101695 3.5075411)",,
331535813,,,unclassified,False,True,66.52199999999999,,"LINESTRING (101.1020418 3.5070187, 101.1022194 3.5067739, 101.1023934 3.5065342)",,
331535815,2,,unclassified,False,False,67.404,,"LINESTRING (101.1028999 3.5075842, 101.102933 3.5075335, 101.1030675 3.5073271, 101.1032311 3.5070761)",,
331535815,2,,unclassified,False,True,70.225,,"LINESTRING (101.1028999 3.5075842, 101.1027413 3.5078276, 101.1025549 3.5081136)",,
331535818,,Jalan Ria,residential,False,True,90.536,,"LINESTRING (101.1037714 3.50893, 101.1034174 3.5086909, 101.1030958 3.5084737)",,
331535824,,Jalan Mengkudu,residential,False,False,89.06,,"LINESTRING (101.1037714 3.50893, 101.103836 3.5088304, 101.1042077 3.5082578)",,
331535824,,Jalan Mengkudu,residential,False,True,97.79599999999999,,"LINESTRING (101.1037714 3.50893, 101.1035775 3.5092288, 101.1035414 3.5092844, 101.1033908 3.5095165, 101.1032924 3.5096682)",,
331535819,,Jalan Menteri,residential,False,False,5.843,,"LINESTRING (101.103529 3.504752, 101.1035727 3.5047813)",,
782788244,1,Jalan Kuala Selangor-Teluk Intan,trunk_link,True,False,45.605,,"LINESTRING (101.103529 3.504752, 101.1037662 3.5044171)",5,
331536432,,Jalan Tepi Sawah,tertiary,False,False,110.658,,"LINESTRING (101.1071259 3.5071636, 101.106581 3.507997)",,
331535819,,Jalan Menteri,residential,False,True,105.411,,"LINESTRING (101.1071259 3.5071636, 101.1068639 3.5069879, 101.1063375 3.506635)",,
331535820,,Jalan Malinja,residential,False,False,63.566,,"LINESTRING (101.1037662 3.5044171, 101.1042414 3.5047362)",,
331535820,,Jalan Malinja,residential,False,False,9.188,,"LINESTRING (101.1051722 3.5053611, 101.1052409 3.5054072)",,
331535820,,Jalan Malinja,residential,False,True,58.123,,"LINESTRING (101.1051722 3.5053611, 101.1047377 3.5050693)",,
331535821,,Jalan Radin,unclassified,False,False,45.479,,"LINESTRING (101.1051722 3.5053611, 101.1049403 3.5056983)",,
331535821,,Jalan Radin,unclassified,False,False,70.735,,"LINESTRING (101.1026016 3.5092093, 101.1024352 3.5094628, 101.1022514 3.5097408)",,
331535821,,Jalan Radin,unclassified,False,True,98.489,,"LINESTRING (101.1026016 3.5092093, 101.1028646 3.5088088, 101.1030958 3.5084737)",,
331535822,,Jalan Yoke Kuan,residential,False,False,92.09700000000001,,"LINESTRING (101.1026016 3.5092093, 101.1027889 3.5093337, 101.1032924 3.5096682)",,
