osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,junction
13856858,Hátún,residential,30,False,True,48.324,,"LINESTRING (-22.5660879 64.0028821, -22.5656011 64.0025035)",,
737057801,Aðalgata,tertiary,50,False,False,69.241,2,"LINESTRING (-22.5660879 64.0028821, -22.5659274 64.0029095, -22.564868 64.0030906, -22.5647643 64.0031083)",,
737057801,Aðalgata,tertiary,50,False,False,77.694,2,"LINESTRING (-22.5647643 64.0031083, -22.5632791 64.0033621)",,
13857025,Smáratún,residential,30,False,True,223.414,,"LINESTRING (-22.5647643 64.0031083, -22.564663 64.0030366, -22.5623507 64.0014002)",,
737057801,Aðalgata,tertiary,50,False,True,69.241,2,"LINESTRING (-22.5647643 64.0031083, -22.564868 64.0030906, -22.5659274 64.0029095, -22.5660879 64.0028821)",,
678717810,Hringbraut,secondary,50,False,False,210.93,2,"LINESTRING (-22.5632791 64.0033621, -22.5610628 64.0017328)",423,
737057801,Aðalgata,tertiary,50,False,True,77.694,2,"LINESTRING (-22.5632791 64.0033621, -22.5647643 64.0031083)",,
737057801,Aðalgata,tertiary,50,False,False,72.555,2,"LINESTRING (-22.5632791 64.0033621, -22.5621179 64.0035644, -22.5618957 64.0036031)",,
737057801,Aðalgata,tertiary,50,False,False,69.634,2,"LINESTRING (-22.5599731 64.0039381, -22.5586508 64.0041753)",,
564115969,Kirkjuvegur,residential,30,False,False,185.03799999999998,2,"LINESTRING (-22.5599731 64.0039381, -22.5595852 64.0034943, -22.559393 64.0033515, -22.559097 64.0031317, -22.5590563 64.0031015, -22.558582 64.0027493, -22.5582066 64.0024705)",,
737057801,Aðalgata,tertiary,50,False,True,38.867000000000004,2,"LINESTRING (-22.5599731 64.0039381, -22.560203 64.0038981, -22.5607142 64.003809)",,
737057801,Aðalgata,tertiary,50,False,True,69.634,2,"LINESTRING (-22.5586508 64.0041753, -22.5599731 64.0039381)",,
