osmid,oneway,lanes,name,highway,junction,reversed,length,geometry
83927072,True,2,جزيرة الشيخ,primary,roundabout,False,49.521,"LINESTRING (14.5650411 32.4691887, 14.5649091 32.4691881, 14.5647834 32.4691541, 14.5646755 32.46909, 14.5645954 32.4690016)"
83927101,True,2,,primary,,False,42.97,"LINESTRING (14.5650411 32.4691887, 14.5649545 32.4692311, 14.5648659 32.4692807, 14.5647754 32.4693462, 14.5646857 32.4694283)"
83927072,True,2,جزيرة الشيخ,primary,roundabout,False,52.394,"LINESTRING (14.5654103 32.4687842, 14.5654034 32.4689019, 14.5653527 32.4690116, 14.5652635 32.4691022, 14.5651449 32.4691644)"
83927095,True,,شارع الشيخ,primary,,False,41.406000000000006,"LINESTRING (14.5654103 32.4687842, 14.5655396 32.4689301, 14.5656651 32.4690881)"
83927108,True,2,,primary,,False,68.751,"LINESTRING (14.5630474 32.4637178, 14.5628047 32.4631344)"
101624147,False,,,residential,,True,53.486,"LINESTRING (14.5630474 32.4637178, 14.5625373 32.4639326)"
83927077,True,,,primary,,False,10.307,"LINESTRING (14.567729 32.4719917, 14.5676403 32.4720464)"
83927074,False,,,residential,,False,101.318,"LINESTRING (14.5690332 32.4693952, 14.5689882 32.4691395, 14.5688535 32.4684968)"
83927074,False,,,residential,,True,92.58999999999999,"LINESTRING (14.5690332 32.4693952, 14.5690868 32.4695932, 14.5691384 32.4698059, 14.5691713 32.4699394, 14.5692387 32.4702096)"
83927098,False,,,residential,,False,100.84299999999999,"LINESTRING (14.5690332 32.4693952, 14.5684914 32.4694897, 14.5679804 32.4695783)"
83927098,False,,,residential,,True,136.014,"LINESTRING (14.5690332 32.4693952, 14.5697205 32.4692905, 14.5704597 32.4691766)"
83927097,True,,شارع الشيخ,primary,,False,73.405,"LINESTRING (14.5673147 32.4715864, 14.5668998 32.4710267)"
83927108,True,2,,primary,,False,58.945,"LINESTRING (14.5645371 32.4683661, 14.5645344 32.467836)"
83927097,True,,شارع الشيخ,primary,,False,50.312,"LINESTRING (14.5675904 32.4719745, 14.5673147 32.4715864)"
83927109,True,,,primary,,False,10.683,"LINESTRING (14.5675904 32.4719745, 14.5676836 32.4719193)"
83927089,False,,,residential,,True,8.591,"LINESTRING (14.5688831 32.47113, 14.5689337 32.4711944)"
83927109,True,,,primary,,False,88.499,"LINESTRING (14.5688831 32.47113, 14.5696264 32.4706399)"
83927089,False,,,residential,,False,76.155,"LINESTRING (14.5688831 32.47113, 14.5686087 32.4709311, 14.5684692 32.4707546, 14.5684022 32.4706913, 14.5684234 32.4706106)"
83927089,False,,,residential,,False,73.466,"LINESTRING (14.5694174 32.471714, 14.5689337 32.4711944)"
83927090,False,,,residential,,True,65.637,"LINESTRING (14.5694174 32.471714, 14.569636 32.4714736, 14.5698908 32.471283)"
83927089,False,,,residential,,True,122.149,"LINESTRING (14.5679804 32.4695783, 14.5681621 32.4699496, 14.5682902 32.4702822, 14.5684234 32.4706106)"
83927098,False,,,residential,,False,116.45,"LINESTRING (14.5679804 32.4695783, 14.5674714 32.4696503, 14.5667578 32.4697593)"
83927098,False,,,residential,,True,100.84299999999999,"LINESTRING (14.5679804 32.4695783, 14.5684914 32.4694897, 14.5690332 32.4693952)"
101581065,False,,,residential,,True,97.741,"LINESTRING (14.5708886 32.4684795, 14.5701738 32.46784)"
83927072,True,2,جزيرة الشيخ,primary,roundabout,False,10.106,"LINESTRING (14.5651449 32.4691644, 14.5650411 32.4691887)"
83927100,False,,,residential,,False,88.533,"LINESTRING (14.5684234 32.4706106, 14.5692387 32.4702096)"
83927089,False,,,residential,,False,122.149,"LINESTRING (14.5684234 32.4706106, 14.5682902 32.4702822, 14.5681621 32.4699496, 14.5679804 32.4695783)"
83927089,False,,,residential,,True,76.155,"LINESTRING (14.5684234 32.4706106, 14.5684022 32.4706913, 14.5684692 32.4707546, 14.5686087 32.4709311, 14.5688831 32.47113)"
83927100,False,,,residential,,True,74.97,"LINESTRING (14.5684234 32.4706106, 14.5680206 32.4708177, 14.5677636 32.4709889)"
83927074,False,,,residential,,True,101.318,"LINESTRING (14.5688535 32.4684968, 14.5689882 32.4691395, 14.5690332 32.4693952)"
357044670,True,2,شارع البيئة,primary,,False,152.44,"LINESTRING (14.5688535 32.4684968, 14.5686117 32.4685268, 14.5677905 32.4686667, 14.5676593 32.468688, 14.5672575 32.4687531)"
83927089,False,,,residential,,False,8.591,"LINESTRING (14.5689337 32.4711944, 14.5688831 32.47113)"
83927089,False,,,residential,,True,73.466,"LINESTRING (14.5689337 32.4711944, 14.5694174 32.471714)"
83927077,True,,,primary,,False,87.232,"LINESTRING (14.5689337 32.4711944, 14.5685939 32.4714312, 14.5682133 32.4716904)"
101581090,False,,,residential,,False,78.94,"LINESTRING (14.5687301 32.4684233, 14.5681487 32.4679101)"
83927102,True,2,شارع البيئة,primary,,False,203.348,"LINESTRING (14.5687301 32.4684233, 14.5688467 32.4684232, 14.5689849 32.4684232, 14.5698076 32.4684849, 14.5701174 32.4685041, 14.5704355 32.468522, 14.5706066 32.468516, 14.5707552 32.4685061, 14.5708886 32.4684795)"
83927077,True,,,primary,,False,148.437,"LINESTRING (14.5701906 32.4703835, 14.5689337 32.4711944)"
101581088,False,,,residential,,False,22.98,"LINESTRING (14.5701906 32.4703835, 14.57031 32.470377, 14.5704353 32.4703756)"
83927095,True,,شارع الشيخ,primary,,False,9.108,"LINESTRING (14.5676836 32.4719193, 14.567729 32.4719917)"
83927109,True,,,primary,,False,142.712,"LINESTRING (14.5676836 32.4719193, 14.5681434 32.4716121, 14.5684974 32.4713769, 14.5688831 32.47113)"
357044670,True,2,شارع البيئة,primary,,False,26.156999999999996,"LINESTRING (14.5654212 32.4691353, 14.5652794 32.4691564, 14.5651449 32.4691644)"
83927072,True,2,جزيرة الشيخ,primary,roundabout,False,11.445,"LINESTRING (14.5653064 32.4685843, 14.5653727 32.4686707)"
83927097,True,,شارع الشيخ,primary,,False,9.265,"LINESTRING (14.5676403 32.4720464, 14.5675904 32.4719745)"
357065935,True,2,,primary,,False,32.375,"LINESTRING (14.5651429 32.4683279, 14.5653064 32.4685843)"
101581084,False,,,residential,,False,58.015,"LINESTRING (14.5651429 32.4683279, 14.5653907 32.4681992, 14.5656516 32.4680323)"
101581090,False,,,residential,,True,78.94,"LINESTRING (14.5681487 32.4679101, 14.5687301 32.4684233)"
83927100,False,,,residential,,True,88.533,"LINESTRING (14.5692387 32.4702096, 14.5684234 32.4706106)"
83927074,False,,,residential,,False,92.59,"LINESTRING (14.5692387 32.4702096, 14.5691713 32.4699394, 14.5691384 32.4698059, 14.5690868 32.4695932, 14.5690332 32.4693952)"
83927074,False,,,residential,,True,60.215,"LINESTRING (14.5692387 32.4702096, 14.5693758 32.4703778, 14.5695072 32.4705317, 14.5696264 32.4706399)"
83927092,False,,,residential,,False,29.332,"LINESTRING (14.5660123 32.4688425, 14.5660794 32.4687293, 14.5661585 32.4686094)"
83927102,True,2,شارع البيئة,primary,,False,116.84700000000001,"LINESTRING (14.5660123 32.4688425, 14.5662417 32.468847, 14.5664193 32.4688261, 14.5668465 32.4687497, 14.5668881 32.4687428, 14.5672391 32.4686849)"
101624167,False,,شارع الخرطوم,residential,,False,10.734,"LINESTRING (14.5645954 32.4690016, 14.5645053 32.4690611)"
83927072,True,2,جزيرة الشيخ,primary,roundabout,False,19.445999999999998,"LINESTRING (14.5645954 32.4690016, 14.5645568 32.4689204, 14.564542 32.4688339)"
83927074,False,,,residential,,False,60.215,"LINESTRING (14.5696264 32.4706399, 14.5695072 32.4705317, 14.5693758 32.4703778, 14.5692387 32.4702096)"
83927109,True,,,primary,,False,105.279,"LINESTRING (14.5696264 32.4706399, 14.5701097 32.4703429, 14.5702684 32.4701957, 14.5704284 32.4699932)"
83927095,True,,شارع الشيخ,primary,,False,82.979,"LINESTRING (14.567224 32.4712817, 14.5676836 32.4719193)"
83927100,False,,,residential,,False,60.33,"LINESTRING (14.567224 32.4712817, 14.567386 32.471181, 14.5675043 32.4711075, 14.5677636 32.4709889)"
101581038,False,,,residential,,False,87.962,"LINESTRING (14.565661 32.4660092, 14.5661277 32.4656596, 14.5663585 32.4654806)"
101581038,False,,,residential,,True,75.29400000000001,"LINESTRING (14.565661 32.4660092, 14.5652613 32.4661111, 14.5648925 32.4662044)"
101581079,False,,,residential,,True,68.62100000000001,"LINESTRING (14.565661 32.4660092, 14.5659272 32.4662129, 14.5662068 32.46642)"
671825122,False,,,residential,,True,41.909,"LINESTRING (14.5666742 32.4660103, 14.5669591 32.4663006)"
101707964,True,,,secondary,,False,63.603,"LINESTRING (14.5666742 32.4660103, 14.5665012 32.4661829, 14.5663986 32.4663272, 14.5663027 32.4664369, 14.5662712 32.4664686)"
101581028,False,,,residential,,False,53.498999999999995,"LINESTRING (14.5652284 32.4672757, 14.5655496 32.4672397, 14.5657948 32.4672206)"
101581053,False,,,residential,,False,55.501,"LINESTRING (14.5652284 32.4672757, 14.5651352 32.4670423, 14.5650427 32.4668018)"
101581053,False,,,residential,,True,50.175,"LINESTRING (14.5652284 32.4672757, 14.5653042 32.4675141, 14.565386 32.4677065)"
120862062,False,,,residential,,False,65.794,"LINESTRING (14.5660561 32.4677697, 14.5657948 32.4672206)"
101581084,False,,,residential,,False,60.197,"LINESTRING (14.5660561 32.4677697, 14.5662893 32.467625, 14.5665675 32.4674428)"
101581084,False,,,residential,,True,47.883,"LINESTRING (14.5660561 32.4677697, 14.5658608 32.4678954, 14.5656516 32.4680323)"
101581092,False,,,residential,,False,41.637,"LINESTRING (14.5666329 32.4675019, 14.5669373 32.4677744)"
101581092,False,,,residential,,True,8.991,"LINESTRING (14.5666329 32.4675019, 14.5665675 32.4674428)"
101581079,False,,,residential,,False,39.323,"LINESTRING (14.5666329 32.4675019, 14.5668056 32.4673736, 14.5668586 32.4673342, 14.5669479 32.4672686)"
101581033,False,,,residential,,True,75.354,"LINESTRING (14.5709277 32.4676107, 14.5704802 32.4677279, 14.5703126 32.4677794, 14.5701738 32.46784)"
101581085,False,,,residential,,False,153.857,"LINESTRING (14.5709277 32.4676107, 14.5701771 32.4669455, 14.5697889 32.4666151)"
83927092,False,,,residential,,False,118.15,"LINESTRING (14.5661585 32.4686094, 14.5665447 32.4681896, 14.5669373 32.4677744)"
83927092,False,,,residential,,True,29.332,"LINESTRING (14.5661585 32.4686094, 14.5660794 32.4687293, 14.5660123 32.4688425)"
101581053,False,,,residential,,False,79.898,"LINESTRING (14.5661585 32.4686094, 14.5660526 32.4684974, 14.5658782 32.4683056, 14.5656516 32.4680323)"
101581028,False,,,residential,,True,6.273,"LINESTRING (14.569131 32.4653518, 14.5690781 32.4653863)"
83927094,True,,,residential,,False,94.093,"LINESTRING (14.569131 32.4653518, 14.5692766 32.4655051, 14.5694643 32.4656635, 14.5696722 32.4658248, 14.5698378 32.4659498)"
101581028,False,,,residential,,False,62.162,"LINESTRING (14.569131 32.4653518, 14.5693812 32.4651764, 14.5696342 32.4649882)"
101581055,True,,,residential,,False,40.65,"LINESTRING (14.5628943 32.468408, 14.5633275 32.4684)"
