osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
28928597,2,R413,secondary,60,False,False,7.05,"LINESTRING (-6.8148754 53.1557816, -6.8149471 53.1558282)",
28928597,2,R413,secondary,60,False,True,210.408,"LINESTRING (-6.8148754 53.1557816, -6.8141611 53.1552573, -6.8134284 53.1547194, -6.8127971 53.1543619)",
35595479,,,unclassified,,False,True,93.961,"LINESTRING (-6.8145169 53.1572696, -6.8144327 53.1572361, -6.8134537 53.1567158)",
"[333497642, 333497643]",2,L7042,tertiary,50,False,False,103.991,"LINESTRING (-6.8145169 53.1572696, -6.8145637 53.1570478, -6.8145774 53.1569824, -6.8145899 53.1569233, -6.8147328 53.1565127, -6.8147896 53.1563495)",Green Road
28928596,2,L7042,tertiary,60,False,False,58.911,"LINESTRING (-6.8147896 53.1563495, -6.8148838 53.156047, -6.8149229 53.1559112, -6.8149471 53.1558282)",Green Road
35595478,,,unclassified,,False,False,100.351,"LINESTRING (-6.8147896 53.1563495, -6.8141855 53.1564343, -6.8138734 53.1564982, -6.8134537 53.1567158)",
"[333497642, 333497643]",2,L7042,tertiary,50,False,True,103.99099999999999,"LINESTRING (-6.8147896 53.1563495, -6.8147328 53.1565127, -6.8145899 53.1569233, -6.8145774 53.1569824, -6.8145637 53.1570478, -6.8145169 53.1572696)",Green Road
35595478,,,unclassified,,False,True,100.351,"LINESTRING (-6.8134537 53.1567158, -6.8138734 53.1564982, -6.8141855 53.1564343, -6.8147896 53.1563495)",
35595479,,,unclassified,,False,False,93.961,"LINESTRING (-6.8134537 53.1567158, -6.8144327 53.1572361, -6.8145169 53.1572696)",
28928597,2,R413,secondary,60,False,False,210.40800000000002,"LINESTRING (-6.8127971 53.1543619, -6.8134284 53.1547194, -6.8141611 53.1552573, -6.8148754 53.1557816)",
28928597,2,R413,secondary,60,False,True,7.05,"LINESTRING (-6.8149471 53.1558282, -6.8148754 53.1557816)",
28928596,2,L7042,tertiary,60,False,True,58.911,"LINESTRING (-6.8149471 53.1558282, -6.8149229 53.1559112, -6.8148838 53.156047, -6.8147896 53.1563495)",Green Road
