osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref,bridge
175763350,True,Avenida Macali,trunk,40,False,16.698,,"LINESTRING (-53.0237115 -26.1481866, -53.023587 -26.1480863)",,
169758901,True,Avenida Dambros e Piva,trunk,40,False,81.028,2,"LINESTRING (-53.0237115 -26.1481866, -53.0233667 -26.1485456, -53.0231813 -26.1487384)",,
363095045,False,Rua Valdevino Maciel,residential,,False,125.585,,"LINESTRING (-53.0287935 -26.1428287, -53.0297383 -26.1435745)",,
336871164,False,Avenida Dambros e Piva,trunk,60,False,201.26199999999997,,"LINESTRING (-53.0287935 -26.1428287, -53.0287406 -26.1428842, -53.0282383 -26.1434102, -53.0280498 -26.1436099, -53.027891 -26.1437782, -53.0275619 -26.1441231, -53.0274831 -26.1442043)",PR-180,
175763350,True,Avenida Macali,trunk,40,False,122.099,,"LINESTRING (-53.0255188 -26.1496416, -53.0246102 -26.1489064)",,
175763357,True,Rua Padre Afonso,trunk,40,False,120.751,,"LINESTRING (-53.0255188 -26.1496416, -53.0248401 -26.1503399, -53.0247235 -26.1504599)",,
363095044,False,Rua Antonio Jose Perin,residential,,False,70.983,,"LINESTRING (-53.0303783 -26.1428733, -53.0308916 -26.1433151)",,
629771858,False,Rua Emilio Magno Glatt,residential,,True,100.799,,"LINESTRING (-53.0303783 -26.1428733, -53.0297383 -26.1435745)",,
363095045,False,Rua Valdevino Maciel,residential,,False,12.525,,"LINESTRING (-53.0297383 -26.1435745, -53.0298464 -26.1436317)",,
363095045,False,Rua Valdevino Maciel,residential,,True,125.585,,"LINESTRING (-53.0297383 -26.1435745, -53.0287935 -26.1428287)",,
629771858,False,Rua Emilio Magno Glatt,residential,,False,100.799,,"LINESTRING (-53.0297383 -26.1435745, -53.0303783 -26.1428733)",,
"[629771857, 629771858, 175763335]",False,Rua Emilio Magno Glatt,residential,,True,198.959,,"LINESTRING (-53.0297383 -26.1435745, -53.0291634 -26.1442526, -53.0290878 -26.1443267, -53.028473 -26.1449555)",,yes
336871164,False,Avenida Dambros e Piva,trunk,60,False,20.826,,"LINESTRING (-53.0274831 -26.1442043, -53.0273459 -26.1443454)",PR-180,
175763334,False,Rua Amandio Gehlen,residential,,False,129.387,,"LINESTRING (-53.0274831 -26.1442043, -53.0275368 -26.1442465, -53.028473 -26.1449555)",,
336871164,False,Avenida Dambros e Piva,trunk,60,True,201.262,,"LINESTRING (-53.0274831 -26.1442043, -53.0275619 -26.1441231, -53.027891 -26.1437782, -53.0280498 -26.1436099, -53.0282383 -26.1434102, -53.0287406 -26.1428842, -53.0287935 -26.1428287)",PR-180,
363095045,False,Rua Valdevino Maciel,residential,,False,117.729,,"LINESTRING (-53.030697 -26.1443595, -53.0315806 -26.1450608)",,
363095045,False,Rua Valdevino Maciel,residential,,True,117.296,,"LINESTRING (-53.030697 -26.1443595, -53.0298464 -26.1436317)",,
912631200,False,Rua Padre Afonso,residential,,False,201.731,,"LINESTRING (-53.030697 -26.1443595, -53.0293406 -26.1457044)",,
912631200,False,Rua Padre Afonso,residential,,True,101.519,,"LINESTRING (-53.030697 -26.1443595, -53.0313608 -26.1436678)",,
175763359,False,Rua Laurindo Crestani,residential,,False,110.749,,"LINESTRING (-53.0255148 -26.1445882, -53.0263481 -26.1452458)",,
175763333,False,Rua Inácio Felipe,residential,,False,240.565,,"LINESTRING (-53.0234984 -26.1449258, -53.0253213 -26.146341)",,
370448853,False,,residential,,False,120.016,,"LINESTRING (-53.0234984 -26.1449258, -53.0231401 -26.1452569, -53.0226916 -26.1457254)",,
370448853,False,,residential,,True,79.369,,"LINESTRING (-53.0234984 -26.1449258, -53.0235748 -26.1448411, -53.0237716 -26.1446227, -53.0240145 -26.1443832)",,
175763334,False,Rua Amandio Gehlen,residential,,False,120.143,,"LINESTRING (-53.028473 -26.1449555, -53.0293406 -26.1457044)",,
175763335,False,Rua Emilio Magno Glatt,residential,,True,164.391,,"LINESTRING (-53.028473 -26.1449555, -53.0273867 -26.1460667)",,
175763334,False,Rua Amandio Gehlen,residential,,True,129.387,,"LINESTRING (-53.028473 -26.1449555, -53.0275368 -26.1442465, -53.0274831 -26.1442043)",,
"[629771857, 629771858, 175763335]",False,Rua Emilio Magno Glatt,residential,,False,198.959,,"LINESTRING (-53.028473 -26.1449555, -53.0290878 -26.1443267, -53.0291634 -26.1442526, -53.0297383 -26.1435745)",,yes
175763331,False,Rua Seis,residential,,True,201.139,,"LINESTRING (-53.0315806 -26.1450608, -53.0302608 -26.1464277)",,
363095045,False,Rua Valdevino Maciel,residential,,True,117.729,,"LINESTRING (-53.0315806 -26.1450608, -53.030697 -26.1443595)",,
175763359,False,Rua Laurindo Crestani,residential,,False,11.009,,"LINESTRING (-53.0264173 -26.1453003, -53.0265001 -26.1453657)",,
175763359,False,Rua Laurindo Crestani,residential,,True,9.189,,"LINESTRING (-53.0264173 -26.1453003, -53.0263481 -26.1452458)",,
336871164,False,Avenida Dambros e Piva,trunk,60,False,46.707,,"LINESTRING (-53.0264173 -26.1453003, -53.026107 -26.1456147)",PR-180,
336871164,False,Avenida Dambros e Piva,trunk,60,True,43.133,,"LINESTRING (-53.0264173 -26.1453003, -53.0267015 -26.1450081)",PR-180,
175763334,False,Rua Amandio Gehlen,residential,,False,122.087,,"LINESTRING (-53.0293406 -26.1457044, -53.0302608 -26.1464277)",,
175763334,False,Rua Amandio Gehlen,residential,,True,120.143,,"LINESTRING (-53.0293406 -26.1457044, -53.028473 -26.1449555)",,
912631200,False,Rua Padre Afonso,residential,,False,159.014,,"LINESTRING (-53.0293406 -26.1457044, -53.0282904 -26.1467797)",,
912631200,False,Rua Padre Afonso,residential,,True,201.731,,"LINESTRING (-53.0293406 -26.1457044, -53.030697 -26.1443595)",,
175763335,False,Rua Emilio Magno Glatt,residential,,False,164.391,,"LINESTRING (-53.0273867 -26.1460667, -53.028473 -26.1449555)",,
175763335,False,Rua Emilio Magno Glatt,residential,,True,159.154,,"LINESTRING (-53.0273867 -26.1460667, -53.026335 -26.1471425)",,
175763359,False,Rua Laurindo Crestani,residential,,False,120.094,,"LINESTRING (-53.0273867 -26.1460667, -53.0282904 -26.1467797)",,
175763359,False,Rua Laurindo Crestani,residential,,True,117.931,,"LINESTRING (-53.0273867 -26.1460667, -53.0265001 -26.1453657)",,
175763333,False,Rua Inácio Felipe,residential,,False,119.585,,"LINESTRING (-53.0254372 -26.1464304, -53.026335 -26.1471425)",,
175763333,False,Rua Inácio Felipe,residential,,True,15.253,,"LINESTRING (-53.0254372 -26.1464304, -53.0253213 -26.146341)",,
336863262,True,Avenida Dambros e Piva,trunk,30,False,44.484,,"LINESTRING (-53.0254372 -26.1464304, -53.025143 -26.1467309)",PR-180,
175763331,False,Rua Seis,residential,,False,201.139,,"LINESTRING (-53.0302608 -26.1464277, -53.0315806 -26.1450608)",,
175763331,False,Rua Seis,residential,,True,159.276,,"LINESTRING (-53.0302608 -26.1464277, -53.0292089 -26.1475048)",,
175763334,False,Rua Amandio Gehlen,residential,,False,119.241,,"LINESTRING (-53.0302608 -26.1464277, -53.0311471 -26.1471467)",,
175763334,False,Rua Amandio Gehlen,residential,,True,122.087,,"LINESTRING (-53.0302608 -26.1464277, -53.0293406 -26.1457044)",,
175763359,False,Rua Laurindo Crestani,residential,,False,122.091,,"LINESTRING (-53.0282904 -26.1467797, -53.0292089 -26.1475048)",,
175763359,False,Rua Laurindo Crestani,residential,,True,120.094,,"LINESTRING (-53.0282904 -26.1467797, -53.0273867 -26.1460667)",,
912631200,False,Rua Padre Afonso,residential,,False,159.468,,"LINESTRING (-53.0282904 -26.1467797, -53.027239 -26.1478595)",,
912631200,False,Rua Padre Afonso,residential,,True,159.014,,"LINESTRING (-53.0282904 -26.1467797, -53.0293406 -26.1457044)",,
175763334,False,Rua Amandio Gehlen,residential,,True,119.241,,"LINESTRING (-53.0311471 -26.1471467, -53.0302608 -26.1464277)",,
912621534,False,Rua Romário de Lima,residential,,True,157.674,,"LINESTRING (-53.0311471 -26.1471467, -53.030101 -26.1482092)",,
175763333,False,Rua Inácio Felipe,residential,,False,120.409,,"LINESTRING (-53.026335 -26.1471425, -53.027239 -26.1478595)",,
